title,requirement
Customer Focus Testing Engineer - HDM,"Customer Focus Testing Engineer - HDM-16000001GX Description Joining the Fixed Networks team will open exciting career opportunities at a time when Nokia, as a global leader in the industry, is changing the way the world communicates. Weâ€™re designing ultra-high capacity DSL and optical fiber solutions, used to connect 100s of millions of households in the worldâ€™s largest and most advanced networks. Youâ€™ll be working from our Fixed Networks headquarters in Antwerp - the largest telecom R&D centre in Belgium, and the birthplace of Broadband. We developed the first ADSL and VDSL solutions, we built the first large-scale fiber-to-the-home networks, and weâ€™ve come up with technologies that boost DSL speeds to 100Mbps and even 1Gbps. As a market leader, we must continuously explore innovative ideas and turn them into successful products, to maintain our edge in this highly competitive Telecom industry. You will be the gate keeper for the hardware and software solutions as part of a multidisciplinary team of experts using state-of-the-art technology, design and test tools and processes. While gaining experience, you can evolve either to a technical expert or to a customer project team lead. You areâ€_ A quick learner. Enjoying taking initiatives. A team player. Happy when handling complex systems and projects. Keen on working in a multicultural environment. Having no problems with taking responsibilities. Goal The Fixed Access R&D-team is looking for dynamic, motivated and customer-oriented people with strong technical skills to further strengthen our Customer Focus Test (CFT) team. The CFT team is responsible for performing validation activities of the product releases in networks that are build specifically to resemble as much as possible the real environment of our customers, in order to increase the quality. The CFT team works on the whole product portfolio (including DSL, Fiber, CPE, ONT, Voice and the remotes). Your main responsibilities will be Definition of test-strategy and test-list based on input obtained from the local support teams and the customers. Set-up of the needed end-to-end network across technologies and products. Execution of the tests and interfacing with the development teams for helping the resolution of found issues. Documentation of the results of the test and sharing of these results with the local teams and customers. Work in small customer teams focused on particular (set of) customer. Your main challenges will be The willingness to accept and overcome challenges To think ""out-of-the-box"" To apply creative solutions to complex technical problems The ability to handle multiple priorities in a fast paced working environment To be able to work both independently and as part of a team You love to show your expertise in front of the customer and support customer solutions Qualifications Technical background and experience You hold (or will obtain this year) a Masterâ€™s degree in (applied) engineering sciences: Electrical engineering or Telecom or Computer science engineering. You have a broad interest in the telecom sector. Knowledge of real-time operating systems, IP protocols and multi-media is an asset. Job Validation and Test Primary LocationEurope, Middle East, Africa-Belgium-Antwerp"
ASIC/FPGA design and validation engineer,"ASIC/FPGA design and validation engineer-16000002PE DescriptionThe Fixed Networks Division is one of the key divisions in Nokia focusing on making Ultra Broadband Access possible for all users in the world. The fixed access product portfolio consists out of Fiber and Copper Access technology. In both domains the ASIC and FPGA System On Chips (SoCâ€™s) are the heart of the system, making it possible for Alcatel-Lucent to have differentiating products at the right cost points. Continuous innovation is required in the FTTH product line and in the DSL product line, with next generation PON technologies and next generation DSL technologies on our roadmap (like xGPON/ NGPON2, System Level vectoring, G.Fastâ€_) To strengthen our world-wide ASIC/FPGA development team, our team is looking for talented engineers that are inspired by innovative and challenging projects that make a difference in the day to day life of everybody in the world. We are looking for individuals that want to work in a team with highly skilled and motivated colleagues. You will: â—_ be active from the concept phase till the release of the product into the field. â—_ contribute to the system design, the ASIC/FPGA feasibility studies, you will work in an inspiring team atmosphere with hardware description languages like VHDL or Verilog, scripting languages like TCL/TK, perl or python and programming languages like C/C++ or systemC when appropriate. â—_ after the implementation, enjoy the verification simulation phase and on-target validation phase on the board containing the FPGA or ASIC. Specific verification languages and methodologies like systemverilog/UVM are used when needed. You will contribute to synthesis, place & route and static timing verification. â—_ for this job, use a rich set of software tools including commercial EDA tools from Mentor Graphics, Synopys, Cadence, Xilinx and Altera. â—_ work closely together with PCB hardware development engineers, SW development & test engineers to bring the complete HW product to the market on time and with the right quality. Your main challenges will be: â—_ to understand the product, the system and learn fast. â—_ the willingness to accept and overcome challenges. â—_ to think â€œout-of-the-boxâ€ù. â—_ to apply creative solutions to complex technical problems using a various set of programming languages. â—_ the ability to handle multiple priorities in a fast paced working environment. â—_ to be able to work independently and as part of an inspiring team that is driving for continuous improvement in the development methodology and development environment being used. â—_ to work in a world-wide development team context. QualificationsTechnical background and experience: â—_ You hold (or will obtain this year) a Masterâ€™s degree in (applied) engineering sciences: Electrical engineering or Telecom. â—_ You have a broad interest in the telecom sector.HARDWARE converter design (EXPERT) ENGINEER. Job Hardware Development Primary LocationEurope, Middle East, Africa-Belgium-Antwerp Schedule Full-time"
HW Board Design Industrialization Engineer,"HW Board Design Industrialization Engineer-16000002SF Description The Fixed Access R&D-team is looking for dynamic, motivated and customer-oriented people with strong technical skills to further strengthen our Hardware design team, especially in the area of Industrialization support. You will join this division and participate in the overall product development cycle from electrical product conception until start of mass production. You will be part of a multidisciplinary team consisting of system architects, SW engineers and other HW disciplines with daily interaction to third parties, procurement and industrialization teams. Your main responsibilities will include: â—_ DFM/DFT reviews, â—_ Industrialization link to manufacturing â—_ Support to Hardware designers, Layouters , Physical design team,NPI team, â—_ Follow up of new International standards(IPC/JEDEC/â€_) in the area of printed board production and assembly processes, qualification and certification. â—_.Layouting(placement and routing) Your main challenges will be: â—_ to enjoy being challenged on a daily basis. â—_ to think â€œout-of-the-boxâ€ù. â—_ to apply creative solutions to complex technical problems. â—_ the ability to prioritize and handle multiple projects in a fast paced working environment. â—_ to be able to work both independently and as part of a team. â—_ to work in an international environment across countries and cultures. Qualifications Technical background and experience: â—_ You hold (or will obtain this year) a Masterâ€™s degree in (applied) engineering sciences: Electrical engineering. You have a broad interest in HW design. Knowledge of ECAD design tools (Mentor Graphics/Valor), xDSL is an asset. Job Hardware Development Primary LocationEurope, Middle East, Africa-Belgium-Antwerp Schedule Full-time"
IP DSLAM Test Automation Engineer,"IP DSLAM Test Automation Engineer-160000013N Description Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. As a software test automation engineer in the DSL and/or GPON domain you will contribute to test and the development of automated test scripts which are essential in delivering high quality software and hardware products. You will need to get an in-depth understanding of new telecommunications protocols and/or Alcatel-Lucentâ€™s hardware platforms, and the way customers are deploying them. As part of a multi-disciplinary team of senior experts you will be key in bringing our product evolutions to the market faster and at higher quality than the competition, and in this you will be supported by state of the art development and test technologies, tools and processes. Your main responsibilities will include: â—_ defining intelligent tests for complex systems, detecting non-quality upfront in the development process. â—_ developing automated test scripts that ensure sustained, top level quality of subsequent software releases. â—_ responsible for the quality of the test scripts you delivered. â—_ troubleshoot issues (taking traces, interacting with key SW developers, etc.) in a complex embedded system. â—_ interacting with project managers to give them regular updates of identified issues. Your main challenges will be: â—_ to enjoy being challenged on a daily basis. â—_ to think â€œout-of-the-boxâ€ù. â—_ to apply creative solutions to complex technical test problems. â—_ the ability to prioritize and handle multiple projects in a fast paced working environment. â—_ to be able to work both independently and as part of an agile team. QualificationsTechnical background and experience: â—_ You hold a Masterâ€™s degree in (applied) engineering sciences: Electrical engineering, Telecom or Computer science engineering (option embedded software) or you have equivalent knowledge by experience. â—_ You have a broad interest in the telecom sector. â—_ You have knowledge of embedded systems. â—_ You have experience in scripting in TCL and/or Python. â—_ You are eager to test new technologies and to work with dedicated test equipment such as traffic generators, line simulators, noise generators, spectrum analyzers, Tracespan devices, etc. â—_ You can work fluently with Unix/Linux (as operating system). â—_ You have basic knowledge of IP, ADSL, VDSL2, G.Fast or GPON technologies. â—_ You have the skill to draw and explain/document your test design in Microsoft Office (Excel, Word, PowerPoint). â—_ You are acquainted with the agile way of working in a multi-disciplinary software team. Other: It is expected that testing is done on target (i.e. Alcatel-Lucent equipment), therefore you are expected to work full-time in the Antwerp offices. You are fluently in English in order to interact with other development sites in Alcatel-Lucent. Job Software Development Primary LocationEurope, Middle East, Africa-Belgium-Antwerp Schedule Full-time"
IP DSLAM Software Design Engineer 200,"IP DSLAM Software Design Engineer 200-160000013M DescriptionAs a software design engineer in the DSL and/or GPON domain you will contribute to the development of real time embedded software for our existing and new to be developed hardware platforms. You will need to get an in-depth understanding of new telecommunications protocols and/or Alcatel-Lucentâ€™s hardware platforms, and the way customers are deploying them. As part of a multi-disciplinary agile team of senior experts you will be key in bringing our product innovations and evolutions to the market faster and at higher quality than the competition, and in this you will be supported by state of the art development and test technologies, tools and processes. Your main responsibilities will include: â—_ clarification of customer requirements. â—_ contribution to feature estimation and planning. â—_ SW architectural design (i.e. definition of modules, classes, interfaces, task priorities, concurrent access,â€_). â—_ design generic SW running on different processor architectures: single/multiple core, Arm, MIPS, PPC,â€_ â—_ write C / C++ code, makefiles, scripts,â€_ â—_ remove memory leaks by using commercial tools. â—_ write test cases that validate your written code, and automate them. â—_ estimate and measure the consumed CPU cycles and on board memory. â—_ troubleshoot software on target hardware and in a simulation environment. â—_ long term quality of the software you delivered. â—_ help others in meeting the team objectives. â—_ interacting with project managers to give them regular updates of identified issues. Your main challenges will be: â—_ to enjoy being challenged on a daily basis. â—_ to think â€œout-of-the-boxâ€ù. â—_ to apply creative solutions to complex technical problems. â—_ the ability to prioritize and handle multiple projects in a fast paced working environment. â—_ to be able to work both independently and as part of an agile team. QualificationsTechnical background and experience: â—_ You hold a Masterâ€™s degree in (applied) engineering sciences: Electrical engineering, Telecom or Computer science engineering (option embedded software) or you have equivalent knowledge by experience. â—_ You have a broad interest in the telecom sector. â—_ You have knowledge of real-time operating systems concepts (interrupts, tasks, concurrency,...). â—_ You have written C or C++ programs. â—_ You are eager to learn new technologies and read/implement internet RFCâ€™s. â—_ You can work fluently with Unix/Linux (as operating system). â—_ You have basic knowledge of IP, ADSL, VDSL2, G.Fast or GPON technologies. â—_ You have the skill to draw and explain/document your design in Microsoft Office (Excel, Word, PowerPoint). â—_ You are acquainted with the agile way of working in a multi-disciplinary software team. â—_ You are a believer in the KISS principle. Job Software Development Primary LocationEurope, Middle East, Africa-Belgium-Antwerp Schedule Full-time"
Senior Engineering Manager,"Senior Engineering Manager-160000016W Description Overview: In Nokia (Alcatel-Lucent), the Video Business unit was formed combining all the video assets of Nokia (Alcatel-Lucent) into a single unit responsible for the sales, development and delivery of all video products and services. The unit includes following groups, but not limited to: Cloud DVR Content Delivery Network Velocix Transparent Cache These are rapidly emerging product groups and pivotal in IP Video solutions portfolio. The Product Engineering is centered in Chennai Video BU, focusing on mainstream Product/Release integration & E2E validation as well supporting project delivery activities. This important position is for a QA lead/Engineering Manager for integration and validation activities based in Chennai. KEY RESPONSIBILITIES: To lead overall release validation and co-ordination Manage validation sprints and internal deliveries as per delivery commitments Participate and co-ordinate calls with project stakeholders To oversee e2e functional and performance validation To review and plan release timelines, priorities, risks and mitigations To assign and follow daily activities Review test strategy, test cases, test reports etc To support and provide technical guidance as needed Bug tracking with dev teams to set appropriate severity/priority of defects. QA documentation and defect reviews To handle a team of 10 + engineers in system Integration and testing Define KPI, perform intermediate checks and appraisal reviews Ability to build relationships with colleagues, clients, and vendors across all functional and technical disciplines. Plan appropriate training as per project and individual requirements To manage talent retention and control employee attrition To manage and control complete QA life cycle â€“ Requirement analysis, test strategy, Test case, Test bed readiness, test report preparation etc To ensure lab environment and inventory is maintained as per project needs Qualifications REQUIREMENTS Electronics & Communication / Computer Science/IT Engineering background 10+ years of Experience in System integration & testing Prior experience in handling a team of 10 to 15 engineers of varied experience Hands on experience in all QA process â€“ Agile & waterfall Knowledge on test case and defect management tools like Testlink, JIRA, Bugzilla, HPQC etc Technical background in Video technologies, encoding/compression techniques, HAS protocols Should be a fast learner, flexible attitude and adaptability to evolving technologies and work profile. Should be a good communicator and a dependable team player DESIRED SKILLS Hands on experience in functional & non-functional validation including but not limited to, Regression & Automation Feature / API validation Load generators, scalability, redundancy & performance tests Preferred certifications Project management scrum master /agile practices, Process/QA audit certification etc Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Software Development Primary LocationAsia Pacific-India-Chennai Schedule Full-time"
Technical Lead,"Technical Lead-1600000170 Description Overview: In Nokia (Alcatel-Lucent), the Video Business unit was formed combining all the video assets of Nokia (Alcatel-Lucent) into a single unit responsible for the sales, development and delivery of all video products and services. The unit includes following groups, but not limited to: Cloud DVR Content Delivery Network Velocix Transparent Cache These are rapidly emerging product groups and pivotal in IP Video solutions portfolio. The Product Engineering is centered in Chennai Video BU, focusing on mainstream Product/Release integration & E2E validation as well supporting project delivery activities. This important position is a individual Test Engineer contributor in new scrum team based in Chennai. KEY RESPONSIBILITIES: Key Individual contributor responsible for System integration testing & product validation analyze Requirements, Test analysis, Test cases preparation, effective Test review to improve the test cases quality Test Bed upgrade on release / drops Test cases execution Installation & Configuration Document validation Reporting Reviews and continuous improvement best practices Qualifications REQUIREMENTS: Â· Computer Science/IT/E&C Engineering background Â· Around 4-6 years of in depth hands on experience in System Integration testing, E2E product validation activities Good experience in Scenario based Testing, Roll out Testing, Installation Testing, Failover Testing , Â· Core competency in Red Hat Linux OS, IP Networking, Strong analytical & problem solving skills Â· Hands on experience in test case writing and defect management Â· Good command and hands on experience on scripting like Python or perl Â· Strong knowledge on database validation testing MySQL, SQLlite Â· Experience in test and defect management tools like Testlink, JIRA Â· Technical background in Video technologies, Networking, HTTP, RTSP, HAS desirable. Â· Excellent interpersonal & communication skills- both verbal and written Â· Fast learner, flexible attitude and adaptability to evolving technologies and work profile Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Software Development Primary LocationAsia Pacific-India-Chennai Schedule Full-time"
Technical Lead,"Technical Lead-16000001HO Description Overview: In Nokia (Alcatel-Lucent), the Video Business unit was formed combining all the video assets of Nokia (Alcatel-Lucent) into a single unit responsible for the sales, development and delivery of all video products and services. The unit includes following groups, but not limited to: Cloud DVR Content Delivery Network Velocix Transparent Cache These are rapidly emerging product groups and pivotal in IP Video solutions portfolio. The Product Engineering is centered in Chennai Video BU, focusing on mainstream Product/Release integration & E2E validation as well supporting project delivery activities. This important position is a individual Test Engineer contributor in new scrum team based in Chennai. KEY RESPONSIBILITIES: Key Individual contributor responsible for System integration testing & product validation analyze Requirements, Test analysis, Test cases preparation, effective Test review to improve the test cases quality Test Bed upgrade on release / drops Test cases execution Installation & Configuration Document validation Reporting Reviews and continuous improvement best practices Qualifications REQUIREMENTS: Â· Computer Science/IT/E&C Engineering background Â· Around 4-6 years of in depth hands on experience in System Integration testing, E2E product validation activities Good experience in Scenario based Testing, Roll out Testing, Installation Testing, Failover Testing , Â· Core competency in Red Hat Linux OS, IP Networking, Strong analytical & problem solving skills Â· Hands on experience in test case writing and defect management Â· Good command and hands on experience on scripting like Python or perl Â· Strong knowledge on database validation testing MySQL, SQLlite Â· Experience in test and defect management tools like Testlink, JIRA Â· Technical background in Video technologies, Networking, HTTP, RTSP, HAS desirable. Â· Excellent interpersonal & communication skills- both verbal and written Â· Fast learner, flexible attitude and adaptability to evolving technologies and work profile Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Software Development Primary LocationAsia Pacific-India-Chennai Schedule Full-time"
Product Manager,"Product Manager-16000001P6 Description The Company Velocix is the number one Content Delivery Network (CDN) equipment provider. We are a wholly owned subsidiary of Alcatel-Lucent providing products and services to the largest PayTV providers in the world who use our products to optimise and enhance the delivery of their TV services to IP connected devices, such as tablets, games consoles and connected TVs. Our customers include two of the world's largest cable TV operators and more locally TalkTalk in the UK. Innovations in this field have lead to us be awarded the Supplier Innovation Award by Liberty Global who are one of the largest cable operator in the world with over 24M subscribers in 14 countries. This year we were awarded an Emmy by the National Academy of Television Arts & Sciencesâ€_.product development just does not get any more glamorous than that ! So if you are bright and enthusiastic come and join the award winning team who are transforming the way TV is watched all over the world. As a Product Manager you will play an active and central role in the Business Unit, working closely with every department within Velocix and also interfacing with the wider Alcatel-Lucent organization. The role is demanding and involves working in a dynamic, international environment in a very high growth marketplace. The success of the company is dependent on the skill and commitment of its staff and this position is pivotal to that success. This is a great opportunity for someone who wants to move to a dynamic Product Management team. It will allow you to apply your passion for technology, business and customer satisfaction to the success of the business. So if you are enthusiastic and want to take your Product Management career to the next level, then you could be ready for an exciting career in Velocix. Main Responsibilities Product Management is a multi-faceted role and will involve the following responsibilities Support the Product Management and Product Architecture team by writing detailed Business Justification, Product Requirements, User Stories and Acceptance Criteria so that Engineering teams are able to create implementation tasks Create product feature descriptions to enable the Product Marketing Manager to create product collateral for Business Development, NPI, Regional Product Management, Tendering, Product Managers Deliver release and feature training to Business Development, Regional PLM, NPI, and Tendering Support Business Development and Regional PLM organizations in Nokia's Lucent's global regions Prepare and deliver technical customer presentations Be a point of contact for the Business Development, Regional PLM, NPI, and Operations teams on all aspects of the product catalogue Manage the relationship with third-party suppliers Contribute to managing the Product Life Cycle Comfortable to challenge respectively Engineering teams, internal stakeholders and customers Key Skills Strong communication and interpersonal skills and be able to negotiate a positive and collaborative approach across multiple internal stakeholder and delivery areas Be comfortable explaining complex technical issues and solutions in an appropriate manner to a variety of different stakeholder groups, such as Engineering teams, Operations, Legal, Procurement, Marketing, Regional PLM, Business Development, plus other internal and external organizations Must be able to demonstrate good analytical skills and attention to detail Confident, hard-working, self-motivated, proactive, organized and thorough individual with a proven ability to prioritize, multi-task effectively and stick to deadlines Comfortable with using spreadsheets, numeric analysis and PowerPoint Excellent written skills and a good communicator Comfortable working with teams in Cambridge and Madrid mainly using collaborative tools. Qualifications Alcatel-Lucent or Nokia Product Life Cycle knowledge Working knowledge of software development processes Agile methodologies, particularly Scrum Deep experience and technical knowledge in at least three of the following areas: Software engineering Network architecture IPTV or video delivery technologies CDN Internet infrastructure Linux servers Storage architectures SaaS / Cloud Public APIs User Interface and User Experience Prerequisites 3-5 years experience in Product Management Bachelors degree in a technical subject, or an equivalent combination of education and technical/professional experience Excellent MS Excel and PowerPoint skills High standard of written English Must be legally eligible to work in the UK Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Product Management Primary LocationAsia Pacific-India-Chennai Schedule Full-time"
Remote Support Senior Engineer,"Remote Support Senior Engineer-160000037B Description Objective / Mission - To maximize service availability and performance levels of the Video products and services in customer networks by the provision of efficient, high quality network management and first level support. Responsibilities - 24 x 7 Cover - participating in a shift rotation - Network Management â€“ monitoring, configuration and maintenance of customer systems/networks - Technical Support â€“ troubleshooting and resolving customer issues, and providing general assistance and advice - Incident/Problem Management â€“ tracking issues via CARES trouble tickets, keeping all parties updated with progress, and ownership of faults through to resolution, and ensuring that all customer SLAs are adhered to - Escalation â€“ raising issues to both internal 2nd-level TAC teams and external suppliers as required - Supplier Management â€“ ensuring that suppliers are providing adequate support and adhering to their SLAs, and escalating as appropriate if not - Proactive Management â€“ undertaking analysis of system activity/performance to spot potential problems and either take action or escalate as appropriate - Continuous Improvement â€“ keeping up-to-date with new product information and process changes, and contributing to knowledge base and tools via development of new/updated documentation or software - Documentation â€“ Generate clear and concise documentation in the form of configuration records, Standard Operating Procedures, case notes, technical tips, etc. - Following Alcatel-Lucent global service assurance best practice and tools - Communication â€“ be the first interface towards customer including professional communication Essential Skills - Strong knowledge/understanding of Linux systems administration; proficient in use of command line interface and basic scripting (shell, Perl, etc.) - Strong knowledge/understanding of enterprise-class IP infrastructure (routers, switches, load-balancers, firewalls) and concepts (routing, NAT, VPN) - Strong knowledge/understanding of internet protocols and standards (e.g. IP, TCP, UDP, HTTP, DNS) - Proficient in network connectivity troubleshooting, Operations and Hardware - Possess level 1 troubleshooting experience on complex IT or telecommunication systems - Demonstrable ability to apply the above knowledge in practical situations - Excellent analytical and problem-solving skills - Excellent written and verbal communication skills - Proven ability to communicate technical situations and explanations to customers in English, including being confident and assertive when necessary - Possess neutral accent - Questioning skills / probing skills, as relevant to the issue and level of the customer contact - Practical mindset, thorough and accurate attention to detail, sees things through to completion - Ability to collaborate within team, with other colleagues, and with customers - Ability to prioritize tasks/projects based on customer and business commitments and requirements Desirable Skills - Experience of Internet media (particularly video) delivery - Understanding of IP Video terminology, protocols and standards (e.g. HAS, ABR, RTSP) - Experience of managing/supporting high-availability and/or distributed systems - Experience of an Operations environment (particularly ISP or datacentre) - Advanced scripting/programming skills; ability to author/maintain command line and/or browser-based tools and utilities - Working knowledge of peer-to-peer protocols/applications Eligibility Criteria - B.E/ B.TECH/BCA/BSC/Any Graduate Fuency in English Communications Skills (both spoken and written)/ soft skills 5 yrs of experience in relevant domain Additional Information: - working in shifts is a mandate. Candidates applying and selected for the job will be expected to work in shifts - including evening and night shifts. Shifts will 24x7 in nature and can vary according to the projects and requirements. Qualifications 4 to 5 years of expereince Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Validation and Test Primary LocationAsia Pacific-India-Chennai Schedule Full-time"
Software Engineer - 7210,"Software Engineer - 7210-16000001I0 Description For: Platform/Systems 5-12 years experience, proficient in C/C++ and data structures. Required skills: - Software experience in platform/chassis management - Multi threaded environment in vxWorks/Linux/pSoS - Board bringup, bootrom, bootloader - Device drivers - Experience with multi-core processors is an added advantage - Experience with ARM/PowerPC/MIPS is an added advantage - Experience with high availability architectures is an added advantage For: Routing/MultiCast 5-15 years experience, proficient in C/C++ and data structures. Required skills: - IPv4/v6 routing, Layer 3 (IP) VPNs - IPv4/v6 forwarding in network processors or ASICs. - Multi threaded environment in vxWorks/Linux/pSoS - Experience with multicast in L3/L2 is an added advantage - Experience with multi-core processors is an added advantage - Experience with high availability architectures is an added advantage For: Layer2 5-15 years experience, proficient in C/C++ and data structures. Required skills: - Ethernet based Layer 2 VPNs, VPLS, PBB/Mac in Mac, VLAN switching, STP - Multi threaded environment in vxWorks/Linux/pSoS - Experience with multi-core processors is an added advantage - Experience with high availability architectures is an added advantage - Experience with Broadcom devices is an added advantage. For: QoS 5-15 years experience, proficient in C/C++ and data structures. Required skills: - QoS technologies in packet networks - Must have implemented QoS (policing/shaping/scheduling) in network processors or ASICs - Must have architecture level knowledge of QoS designs in chassis based systems. - Experience with high availability architectures is an added advantage Qualifications Bachelor's in Engineering or higher. Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Software Development Primary LocationAsia Pacific-India-Karnataka Schedule Full-time"
Software Engineer - 7210,"Software Engineer - 7210-16000001I2 Description For: Platform/Systems 5-12 years experience, proficient in C/C++ and data structures. Required skills: - Software experience in platform/chassis management - Multi threaded environment in vxWorks/Linux/pSoS - Board bringup, bootrom, bootloader - Device drivers - Experience with multi-core processors is an added advantage - Experience with ARM/PowerPC/MIPS is an added advantage - Experience with high availability architectures is an added advantage For: Routing/MultiCast 5-15 years experience, proficient in C/C++ and data structures. Required skills: - IPv4/v6 routing, Layer 3 (IP) VPNs - IPv4/v6 forwarding in network processors or ASICs. - Multi threaded environment in vxWorks/Linux/pSoS - Experience with multicast in L3/L2 is an added advantage - Experience with multi-core processors is an added advantage - Experience with high availability architectures is an added advantage For: Layer2 5-15 years experience, proficient in C/C++ and data structures. Required skills: - Ethernet based Layer 2 VPNs, VPLS, PBB/Mac in Mac, VLAN switching, STP - Multi threaded environment in vxWorks/Linux/pSoS - Experience with multi-core processors is an added advantage - Experience with high availability architectures is an added advantage - Experience with Broadcom devices is an added advantage. For: QoS 5-15 years experience, proficient in C/C++ and data structures. Required skills: - QoS technologies in packet networks - Must have implemented QoS (policing/shaping/scheduling) in network processors or ASICs - Must have architecture level knowledge of QoS designs in chassis based systems. - Experience with high availability architectures is an added advantage Qualifications Bachelor's in Engineering or higher. Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Software Development Primary LocationAsia Pacific-India-Karnataka Schedule Full-time"
Software Engineer - 7210,"Software Engineer - 7210-16000001I3 Description For: Platform/Systems 5-12 years experience, proficient in C/C++ and data structures. Required skills: - Software experience in platform/chassis management - Multi threaded environment in vxWorks/Linux/pSoS - Board bringup, bootrom, bootloader - Device drivers - Experience with multi-core processors is an added advantage - Experience with ARM/PowerPC/MIPS is an added advantage - Experience with high availability architectures is an added advantage For: Routing/MultiCast 5-15 years experience, proficient in C/C++ and data structures. Required skills: - IPv4/v6 routing, Layer 3 (IP) VPNs - IPv4/v6 forwarding in network processors or ASICs. - Multi threaded environment in vxWorks/Linux/pSoS - Experience with multicast in L3/L2 is an added advantage - Experience with multi-core processors is an added advantage - Experience with high availability architectures is an added advantage For: Layer2 5-15 years experience, proficient in C/C++ and data structures. Required skills: - Ethernet based Layer 2 VPNs, VPLS, PBB/Mac in Mac, VLAN switching, STP - Multi threaded environment in vxWorks/Linux/pSoS - Experience with multi-core processors is an added advantage - Experience with high availability architectures is an added advantage - Experience with Broadcom devices is an added advantage. For: QoS 5-15 years experience, proficient in C/C++ and data structures. Required skills: - QoS technologies in packet networks - Must have implemented QoS (policing/shaping/scheduling) in network processors or ASICs - Must have architecture level knowledge of QoS designs in chassis based systems. - Experience with high availability architectures is an added advantage Qualifications Bachelor's in Engineering or higher. Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect. Job Software Development Primary LocationAsia Pacific-India-Karnataka Schedule Full-time"
