title,requirement
Technical Architect - Data Management,"Description Do you have a passion for developing standards and plans for latest cutting edge Big Data technology as well as developing a vision for the future with up and coming Big Data and analytic technologies Do you have a knack for partnering across the enterprise to help them understand complex architectures and integration approaches as well as develop frameworks and execution plans for Big Data management? Are you one of those rare technologists with the communications, consultative, and leadership skills to help guide Cox Automotive to success with Big Data technologies? If so, we may want to hire you! The ideal candidate will possess an in-depth understanding of big data technologies and Big Data management. This role requires significant collaboration with business teams and must have strong executive presence and presentation skills. Responsibilities Evolve and introduce new standards, data management and best practices for enterprise-wide Big Data architecture Lead development and use of enterprise-wide information architecture standards for data definitions, data management, warehouse design and development, and ensure the organization's compliance to these standards Lead the initiative to define the necessary assets needed to capture the right types of metadata -- such as business names, definitions and valid domain values; ownership (CFO, HR); security settings (public, company confidential, HR only, senior management only). Develop the strategy to manage unstructured data, including social media, emails, pictures, videos and other data. Take inventory of all that unstructured data -- the big data challenge -- determining its format, security, ownership and quality. Also determine which unstructured data should -- and shouldn't -- be captured. Champion Big Data analytics capabilities for the organization. Qualifications Bachelorâ€™s degree in Computer Science, Management Information Systems or equivalent work experience At least 10 years' experience in Enterprise Architecture -- with focus on Data Architecture, Integration, Reporting and Analytics Subject Mater Expertise in Data Quality, Data Management, and Metadata Management Experience and deep understanding of Big Data technologies such Hadoop distributions, Splunk, Mongo, HBase, SOLR, Spark, SQOOP, Hive, Cloudera Metadata Manager, Netezza, Platfora, Datameer, Microstrategy, etc. Excellent analytical and problem solving skills Excellent verbal and written communication skills Strong executive presence and ability to interact with top executives Successful teamwork experience and demonstrated leadership abilities Ability to thrive in rapidly advancing, changing, and delivery-focused environments Strong organizational and planning skills and the ability to direct multiple agile teams and/or projects simultaneously Excellent analytical and problem solving skills with the ability to collect and organize data and summarize findings and develop conclusions and recommendations Ability to communicate at all levels of the organization, including executive management and end users, and along with excellent presentation skills Ability to articulate ""Big Data"" architecture and design to both business executives and technologists Business acumen to deliver results in a rapidly evolving environment Successful teamwork experience and demonstrated leadership abilities Travel: Minimal Preferred Qualifications Experience in an agile environment OrganizationCox Automotive Primary LocationUS-GA-Atlanta-2002 Summit Blvd Employee StatusRegular Job LevelIndividual Contributor ShiftDay Job- TravelYes, 5 % of the Time ScheduleFull-time Unposting DateOngoing"
Mobile Developer Intern - Digital News Products,"Description Summary As a development intern at Cox Media Group, you will join our talented Digital Technology team to help create compelling and meaningful experiences in the latest technologies. Using mobile solutions, you will help our newspaper team evolve our digital products. You will help to solve complex problems developing and architecting solutions to business needs. We want people you have a passion for development and a desire to learn new technologies. You will find ways to achieve a positive customer experience while achieving business goals. You will be expected to learn and provide input on new development technologies and styles. You will work with our other developers and product owners. You will communicate with our designers and UX teams to make sure that visual designs and functional requirements are met in deliverables. You will take part in code reviews to provide and receive constructive feedback for project you have worked on, and for projects by other teammates. What you will be doing (Specific Responsibilities): Develop a high-quality user-centered solution for digital newspapers web or mobile apps. Brainstorm and collaborate with our UX designers, business analyst, developers and product managers. Produce a variety of UX deliverables such as competitive audits, user journeys, sitemaps, user flows, wireframes and prototypes. Participate in usability research and user testing and incorporate findings into & validate design specifications and style guides Work closely with the IA and other UX Designers to ensure all designs meet usability standards and user experience best practices; provide guidance in user-centered design principles to business and technical teams With the help of your mentors, gain insights into how to give estimates and get experience in managing deadlines. Qualifications What we are looking for (Required Qualifications): Experience with any of the following, or similar technologies: Objective C, Swift, Java/Android. Ability to assess and determine product goals, understand technical or business limitations, explore and ideate multiple design solutions, partner with mentors to assess feasibility, articulate pros/cons and make recommendations. Must be able to collaborate with the team and work with mentors and other developers and receive critiques, be able to defend your point of view and apply critique feedback into solution. Must have initiative. Lead/drive assigned project, meet deadlines and manage time. Be a self-starter and work without extensive direction. Excellent communication skills, written and oral. What we are looking for (Education): Pursuing a degree in information architecture, computer science, or a related field with a preferred 3.0 GPA. â€“ No relocation assistance for this position What you will get: Paid internship over ten â€“ twelve weeks in Atlanta, GA. College credit (if applicable) Visibility - opportunity to present your project to senior leaders Corporate Social Responsibility through Community Service Interested? To review and be considered for this internship, please visit our career site at https://jobs.coxmediagroup.com/ to apply. Cox Media Group is an integrated broadcasting, publishing, direct marketing and digital media company that includes the national advertising rep firms of CoxReps. Additionally, CMG owns Cox Target Media, which operates Valpak, one of North America's leading direct marketing companies, and Savings.com, a leading online source for savings. The company's operations currently include 14 broadcast television stations and one local cable channel, 57 radio stations, eight daily newspapers and more than a dozen non-daily publications, and more than 100 digital services. CMG currently operates in more than 30 media markets and reaches approximately 52 million Americans weekly, including more than 32 million TV viewers, more than 4 million print and online newspaper readers, and 14 million radio listeners. For more information about Cox Media Group, please check us out online at http://www.coxmediagroup.com OrganizationCox Media Group Primary LocationUS-GA-Atlanta-223 Perimeter Center Pkwy NE Employee StatusTemporary Job LevelEntry Level ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
UX Designer Intern - Digital News Products,"Description Summary As an intern with the UX team at Cox Media Group, you will join our talented Digital Technology team to help create compelling and meaningful experiences in the latest technologies. You will create visually engaging, immersive, and usable digital experiences for Cox Media Groupâ€™s Newspaper digital products and brands. You must have a passion for analyzing and understanding audience behavior and will guide the creative execution of CMG digital products, following trends in the digital marketplace and exploring new interfaces and modes of interaction. You will work closely with Product Managers to gather and document UI requirements; with business analysts to create visual designs and functional prototypes; and with the development team to provide just-in-time specifications as part of our agile development process. You will also be responsible for providing design and branding requirements and specifications, and for developing and communicating design standards and best practices across mobile, tablet, desktop, and emerging connected device platforms. What you will be doing (Specific Responsibilities): Develop a high-quality user-centered solution for digital newspapers web or mobile apps. Brainstorm and collaborate with our UX designers, business analyst, developers and product managers. Produce a variety of UX deliverables such as competitive audits, user journeys, sitemaps, user flows, wireframes and prototypes. Participate in usability research and user testing and incorporate findings into & validate design specifications and style guides Work closely with the IA and other UX Designers to ensure all designs meet usability standards and user experience best practices; provide guidance in user-centered design principles to business and technical teams With the help of your mentors, gain insights into how to give estimates and get experience in managing deadlines. Additional duties as assigned. Qualifications What we are looking for (Required Qualifications): Experience with one or more UX design, wire-framing and prototyping tools - such as Adobe Creative Suite (Photoshop, Illustrator, Fireworks, InDesign), Axure, OmniGraffle and Balsamiq, or similar. Portfolio showcasing recent school projects, freelance work or even just things you have worked on in your spare time Ability to assess and determine product goals, understand technical or business limitations, explore and ideate multiple design solutions, partner with mentors to assess feasibility, articulate pros/cons and make recommendations. Must be able to collaborate with the team and work with mentors and other UX designers and receive design critiques, be able to defend your point of view and apply critique feedback into solution. Must have initiative. Lead/drive assigned project, meet deadlines and manage time. Be a self-starter and work without extensive direction. Detail oriented, and a high degree of self-organization skills and time management skills What we are looking for (Education): Currently enrolled in and pursuing a degree in information architecture, information architecture, interaction design, UX visual designer or a related field with a preferred 3.0 GPA. â€“ No relocation assistance for this position. What you will get: Paid internship over ten â€“ twelve weeks in Atlanta, GA. College credit (if applicable) Visibility - opportunity to present your project to senior leaders Corporate Social Responsibility through Community Service Interested? To review and be considered for this internship, please visit our career site at https://jobs.coxmediagroup.com/ to apply. Cox Media Group is an integrated broadcasting, publishing, direct marketing and digital media company that includes the national advertising rep firms of CoxReps. Additionally, CMG owns Cox Target Media, which operates Valpak, one of North America's leading direct marketing companies, and Savings.com, a leading online source for savings. The company's operations currently include 14 broadcast television stations and one local cable channel, 57 radio stations, eight daily newspapers and more than a dozen non-daily publications, and more than 100 digital services. CMG currently operates in more than 30 media markets and reaches approximately 52 million Americans weekly, including more than 32 million TV viewers, more than 4 million print and online newspaper readers, and 14 million radio listeners. For more information about Cox Media Group, please check us out online at http://www.coxmediagroup.com OrganizationCox Media Group Primary LocationUS-GA-Atlanta-223 Perimeter Center Pkwy NE Employee StatusTemporary Job LevelEntry Level ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
Web Developer,"DescriptionCox Media Group has a small design and technology team in Austin, Texas working on next-generation media ideas. Our team is focused on Rare.us and other digital media brands, and we are looking for an inspired and eager developer with special interests in automation and front-end performance to join our team. We office in East Austin (near Brew & Brew), offer great benefits and flexible schedules, and like the people we work with. Weâ€™re looking for someone with a passion for page speed, a connoisseur of the console, a witch or wizard of YSlow. Blithesome in the face of blocking JavaScript, an advocate for asynchronicity, gutsy with Git and Gulp, our new teammate will bring top-notch skills in HTML, CSS, and JavaScript, as well as a strong sense of the user experience; delight in working with their fellow developers to create, test, and optimize new interfaces; revel in writing elegant, performant code that looks as great on your phone as it does on your vast, potentially lethal monitor; find the purest joy in collaborating with our designers to create an experience that is beautiful and easy to use. As a bonus, if youâ€™re into automated testing, deployment processes, replicable test environments, weâ€™ll be extra interested to talk to you. QualificationsEducation/experience: â€¢ 4+ years web development experience or a 4-year degree in computer science or related field, or any combination of the two Other requirements: Comprehensive knowledge of JavaScript and client-side performance optimization PHP, Node, Python, Ruby, and/or other server-side programming languages Experience with (any of) Gulp, Git, Jenkins, AWS, and/or Heroku Bonus points for WordPress, HTML, and/or CSS You might: â€¢ Help your end-users by using every trick of the trade to make our websites as fast as possible â€¢ Help your teammates by creating an easy-to-use automated dev, test, and deployment workflow â€¢ Work cooperatively with design teammates to bring their elegant UI/UX vision to life â€¢ Employ stunning command of your code knowledge to build mobile-friendly experiences on top of our WordPress-based platform â€¢ Help your fellow developers transform new features into WordPress plugins â€¢ Get paid to make contributions to WordPress and other open source software â€¢ Research and introduce new technologies to our technology team We will: Offer competitive salary, flexible scheduling, benefits (including paid time off), and the chance to work with an awesome team in a fun, casual, and safe environment on challenging, exciting, and experimental projects Cox Media Group is an integrated broadcasting, publishing, direct marketing and digital media company that includes the national advertising rep firms of CoxReps. Additionally, CMG owns Cox Target Media, which operates Valpak, one of North America's leading direct marketing companies, and Savings.com, a leading online source for savings. The company's operations currently include 14 broadcast television stations and one local cable channel, 57 radio stations, eight daily newspapers and more than a dozen non-daily publications, and more than 100 digital services. CMG currently operates in more than 30 media markets and reaches approximately 52 million Americans weekly, including more than 32 million TV viewers, more than 4 million print and online newspaper readers, and 14 million radio listeners. Cox offers and provides a top tier benefits package including health and dental, PTO, and 401(k) matching. We also offer a variety of employee training & development opportunities. We are looking to hire individuals who will help us accomplish our goals with Speed, Passion and Courage. Cox Media Group is an Equal Opportunity Employer; Minorities/Veterans/Women/Disabled. OrganizationCox Media Group Primary LocationUS-TX-Austin-500 San Marcos St Employee StatusRegular Job LevelIndividual Contributor ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
Big Data Engineer,"DescriptionLooking for a rock star Big Data Expert! Do you love manipulating large data sets in Hadoop? Are you an expert programmer in Java with experience transforming metrics using Hive, Python, Spark, and other tools? Do you know the difference between OLAP RDMS and HDFS and how to use both? If your answers are â€œYes!â€ù we want to talk to you! Description: We are looking for a Software Engineer with Business Intelligence experience to join our Data Services team at Cox Automotive. The Software Engineer will work with their associated delivery teams to solution projects using Java, Python, SQL, and internal tools on Hadoop and Netezza. As a full functioning scrum team member, you will be responsible for a variety of tasks needed to get the work completed including analysis, design, programming, and testing. Specific Responsibilities include, but are not limited to: â€¢ Gather and process raw, structured, semi-structured, and unstructured data at scale, including writing scripts, developing programmatic interfaces against web APIs, scraping web pages, processing twitter feeds, etc. â€¢ Design, review, implement and optimize data transformation processes in the Hadoop (primary) utilizing Java, Python, Scala, and/or Hive â€¢ Design, review, implement and optimize data transformation processes in Oracle and Netezza utilizing ETL/Informatica â€¢ Analyze data needs and recommend data models or changes to data models while supporting reporting â€¢ Ability to turn data into metrics and reporting through visualization tools â€¢ Create solutions for data movement or transformation utilizing Java, Python, Scala, and/or Hive â€¢ Test and prototype new data integration tools, techniques and methodologies â€¢ Active participant in the working of all assigned tasks/projects with the ability to multi-task between projects and assignments easily â€¢ Practice active ownership in their assigned pieces of functionality and ensure successful on time quality completion and maintenance â€¢ Respond quickly and effectively to production issues and taking responsibility for seeing those issues through to resolution â€¢ Proactively communicate project status to program team and delivery team â€¢ Mentor less experienced team members â€¢ Ability to collaborate with other development teams â€¢ Expected to present project replays and relevant external learnings to local team in the form of Knowledge Transfer sessions â€¢ Stay current with changes in the technical area of expertise by being actively engaged in both internal and external learning opportunities to provide better solutioning QualificationsQualifications â€¢ Bachelorâ€™s degree in Computer Science, Information Services, Mathematics, Statistics, or other applicable area from a four-year university or equivalent industry experience â€¢ 5+ years maintaining and developing software in a large scale data or web application environment like Oracle and Netezza â€¢ 2+ years in business intelligence including big data and a more advanced understanding of EDW concepts of warehousing, data movement, and data transformation â€¢ 3-5 years developing for Hadoop environment (including data transformations) â€¢ 1+ years in Agile methodology â€¢ Expert knowledge in SQL â€¢ Good knowledge of object oriented analysis, design, and programming in Java or Python â€¢ Solid understanding of software engineering basics including data and architecture in areas like Site Activity â€¢ High performer with the ability to demonstrate their higher-level technical experience on a daily basis Preferred Qualifications â€¢ Cloudera Hadoop â€¢ Hive â€¢ Pig â€¢ SOLR â€¢ MicroStrategy SDK and report development â€¢ AWS â€¢ Redshift â€¢ Cloud technologies â€¢ Platfora â€¢ Datameer COX-89 OrganizationCox Automotive Primary LocationUS-GA-Atlanta-3003 Summit Blvd Employee StatusRegular Job LevelIndividual Contributor ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
Payments Level 2 Support Lead,"Description Identify, define, manage, monitor and report on the services and service level required to support and deliver the Order to Cash level 2 support Identify the objectives for Level 2 support and their supporting infrastructure; agree on performance measures and as appropriate, targets; manage, monitor and report on the Level 2 Support performance. Manage any personnel issues as they arise in conjunction with HR colleagues or vendors as necessary Provide exemplary leadership, management and motivation of the level 2 team and any contractor / supplier staff promoting professional development opportunities where possible Ensure the staff is appropriately skilled and trained to deliver excellent technical support and customer service Ensure a high level of technical knowledge within team members as evidence through turnaround time of issues and ability of team members to think independently as needed Manage the level 2 staffing levels and task allocation to ensure adequate coverage for operating workloads Take ownership and point on escalated issues Ensure relevant Service Level Agreements (SLAs) are in place, managed, monitored and reported Coordinate the identification and resolution of service incidents and problems and where required escalate and coordinate resolution with other IT support teams Identify and manage service improvement opportunities Ensure continuous service improvement is embedded in the culture Qualifications Bachelor's degree 8+ years of IT support and service experience 5+ years of people management experience (20+ FTE's) and demonstrated leadership skills 3+ years of success with respect to managing (16 / 5) level 2 support environment delivering excellent technical customer service Knowledge of Oracle Order Management and Accounts Receivable Modules Formal Training and experience in a recognized Service Delivery model (ITIL) Demonstrated ability to lead and to effectively communicate with staff at all levels including a proven ability to communicate with technical and non-technical staff across multiple disciplines Demonstrated ability to meet deadlines without compromising close attention to detail and accuracy Highly developed written and verbal communication skills Well-developed problem solving skills OrganizationCox Automotive Primary LocationUS-GA-Atlanta-7000 Central Pkwy NE Employee StatusRegular Job LevelTeam Leader ShiftDay Job-team will support 2 shift TravelYes, 5 % of the Time ScheduleFull-time Unposting DateOngoing"
Procure to Pay Level 2 Support Lead,"Description Identify, define, manage, monitor and report on the services and service level required to support and deliver the Order to Cash level 2 support Identify the objectives for Level 2 support and their supporting infrastructure; agree on performance measures and as appropriate, targets; manage, monitor and report on the Level 2 Support performance. Manage any personnel issues as they arise in conjunction with HR colleagues or vendors as necessary Provide exemplary leadership, management and motivation of the level 2 team and any contractor / supplier staff promoting professional development opportunities where possible Ensure the staff is appropriately skilled and trained to deliver excellent technical support and customer service Ensure a high level of technical knowledge within team members as evidence through turnaround time of issues and ability of team members to think independently as needed Manage the level 2 staffing levels and task allocation to ensure adequate coverage for operating workloads Take ownership and point on escalated issues Ensure relevant Service Level Agreements (SLAs) are in place, managed, monitored and reported Coordinate the identification and resolution of service incidents and problems and where required escalate and coordinate resolution with other IT support teams Identify and manage service improvement opportunities Ensure continuous service improvement is embedded in the culture Qualifications Bachelor's degree 8+ years of IT support and service experience 5+ years of people management experience and demonstrated leadership skills 3+ years of success with respect to managing level 2 support environment delivering excellent technical customer service Knowledge of Purchase Order and Accounts Payables Modules Formal Training and experience in a recognized Service Delivery model (ITIL) Demonstrated ability to lead and to effectively communicate with staff at all levels including a proven ability to communicate with technical and non-technical staff across multiple disciplines Demonstrated ability to meet deadlines without compromising close attention to detail and accuracy Highly developed written and verbal communication skills Well-developed problem solving skills OrganizationCox Automotive Primary LocationUS-GA-Atlanta-7000 Central Pkwy NE Employee StatusRegular Job LevelTeam Leader ShiftDay Job- TravelYes, 5 % of the Time ScheduleFull-time Unposting DateOngoing"
Order Management Level 2 Support Lead,"Description Identify, define, manage, monitor and report on the services and service level required to support and deliver the Order to Cash level 2 support Identify the objectives for Level 2 support and their supporting infrastructure; agree on performance measures and as appropriate, targets; manage, monitor and report on the Level 2 Support performance. Manage any personnel issues as they arise in conjunction with HR colleagues or vendors as necessary Provide exemplary leadership, management and motivation of the level 2 team and any contractor / supplier staff promoting professional development opportunities where possible Ensure the staff is appropriately skilled and trained to deliver excellent technical support and customer service Ensure a high level of technical knowledge within team members as evidence through turnaround time of issues and ability of team members to think independently as needed Manage the level 2 staffing levels and task allocation to ensure adequate coverage for operating workloads Take ownership and point on escalated issues Ensure relevant Service Level Agreements (SLAs) are in place, managed, monitored and reported Coordinate the identification and resolution of service incidents and problems and where required escalate and coordinate resolution with other IT support teams Identify and manage service improvement opportunities Ensure continuous service improvement is embedded in the culture Qualifications Bachelor's degree 8+ years of IT support and service experience 5+ years of people management experience (20+ FTE's) and demonstrated leadership skills 3+ years of success with respect to managing (16 / 5) level 2 support environment delivering excellent technical customer service Knowledge of Oracle Order Management Modules Formal Training and experience in a recognized Service Delivery model (ITIL) Demonstrated ability to lead and to effectively communicate with staff at all levels including a proven ability to communicate with technical and non-technical staff across multiple disciplines Demonstrated ability to meet deadlines without compromising close attention to detail and accuracy Highly developed written and verbal communication skills Well-developed problem solving skills OrganizationCox Automotive Primary LocationUS-GA-Atlanta-7000 Central Pkwy NE Employee StatusRegular Job LevelTeam Leader ShiftDay Job-team supports 2 shifts TravelYes, 5 % of the Time ScheduleFull-time Unposting DateOngoing"
"Lead, Enterprise Data Cloud Services Architect","Description Are you a technology leader who is known for pioneering the cloud frontier? Do you feel that infrastructure as code is the new normal and that automation is a way of life? Do you thrive in a fast-paced, data-driven culture? Are you excited about being responsible for creating and maintaining an environment that empowers business value through analytics-fueled products? Are you ready to drive the cloud strategy for an enterprise services team from the ground floor? If your answers are â€œYes!â€ù, then this position is for you! GENERAL DESCRIPTION: The Lead, Enterprise Data Cloud Services Architect is accountable for the direction, performance, and ongoing health of Cox Automotiveâ€™s on premise and cloud enterprise big data solutions. The Lead, Enterprise Data Cloud Services Architect coordinates the efforts of several direct reports and collaborates with Enterprise Technology Services teams to provision environments for various Technology and Business stakeholders. The Lead, Enterprise Data Cloud Services Architect leads a team that extends automation frameworks for cloud Big Data deployments. The role defines turnkey systems deployment solutions to enable rapid development and deployment of Enterprise Data solutions across the enterprise. The Lead, Enterprise Data Cloud Services Architect ensures systems security and establishes entitlements that encourage collaboration while ensuring key data assets are secure and safe. The Lead, Enterprise Data Cloud Services Architect manages storage allocations across various on-premise and cloud solutions and enables infrastructure cost transparency to various customer groups. The Lead, Enterprise Data Cloud Services Architect stays abreast of changes in the cloud ecosystem and helps to align cloud product offerings with use cases in an order to simplify project design and solutioning efforts. The Lead, Enterprise Data Cloud Services Architect ensures a proper disaster recovery strategy is defined and adhered to in order to preserve critical data assets and infrastructure. SPECIFIC RESPONSIBLITIES: Lead a team of Architects and Operations Engineers: Create automation capabilities for infrastructure and code to enable self-service, rapid deployment environments Document, build and maintain infrastructure templates for commonly leveraged platforms; collaborate with development teams to generate and evolve infrastructure as necessary Migrate Big Data solutions into a cloud environment to decrease cost and overhead while increasing scalability, flexibility and resiliency Integrate cloud systems with monitoring tools, processes and procedures Provide automated services for identifying and decommissioning unused infrastructure Define environments and processes required to support the full software development lifecycle inside virtual environments Manage cloud service commitments and usage limits; Provide transparency into billing and utilization reporting Create & manage storage policies and entitlements; Define and manage data synchronicity among cloud environments and on premise big data storage platforms Define & enforce security policies for cloud data; provide access and usage auditing capabilities Define patterns by aligning cloud service offerings with technical use cases; Prototype new services and features as they become available Collaborate with enterprise architects to integrate on-premise and cloud data environments Coach and mentor employees in all aspects of operations, engineering and career development Establish technology standards and ensure compliance Assist with recruitment and retention efforts to maintain effective talent for the team Implement and manage change within the team and across the organization Maintain broad strategic knowledge of the organization, initiatives, applications, systems, etc Qualifications 5+ years of IT delivery experience in the full development life cycle of a data system or product in a production environment 3+ yearsâ€™ experience leading support efforts for cloud services (AWS preferred) 3+ yearsâ€™ experience as a Technical Lead on a large-scale business intelligence, data warehouse, or data-driven product platform 3+ yearsâ€™ experience with designing high volume, high performance ETL/ELT processing Experience in the following areas: Agile development methodologies High-volume public facing web applications Scalable, robust, interrelated, fault tolerant systems Previous hands-on coding expertise Strong leadership and people management skills including demonstrated ability to coach and mentor employees Strong executive presence in a technical, data-driven organization Proven ability to work with the business and IT professionals in a dynamic, fast-paced start up environment Strong leadership skills and the ability to passionately create a shared vision for the delivery organization Ability to rapidly adapt to changing environments and technology Excellent problem solving and prioritization skills with strong attention to detail Excellent written and oral communication skills QUALIFICATIONS (DESIRED): Experience in the Automotive Industry Experience with Hadoop distributions (Cloudera, HortonWorks, BigInsights, etc) Experience with Amazon Web Services (AWS), including Elastic MapReduce (EMR), RedShift, Relational Database Service (RDS) REQUIRED EDUCATION: Bachelors or Masters degree in CS, Business, Economics, MIS/IT or Engineering required, advanced degree preferred OrganizationCox Automotive Primary LocationUS-GA-Atlanta-2002 Summit Blvd Employee StatusRegular Job LevelIndividual Contributor ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
Agile Lead,"DescriptionThe Agile Lead is responsible for leading agile software development project activities and seeing that they are executed at the highest level of quality, resulting in a successful implementation for the business. The Agile Lead must be able to balance the effort required to remain within the bounds of the schedule and budget of the project while also servicing the needs of the Product Owner and the Development Team. The Agile Lead should possess an integration of inter-personal, servant leadership, managerial, technical and specialized skill sets. Responsibilities: â€¢ Provide the highest level of support to the team using a servant leadership style and leading by example. â€¢ Guide the Development Team on how to get the most from self organization. â€¢ Facilitate discussion, decision making, and conflict resolution within the team. â€¢ Remove impediments, or guide the Development Team to remove impediments, through communication and transparency of impediments. o Removing impediments that may be blocking the ability of the team to deliver the project goals and deliverables â€¢ Support and educate the Product Owner, especially with respect to grooming and maintaining the product backlog. â€¢ Facilitating daily standups, sprint planning, retrospectives and product demos â€¢ Mentoring and coaching the team in agile & scrum best practices as well as driving these to the overall organization â€¢ Anticipating risks, dependencies and managing them proactively â€¢ Analyzing risks reporting issues, delays in regular status meetings â€¢ Continuous learning and refining Agile practices and team efficiencies â€¢ Must be able to lead and demonstrate value-add principles to the team â€¢ Ensure that Agile/Scrum concepts and principles are adhered to. Qualifications Required Qualifications: â€¢ Experience working in a Scrum Master role â€¢ Knowledgeable of the Agile methodology and successful Agile techniques like User Stories, TDD, Servant Leadership, Sprint planning, backlog grooming, Continuous Integration, etc. â€¢ Understand incremental delivery and the value of metrics â€¢ Understand backlog tracking, burn down metrics, velocity, and task definition â€¢ Experience using agile tools like Version One to manage scrum teams and project activities â€¢ Experience and knowledge of Kanban â€¢ Ability to work with diverse teams â€¢ Excellent oral and written skills â€¢ Facilitation capabilities â€¢ SCRUM Master Certification is a plus â€¢ Experience with business support software applications such as MS Office (Word, PowerPoint, Excel, Project, Visio, and Access) COX-129 OrganizationCox Automotive Primary LocationUS-CA-Irvine-195 Technology Dr Employee StatusRegular Job LevelIndividual Contributor ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
Senior Developer (Backend),"Description The Senior Software Engineer is responsible for the creation and maintenance of web and mobile based software applications as required, to support the program goals at Manheim. The successful candidate must be able to work effectively in a fast-paced environment. This role requires the ability to work with little direct supervision on multiple projects concurrently. Additionally, the Senior Engineer must be willing and able to coordinate the work of junior staff as well as lead the engineering team. Superior communication skills, the ability to work across the organization, excellent analytical skills, a professional demeanor and the ability to participate in an Agile team environment are keys to this position. Senior Engineers are responsible for the analysis, estimation, design, implementation, deployment, management and daily operations of the technology infrastructure. They are also tasked with driving and implementing operational improvements through optimization of system performance, automation and judicious use of technology. Technology architecture strength and operational rigor are capabilities needed to successfully execute this position. The successful candidate we seek must have a demonstrable track record of achieving success in a dynamic, fast-paced start up environment. Superior communication skills, the ability to work across the organization, excellent analytical skills, a professional demeanor and the ability to participate in a team environment are keys to this position. Strong experience in multiple Object Oriented programming languages is a must, like Java and Ruby. Responsibilities (including but not limited to): A committed employee who works towards the success of the Team. Completing assignments in a timely manner and helping/leading other team members. â€¢ Ability to standup prototype applications â€¢ Adding new features to our auction software â€¢ Work in a team environment applying both Agile methodologies SCRUM and Extreme Programming (XP). â€¢ Ensuring our Agile team philosophy is followed and promoted, strong relationship building with the QA, BA, and Business Owners is central to this role â€¢ Thrive to understand our industry to become a strong partner in the team, and a better consultant to our business owners â€¢ Ability to lead the engineering team â€¢ Ability to mentor more junior engineers as well as other team members in our QA roles â€¢ Work with our Quality Assurance, Release Engineering, and Site Operations teams to get our releases into production â€¢ Assist in production support and oncall duty as needed â€¢ Providing recommendations on tools to monitor and support all environments and implement as necessary â€¢ Making process and systems improvement recommendations to assist the business in achieving its goals and objectives, leveraging best practices and professional experiences â€¢ Collaborating closely with and assisting Site Operation and Quality Assurance teams when required to ensure timely delivery of new systems, enhancements and bug fixes â€¢ Takes ownership in projects and suggests revising, repairing or expanding existing programs to increase operating efficiency. â€¢ Develop and maintain unit tests for software components in development â€¢ Maintain and develop expert knowledge of industry best practices QualificationsQualifications: â€¢ Bachelorâ€™s degree in Computer Science or related field or equivalent work experience â€¢ 5-15 years development experience in several Object Oriented languages like Java and Ruby â€¢ 3+ years in managing software applications including web based â€¢ 3+ yearsâ€™ experience working in large scale high performance web environments â€¢ Strong leadership qualities with a proven track record â€¢ Strong data analysis and basic statistics skills. â€¢ Strong knowledge of web application frameworks and patterns (Struts, Spring, Rails, JSF, MVC) â€¢ Experience writing SQL queries and strong knowledge of relational database structures â€¢ Experience writing AJAX modules and working knowledge of JavaScript frameworks like AngularJS â€¢ Ability to successfully resolve stressful production issues â€¢ Application build tools experience like Ant, Maven, and Rake â€¢ Familiarity with Continuous Integration tools like Cruisecontrol, Hudson, or Jenkins â€¢ Excellent code level unit testing skills â€¢ Automated test designs â€¢ Strong experience with repository tools like Subversion or Git â€¢ Experience using Application Servers â€¢ Excellent communication skills â€¢ Excellent problem solving skills with strong attention to detail â€¢ Strong knowledge of Internet/Web technologies and languages including JavaScript, CSS and HTML â€¢ User Interface (UI) development experience â€¢ Exceptional problem solving skills Qualifications (Preferred): â€¢ Expert knowledge of object-oriented programming techniques â€¢ Multithreaded application development â€¢ Mobile development including Objective C for the iOS Apple platform â€¢ SOA experience with strong familiarity with SOAP, REST, JMS.. â€¢ Familiarity with NoSQL â€¢ Experience with one or more agile development methodologies, like SCRUM or XP â€¢ Unix admin knowledge Cox Automotive is a leader in vehicle remarketing services, digital marketing and software solutions for automotive dealers, manufacturers and consumers. Cox Automotive includes AutoTrader.com, Kelley Blue Book, Manheim and a host of other global businesses and brands. Headquartered in Atlanta, Cox Automotive employs nearly 24,000 employees in over 150 locations worldwide. We partner with more than 40,000 dealers and touch more than 67 percent of all car buyers in the U.S. with the most recognized brands in the industry. We unite more than 20 brands in this space, providing an end-to-end solution to transform the way the world buys, sells and owns cars. OrganizationCox Automotive Primary LocationUS-GA-Atlanta-6325 Peachtree Dunwoody Rd NE Employee StatusRegular Job LevelIndividual Contributor ShiftDay Job- TravelNo ScheduleFull-time Unposting DateOngoing"
