"jobs_title","jobs_requirement"
"Associate Director, Network & Firewall","Job Description
Manages the Network Infrastructure for Singtel Internal IT.
To lead, drive, motivate and set direction of Network infrastructure Services to achieve excellent services for both internal and external customer.
Key Responsibilities includes:
Provide Network infrastructure support to Singtel Group. The current scope of work includes:
Network Administration Support – including support of our main / satellite sites plus network support to various Singtel office building & Exchanges
Firewall Administration Support
Load Balancer Administration & Support
VPN Administration & Support
Support multi vendors, multi platforms, multi systems which is unique to the company.
To undertake overall responsibility in capacity planning, evaluation and procurement of hardware as well as network performance monitoring and tuning.
To liaise with the rest of the operations team to contribute to root cause analysis
To ensure continuous process improvement and service level standard to achieve optimal efficiency, increase productivity and meet high customer expectation and satisfaction.
To keep abreast of new technology and recommend the implementation of the “right-fit” technology to increase the productivity and service standards of line departments.
Drive Network & Firewall Remediation. Align the Network & Firewall Remediation plan with the Infrastructure Technology Towers. This covers end-to-end services from planning, design, sourcing, delivery & implementation.
Support Network / Firewall & Load Balancer Project Delivery with focus on the following:
Resource Management – to ensure that there are sufficient resources / skillset to support the project needs
Costing – to provide costing to Project Delivery, both for manpower & equipment cost
Implementation – to make sure quality work are delivered during implementation phase
Transition – to ensure project smooth transition into Operation.
Network Strategy – work closely with the Infrastructure Technology office (ITO) to align Network / Firewall & Load Balancer strategy for the group
Perform Network Infrastructure Lifecycle Management
Support AOP initiative and manage the OPEX stretch defined for the Group
Job Requirements
IT/Engineering related Degree/Diploma or equivalent
15 years in operating network / security in a big enterprise (>1000 staff) with multi locations.
TCP/IP, IPv4, IPv6, Cisco Routers, Switches, Wireless Access Points. L2 and L3 VPN, VLAN, VPLS, MPLS interworking OSPF, EIGRP, IGRP, RIP, BGP, IPSec, GRE/L2TP tunnel, NAT, DNS
People Management Skill
Communication Skill
Presentation Skill
ITIL Processes
Vendor Management
Good understanding of the business and how IT can support drive key business initiatives"
"IT Analyst, HR Systems - Direct Contract","Responsibilities
Together with IT HR Systems team, drive and establish a technology landscape roadmap with the objective to bring more value and efficiency to our solutions.
Partnering with IT management and business stakeholders in understanding business issues and translating business needs into a technology solution
Working with various Domain/Solution Architects and other Architecture and Design Managers to document SAP and non-SAP Technical Design Standards and Processes.
Establish regular meetings with stakeholders to build up trust, increase collaboration, and IT presence in the eyes of the stakeholders.
Provide consultation to business to mature business ideas, or provide expert recommendations to stimulate business needs.
Deliver projects with clearly defined and measurable benefits to the business. Deliver projects on time, in scope, and within budget.
Manage customers’ expectations of requests/enhancements against all in the pipeline. Able to work with vendors and other IT stakeholders to prioritize needs.
Gaining and retaining detailed technical knowledge of the portfolio of systems
Ensuring vendor specifications comply with the technical requirements of the design.
Ownership within multiple independent projects simultaneously.
Ability to challenge user requirements to ensure that appropriate IT due diligence is placed on requirements as opposed to delivering unreasonable or unnecessary functionality.
Cost effective justification of designs.
Knowledge in various COTS technologies and applications that integrates with SAP.
Work with a truly global team where most communication is done via VC or teleconferences.
Requirements
A recognized Degree in Computer Science, Computer Engineering or Information Technology or other related discipline
Project management skills, preferably PMP trained
HR / Payroll programming experience including experience implementing HCM cloud applications in SuccessFactors
Strong Knowledge of Success Factors Admin Tool, Business Execution (BizX) Talent Modules, Compensation, Employee Central, Performance, On-boarding, etc
At least 3 years of experience in Success Factors Full lifecycle implementations.
At least 3 years of HR business process design and development
PL/SQL and SQL Language
Strong analytical and product management skills required, including a thorough understanding of how to interpret business needs and translate them into application and operation requirements
End to end Requirements Analysis, Design and Development Experience
Excellent interpersonal and organizational skills, ability to handle diverse situations, multiple projects and rapidly changing priorities
Excellent interpersonal skills, in dealing with staff and various multi-discipline groups and teams
Strong analytical skills and good problem solving skills.
Must possess practical project experience in development and deliver effective solution development capabilities.
Good verbal and written communication skills
Demonstrate a willingness to take ownership of solutions
Open Communication: Preparedness to express and share knowledge and views on a continual basis
Emphasise collaboration and the development of win/win partnerships – strong team pla"
"Technical Analyst - Avaya - UC & CC","Join a company dedicated to your career development.
Seeking an FOUR Avaya Technical Analysts for our Managed Services & Delivery team.
'Yes'. A small word that speaks volumes about our attitude as a company. Our vision is to provide outstanding customer experience as we strive to become Australia's most loved and recommended service brand. We're excited about creating a culture that encourages people to achieve their best.
At Optus Business, we're all about providing the best operational, customer and technical service to our Managed Service clients and so we're looking for FOUR Avaya Technical Analysts, with experience in UC & CC environments to join our team.
Based on-site in Kogarah with one of Australia’s largest financial institutions, your primary focus will be delivering high customer advocacy and satisfaction through managing highly complex incidents, service requests, event management, dealing with complex escalations and delivering best in class services. The contact centre Technical Analyst position is a key role within Optus Business accountable for the effective delivery of incident and problem management supporting the managed unified communications and contact centre environment for a flag ship managed service client.
About You
You'll be a technically experienced individual, with a strong customer focus and a substantial and demonstrable amount of Avaya UC & CC experience in Managed Services environments. Your current experience may be across a variety of industry sectors, you'll have a proven record of technical excellence and you will be able to demonstrate a strong history of successfully operating and supporting large contact centre environments.
You will have a successful background and experience in managed service teams within an ICT & Telecommunications environment. You possess excellent customer service, change management and conflict resolution management skills. In addition to this you also have strong verbal & written communications skills and also have the ability to build sustainable relationships with internal and external stakeholders.
Your toolkit and expertise skillset will include the following technologies; Avaya Aura Contact Centre, Avaya Media Server, Avaya CC Elite, Avaya Aura Communications Manager, Avaya Aura Messaging, Avaya Call Recorder, Avaya Workforce Management, Avaya Workforce Optimisation, Avaya Experience Portal, Avaya One X Agent, Avaya CMS and Verint impact 360
If this sounds like you, we look forward to seeing your application. Let’s create some Yes Moments together.
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received.
One last thing, Optus operates a direct sourcing model so no agency introductions, sorry folks."
"Specialist in Infocomm and Digital Media","You will be responsible for performing first level troubleshooting support for problems related to computer hardware/software and application systems in the schools. You will provide advice and assistance to users on the usage of simple functional features of software and hardware peripherals. In addition, you are required to perform basic administrative support, asset management and routine IT housekeeping services. Your objective is to ensure the proper running of IT equipment and systems in the school in order that office staff, teachers, and students activities are not disrupted.
Requirements:
• NITEC / Diploma in an IT-related discipline
• Excellent technical support skills
• Good communication and interpersonal skills
• Good spoken and written English
• Position will be contractual basis of 1-year with possibility of renewal"
"Technical Analyst - Avaya - UC & CC","Join a company dedicated to your career development.
Seeking an FOUR Avaya Technical Analysts for our Managed Services & Delivery team.
'Yes'. A small word that speaks volumes about our attitude as a company. Our vision is to provide outstanding customer experience as we strive to become Australia's most loved and recommended service brand. We're excited about creating a culture that encourages people to achieve their best.
At Optus Business, we're all about providing the best operational, customer and technical service to our Managed Service clients and so we're looking for FOUR Avaya Technical Analysts, with experience in UC & CC environments to join our team.
Based on-site in Kogarah with one of Australia’s largest financial institutions, your primary focus will be delivering high customer advocacy and satisfaction through managing highly complex incidents, service requests, event management, dealing with complex escalations and delivering best in class services. The contact centre Technical Analyst position is a key role within Optus Business accountable for the effective delivery of incident and problem management supporting the managed unified communications and contact centre environment for a flag ship managed service client.
About You
You'll be a technically experienced individual, with a strong customer focus and a substantial and demonstrable amount of Avaya UC & CC experience in Managed Services environments. Your current experience may be across a variety of industry sectors, you'll have a proven record of technical excellence and you will be able to demonstrate a strong history of successfully operating and supporting large contact centre environments.
You will have a successful background and experience in managed service teams within an ICT & Telecommunications environment. You possess excellent customer service, change management and conflict resolution management skills. In addition to this you also have strong verbal & written communications skills and also have the ability to build sustainable relationships with internal and external stakeholders.
Your toolkit and expertise skillset will include the following technologies; Avaya Aura Contact Centre, Avaya Media Server, Avaya CC Elite, Avaya Aura Communications Manager, Avaya Aura Messaging, Avaya Call Recorder, Avaya Workforce Management, Avaya Workforce Optimisation, Avaya Experience Portal, Avaya One X Agent, Avaya CMS and Verint impact 360
If this sounds like you, we look forward to seeing your application. Let’s create some Yes Moments together.
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received.
One last thing, Optus operates a direct sourcing model so no agency introductions, sorry folks."
"Technical Analyst - Avaya - UC & CC","Join a company dedicated to your career development.
Seeking an FOUR Avaya Technical Analysts for our Managed Services & Delivery team.
'Yes'. A small word that speaks volumes about our attitude as a company. Our vision is to provide outstanding customer experience as we strive to become Australia's most loved and recommended service brand. We're excited about creating a culture that encourages people to achieve their best.
At Optus Business, we're all about providing the best operational, customer and technical service to our Managed Service clients and so we're looking for FOUR Avaya Technical Analysts, with experience in UC & CC environments to join our team.
Based on-site in Kogarah with one of Australia’s largest financial institutions, your primary focus will be delivering high customer advocacy and satisfaction through managing highly complex incidents, service requests, event management, dealing with complex escalations and delivering best in class services. The contact centre Technical Analyst position is a key role within Optus Business accountable for the effective delivery of incident and problem management supporting the managed unified communications and contact centre environment for a flag ship managed service client.
About You
You'll be a technically experienced individual, with a strong customer focus and a substantial and demonstrable amount of Avaya UC & CC experience in Managed Services environments. Your current experience may be across a variety of industry sectors, you'll have a proven record of technical excellence and you will be able to demonstrate a strong history of successfully operating and supporting large contact centre environments.
You will have a successful background and experience in managed service teams within an ICT & Telecommunications environment. You possess excellent customer service, change management and conflict resolution management skills. In addition to this you also have strong verbal & written communications skills and also have the ability to build sustainable relationships with internal and external stakeholders.
Your toolkit and expertise skillset will include the following technologies; Avaya Aura Contact Centre, Avaya Media Server, Avaya CC Elite, Avaya Aura Communications Manager, Avaya Aura Messaging, Avaya Call Recorder, Avaya Workforce Management, Avaya Workforce Optimisation, Avaya Experience Portal, Avaya One X Agent, Avaya CMS and Verint impact 360
If this sounds like you, we look forward to seeing your application. Let’s create some Yes Moments together.
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received.
One last thing, Optus operates a direct sourcing model so no agency introductions, sorry folks."
"Technical Manager (Land Transport)","You will be responsible for the full IT and engineering project delivery life-cycle. Responsibilities include contract negotiations, risk management, financial budgeting and cost management, project scheduling and tracking, scope management, resource planning, project reporting and stakeholders management. In addition, you will be required to ensure quality and cost-effective service delivery to the customers as well as managing the technical and service relationships with the customers at various levels.
The broad area of your role covers the following:
Creates development plan, and provides technical direction for the development, design, and systems integration for client engagement from definition phase through implementation.
Communicates effectively with clients to identify needs and technical solutions.
Owns the development lifecycle and is responsible for managing technical risks throughout the project.
Easily recognizes system deficiencies and implements effective solutions.
Resolves and/or escalates issues in a timely fashion.
Delivers engaging, informative, well-organized presentations.
Remains on the forefront of emerging industry practices, and applies significant knowledge of industry trends and developments to improve solution and service to the client.
Builds a knowledge base of each client's business, systems and objectives.
Manages technical resources within budget and project schedule.
Keeps project manager well informed of status of development effort, and serves as liaison between development staff and project manager.
Facilitates team and client meetings effectively.
Holds regular status meetings with the team, and communication sessions to keep staff well-informed of changes within the organization and general corporate news.
Conducts effective performance evaluations and mentors staff through formal and informal channels.
Requirements:
Degree in Electrical & Electronics Engineering / Computer Science / IT with at least 8-10 years of relevant experience as a Technical Lead/ Manager to design and implement large-scale, complex, multi-platform and multi-vendor systems in the IT and engineering domain.
Deep working knowledge & relevant experience in one or more of the following solutions:
- Smart & Safe Cities solutions
- Physical security & access control, biometrics, video surveillance and enforcement solutions, video content analytics, Internet of Things & sensors, sensor network & gateway, smart cities platform & command centre, data analytics
- Defense / Homeland Security C2/C3/C4i solutions, modelling and simulations
- Transport solutions - intelligent transport systems, rail transport solutions
Has good in-depth knowledge and hands-on working experience in delivering full project life-cycle in functional requirements gathering, business analysis, technical design & solutioning, system implementation, change management, testing & commissioning for intelligent transport systems, physical security systems & communication systems
Strong domain knowledge and relevant work experience in land transport projects is a strong advantage.
Strong solution architecture skill with proven track records in leading a technical team to design and deliver large complex end-to-end solutions covering core software solution components, servers, storage, network, telecommunication, IT security and other technical infrastructure required to deploy the solutions in a turn-key or utility model.
Broad knowledge of IT & systems architectural frameworks, industry solutions/systems reference model, methodologies and tools with the ability to successfully apply these knowledge and best practices to structure a solution to meet complex customer requirements
Good understanding and working knowledge on the latest network & IT technologies such as Java Enterprise, J2EE, C#\C++, .NET, NoSQL, DB, GIS, Analytics, IOT, cloud computing, ESB, CEP, sensor/access/data centre network/security with the ability to make good design time trade-off and resultant technology/architecture selection in term of functionality, scalability, reliability, performance, cost.
Has a flair for systems solutioning and writing technical documentation.
Good track record in creating repeatable solutions set through good understanding of customer needs, mining of existing custom solutions deliverables and artifacts and/or new innovations.
Able to see big picture with an eye for details to systematically document all design decisions, impact and resultant system design down to the finest cost impacting details
Able to lead and drive internal and external partners to contribute towards a winning technical proposal and delivery under demanding schedule.
Highly motivated and willing to work in a rapidly evolving, fast paced environment.
Possess good soft skills in problem-analysis, decision-making, articulating presentations, communications and situational negotiations with strong proficiencies in written and spoken English.
Proven record of successful staff management in the area of leadership, resource planning, staff motivation, performance appraisal, professional development and recruitment.
Professional technical certifications (eg. MCSE / CCNA / CCIE, etc) are an advantage.
Class 3 driving license with own vehicle is preferred."
"AX Solution Architect","As an AX Solution Architect, your job responsibilities will include:
Solutions
· Create and Execute the NCS AX solution strategy
· Work closely with the Microsoft AX team, and/or 3rd party add-on vendors to define a solution strategy
· Manage the solutions portfolio in the defined target sectors and industries
o Define the products / solutions for the portfolio
o Create and maintain a roadmap for the product / solutions defined
o Define and high level analyse functional needs for the product / solutions defined
o Follow up on the release plan for the product / solutions defined
· Define, follow up and report on R&D budgets for the elaboration and further development of the solutions
· Ensure excellent collaboration across countries to maximize sharing of resources, capabilities and assets
Presales & Marketing
· Active support in the (pre)sales cycle
o Create and maintain (pre)sales and marketing material (presentations, fact sheets, product sheets)
o Answer to RFI, RFP, RFQ after qualification
o Conduct POC and Perform sales / client demonstration of Microsoft Dynamics AX in one or more of our verticals
o Explain services and Dynamics AX based software/solution value proposition to prospective customers;
o Compare Dynamics AX to those of our competitors’ products
o Provide client guidance during product and services sales cycle
· Responsible for the solution plan during the presales phase
o Confirm scope, ensuring that the documented solution is deliverable
o Create the high level delivery plan
o Make implementation estimates
o Document and agree all estimating assumptions around scope uncertainty by applying risk management techniques during proposal submission
· Ensure consistency is maintained between the solution plan, baseline scope, estimate and the resulting proposal and contract
· Transit the solution plan to the Delivery Lead, ensuring their understanding and agreement on the documented solution
· Evangelize the NCS AX Industry solutions across channels & customer events
· Support the Sales & Marketing organization in the development of public references
· Network with sector organizations (Optional)
Delivery
· Active role as solution architect during the project implementation, ensuring the solution is delivered to the customer within the defined quality and scope
· Deliver input during quality audits
· Perform a Solution Advisory/Solution Architect role in the analysis phase of an AX implementation
· Offer oversight to delivery team throughout the implementation process
People Skills Development
· Identify internal and external training offers, including budgets
· Organize internal knowledge and skills development for all solutions in the portfolio
· Ensure that the complete solution offering is known to the team and across geographies
Requirements:
· Minimum 10 years of proven track record of successful complex ERP (preferably AX) project delivery
· Experience of developing a solution strategy to drive business growth and meet customer needs
· Ability to operate in a highly federated solution building model with experience of facilitation and consensus building
· Capacity to participate in some phases of strategic customer projects
· Ability to lead the application architecture for complex projects that result in the accomplishment of overall business objectives
· Ability to delivery strong messages and ensure compliance
· Outstanding verbal and written communication skills with proven ability to lead discussions with senior executives
· Customer oriented attitude and excellent interpersonal skills
· Demonstrates a high degree of integrity, credibility, and character
· Deep understanding of markets, industries, business, customers, and technology
· Executive-level interpersonal, verbal, written and presentation skills
· Experience in forming and leading virtual teams and collaborating across large, matrixes organizations
· Hands-on experience with multi-phase, multi-country, enterprise-wide AX implementation with focus on presales/business development as well as engagement delivery
· Experience should involve a mix of business and technology consulting across the lifecycle of IT (examples may include assessment and analysis, design, business case development, architecture, envisioning, planning, deployment, benefits analysis, and management)
· Solid understanding of interoperability issues and the strengths and weaknesses of platforms and products
· Experience with AX2012 R2 required, AX2012 R3 preferred"
"Quality Specialist","The Quality Specialist is responsible for improving the service standards in the contact centre.
He/She is to take ownership for improving customer experience through conducting complaint analysis to identify root causes and work with key stakeholders to propose effective solutions to eliminate systemic process/ service issues. He / She will also be required to perform audits on call and email transactions, coaching and other quality initiatives.
​​Responsibilities
Perform audits on call and email transactions with the aim of identifying the drivers for poor quality
Propose and prepare Monthly Quiz questions for Customer Care Officers based on observations from failed audits and complaints.
Prepare reports based on results from Monthly Quiz and highlight key areas of concern.
Coach Customer Care Officers on areas of improvements and areas done well based on CSAT, audits and soft skills
Conduct monthly briefing sessions with Operations to share areas of improvement.
Review Customer Satisfaction Survey verbatim to identify gaps for process improvement.
Develop and lead specific customer engagement initiatives across the contact centre to enhance customer experience
Conduct complaint analysis to identify root cause and work with internal stakeholders to propose effective solutions to eliminate systemic process or service issues.
Requirements
Diploma in any discipline from a recognized tertiary institution
At least 1 year working experience in a customer service or contact centre environment, with at least 1 year working experience in a similar capacity.
Preferably with coaching or mentoring experience.
Proficient in MS Office applications – Word / Excel / Powerpoint
Good presentation skills
Good analytical skills with a flair for identifying trends
Good interpersonal & communication skills
Team player
Able to work under minimal supervision
Good planning & organizational skills
Meticulous with an eye for details
Result oriented
Assertive and firm when delivering feedback"
"Desktop Engineer","Perform troubleshooting for client platform related problems
Respond promptly to incident, investigate & provide temporary &/or permanent resolution of incidents escalated. Provide timely status updates to relevant parties.
Perform service request related to client platforms.
Monitor the agreed service level, document & maintain the configuration of the systems; provide regular reporting to relevant parties.
Involve in client platform implementation/upgrade project.
Requirements:
Min NITEC in IT/ Engineering or any related field
Minimum 1 year relevant experience in providing desktop support
Proficient in Microsoft Windows / Windows XP / Microsoft Office
Experience in providing desktop support to senior management
Position will be on a 1-year contract with possibility of renewal"
"Regional Manager (Satellite Sales)","We are looking for a Regional Manager in Satellite Sales responsible for identifying, developing and managing new and ongoing business opportunities for commercial satellite and networking services in the Asia-Pacific, Middle-East or Africa regions.
Responsibilities
Acting as lead contact for assigned customers, you will be responsible for an assigned sales quota.
Establishing frequent interaction with the respective customer base via ongoing customer visits, written and verbal communication
Identifying and qualifying new customers and new opportunities on an ongoing basis
Developing and implementing sales-driven actions, including a Sales and Revenue Plan, to meet or exceed the sales targets including current and future revenue goals
Providing clear, timely and comprehensive sales proposals and service and product updates to existing and potential customers
Maintaining ongoing knowledge of Singtel services and new product offerings
Providing detailed tracking and status information for each sales opportunity through in-house reporting tools
Identifying and coordinating any technical assistance with appropriate internal departments to facilitate services and maintain ongoing revenues
Minimum Requirements
Bachelor's Degree and at least 3 years of experience in satellite communications or telecommunications sales
Specific experience in selling high-value, high-revenue, complex sales to a wide range of customers from technical representatives to management level.
Proven ability to manage multiple tasks in multiple disciplines
Proven organizational skills and outstanding interpersonal and networking skills
Excellent written and verbal skills
Demonstrated skill in making effective presentations
Willingness and ability to travel.
Candidate must have prior experience in the sale of satellite services such as Satellite transponder leasing and VSAT. Other satellite services such as broadcasting and mobile satellite services (e.g. Inmarsat) would be useful."
"Product Specialist","We are looking for a Product Specialist to be responsible for providing pre-sales support to the sales team in enterprise mobility solution engagement, tenders and management of third-party vendors.
Responsibilities
Providing pre-sales support to the sales team in enterprise mobility solution engagement - consulting, identification of pain-points, generation of needs, and engineer solutions on end-to-end basis to meet end requirements. Portfolios of solutions would include Enterprise Managed Mobility, Mobile Security, Enterprise Apps, and Managed Services
Stitching solutions that may require customization and integration effort to address specific customer/segment needs
Responding to Tenders/RFPs with technical solutions which include commercials and pricing escalations.
Conducting presentations to customers on the solutions offered and performing technical clarifications in seminar or on closed group basis
Escalating pre-sales technical issues to internal stakeholders, equipment principals or 3rd party vendors
Creating demand and assisting in driving adoption of new services on proactively
Collating customers’ feedbacks/requirements for product management team to improve the services offered
Requirements
Degree in Information Technology/Telecommunications/Electronics Engineering/Computer Science.
At least 3 years of relevant experience in Telco, SI, IT or ICT solution companies
Possess good communication and inter-personal skills with ability to work in multi-cultural environment
Strong ICT skills to conduct mobility solution selling
May be required to travel from time to time"
"Solution Designer","Join a company dedicated to your career development.
At Optus our vision is to continue to lead Australia in an outstanding customer experience and we believe our people are at the heart of this. We are passionate about creating a climate that encourages our people to achieve their best – personally and professionally!
Program Spring is a major transformation program that covers 3 Business Units - Group Consumer, Group Enterprise and Group DL and across 2 countries. In support of this program we have an opportunity for an experienced Solution Designer on a 12 month Fixed Term position.
This opportunity reports into the BCC Migration Lead and will be responsible for the design/development and implementation of the BSS Migration solution within Program Spring, ensuring their end-to-end operability in accordance with SingTel/Optus IT’s strategic standards with essential quality in place via proper deliverables, review & acceptance testing.
The primary focus in this Solution Designer (SD) is to take business requirements and architecture designs, and translate them into cost effective technical, functional, and operational design specifications (with cost and schedule associated) and work/negotiate with Vendor to deliver the solutions all the way through into post go-live. And, for any Vendor delivered solutions, the SD has to ensure that these deliverables are flexible, extensible and meets functionality, operational and scalability requirements.
Other key skills and systems experience –
Single iew, GSMIS, Arbor, SMART
Ensure high quality vendor design deliverables
Bridge the gap between Business and vendor
Management of ESM migration
Ensure non-functional, infrastructure and information security requirements are met in the migration and cutover solution.
Optus offers a working experience like none other at our Macquarie Park Campus, including on-site gym, childcare, eateries, bars, coffee shops and a lot more. We have a variety of benefits including discounts on Optus products and services, salary packaging, sustainable transport options, career development tools and lifestyle benefits. For more information on what Optus can offer you, please visit optus.com.au/careers and click on ""Working at Optus"".
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received.
One last thing, Optus operates a direct sourcing model so no agency introductions, sorry folks."
"Technical Specialist","Join a company dedicated to your career development.
'Yes'. A small word that speaks volumes about our attitude as a company. Our vision is to provide outstanding customer experience as we strive to become Australia's most loved and recommended service brand. We're excited about creating a culture that encourages people to achieve their best.
This is an exciting opportunity for a Technical Specialist to join the Optus Fixed Networks Engineering team in Macquarie Park. Reporting to the Associate Director, Consumer, Fixed Network Engineering, some of your responsibilities will include:
Engineering of the HFC service platforms (cable telephony, cable broadband and cable TV) in HFC exchanges and hubs
Managing HFC network capacity and performance
Planning and engineering network upgrades for broadband traffic growth
Completing network preventive maintenance and targeted maintenance processes
Monitoring network and service platform performance.
The role requires a candidate with in-depth understanding of HFC network and technologies.The suitable candidate will possess communication and inter-personal skills and the ability to plan and manage his or her work to competing deadlines. Essential to this role is the ability to develop and maintain relationships with key internal customers and vendors.
Optus offers a working experience like none other at our Macquarie Park Campus, including on-site gym, childcare, eateries, bars, coffee shops and more. We have a variety of benefits including discounts on Optus products and services, salary packaging, sustainable transport options, career development tools and lifestyle benefits. For more information on what Optus can offer you, please visit optus.com.au/careers and click on ""Working at Optus"".
Apply now if interested!
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received.
One last thing, Optus operates a direct sourcing model so no agency introductions, sorry folks."
"Billing Assistant","Realise your full potential with Asia's leading communications group. While we take pride in our 130-year heritage, our philosophy is to always look forward and evolve. Today, we are a leader in cutting-edge ICT innovation and digital advances, powered by a vast network of offices in countries and territories across Asia Pacific, the Middle East, Europe and the USA. Come be a part of our dynamic organisation as we create the infocomms landscape of the future.
Responsibilities
Handle Usage Rejections in the Billing Systems.
Ensure SLAs are met and bills are send out timely and accurately.
Investigate root cause of problems in rejections and work cross-functionally with the relevant parties (customer care, order taker, product manager, IT, network) to rectify the issues/problems.
Collate statistics for reporting
Ensure compliance of ISO KPIs and procedures.
Perform any other duties assigned by the Manager
Requirements
‘A’ level qualification is preferred. Fresh diploma graduates are welcome.
Have an eye for details.
Proficient in Microsoft Office software applications like Word, Excel and Powerpoint.
A proactive and resourceful self-starter with the ability to work independently, as well as in a team
Must be meticulous and analytical
Good command of English and able to write well
Have initiative, good interpersonal and communication skills
Has a sense of urgency and able to multitask and work under pressure
Keen to learn and enjoy working in a dynamic environment.
Let’s shape a better world through technology. Join us to lead the change.
Note to Recruitment Agencies
In sourcing for candidates for particular roles, the Singtel Group works only with a panel of selected recruitment agencies expressly engaged under written agreements. Even then, these agencies are only activated from time to time for specific recruitment exercises for particular roles under instructions expressly issued by a member of the Singtel Talent Acquisition team.
Except under such circumstances, no agency shall source or attempt to source any candidates for the Singtel Group. The Singtel Group will not pay nor be obliged or liable to pay any recruitment fees of any kind whatsoever to any agency where candidate CVs are submitted to the Singtel Group by such agency on an unsolicited or speculative basis.
The Singtel Group reserves all rights to directly contact any candidate to which such CVs relate without any obligation or liability whatsoever to the agency concerned (including without limitation any obligation or liability to pay any recruitment fees of any kind)."
"Technical Specialist","Seeking a Cisco Technical Specialist for our Managed Services & Delivery team.
'Yes'. A small word that speaks volumes about our attitude as a company. Our vision is to provide outstanding customer experience as we strive to become Australia's most loved and recommended service brand. We're excited about creating a culture that encourages people to achieve their best. At Optus Business, we're ALL about providing the best operational, customer and technical service to our Managed Service clients and so we're looking for top talent to join our team.
Optus was born out of the need to give customers choice and to be the customer champion. Optus is making unprecedented investment in fundamentally transforming the client experience….we are now on the hunt for our new Cisco Technical Specialist who will take our customers on that journey.
The contact centre Technical Specialist position is a key role within Optus Business accountable for the effective delivery of incident and problem management supporting the managed unified communications and contact centre environment and managing engineering services across the portfolio of telephony projects. Your toolkit and expertise skillset will include the following technologies; Cisco UCCE, PCCE, UCCX, CVP | Outbound Dialler, SIP Proxy (CUSP) & Campaign Manager | Verint WFM/WFO, Analytics, Call Recording | NICE WFM/WFO, Analytics, Call Recording | CUIC, CUIS & SQL | Web Chat, EIM & WIM | Cisco Unified Communications Manager | Cisco CUBE/SBC | ICM Scripting.
Based at the Optus Campus in Sydney, your primary focus will be delivering high customer advocacy and satisfaction through managing highly complex incidents, dealing with complex escalations and developing appropriate initiatives to transform the support team to deliver best in class services. You'll be a technically experienced individual, with a strong customer focus and a substantial and demonstrable amount of Cisco experience in Managed Services environments. Your current experience may be across a variety of industry sectors, you'll have a proven record of solution implementation upgrades and support and you will be able to demonstrate a strong history of successfully designing, implementing, operating and supporting large contact centre environments.
About You
You will have a successful background and experience working in operational support teams delivering managed services within an ICT & Telecommunications environment as well as working in an implementation team deploying innovative solutions for customers at an ICT integrator. You possess excellent customer service, project management, change management and conflict resolution management skills. In addition to this you also have strong verbal & written communications skills and also have the ability to build sustainable relationships with internal and external stakeholders.
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received."
"Retail Consultant | Rundle Mall","Join a company dedicated to your career development.
Join the revolution.
Optus. One little word with one big story. People are changing, business is changing, the way we do things, it's changing too. We're listening.
Innovation is at the forefront. Customer experience is the focus. Technology is the passion.
You’re a listener and relationship builder, no task is too great for you. A problem solver and innovator, you think outside the box to ensure you deliver and achieve. You’re flexible and adaptable. Fast paced environments and challenging goals excite and entice.
Bring your sales expertise, your customer focus and your can do attitude to a team environment built to succeed.
Optus Retail are looking for a part time retail consultant to join the team.
Flexible to work weekdays and weekends across a rotating roster
You’re tech savvy and have an interest in telecommunications
Have had experience working towards KPIs and targets
Have a passion for people and customer service
Flexible to work across other stores
Do you have what it takes? Apply NOW!
Optus encourages applications from men and women of all ages, including different cultures, people with disability, sexual orientation, family and caring responsibilities and indigenous Australians.
Heads Up!!
Due to the fast paced nature of the Optus business, our vacancy close dates may be subject to change. Don’t dilly dally and make sure you apply as soon as possible. We will assess applications as they are received.
One last thing, Optus operates a direct sourcing model so no agency introductions, sorry folks."
