title,requirement
.Net Architect,
Cognos Admin,
Cognos Lead,
L2 Linux Lead,
Proposal Manager - Sales Operations Analyst,"Proposal Manager - Sales Operations Analyst All times are in Eastern Daylight Time. Resource Request ID 2016-164611 Country - State/Province - City IN-KA-Bangalore Posted Date 3/16/2016 Category Sales & Sales Support More information about this job: Overview: At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our companyâ€™s growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. The Proposal Development Center within NTT DATA currently seeks a â€œProposal Managerâ€ù to join our team in â€œBangaloreâ€ù. Position Functions or Responsibilities: Lead proposals from the bid decision through award. Receives assignments from Associate Director and works closely and collaboratively with other Proposal Manager(s) and Editor/Writers. Mentors junior proposal team members and supports training activities Leads efforts responding to RFPs, RFQs, RFIs and follow-on requirements from clients. This includes analyzing the RF(x) requirements, developing a compliant response template, coordinating the proposal schedule, owning desktop publishing, and managing the proposal repository. Must have proficient-level desktop publishing skills with Microsoft Word and experience with Adobe Acrobat, Microsoft PowerPoint, and Microsoft SharePoint. Must have the confidence and drive to work independently and the interpersonal skills to work with multiple, extended, international teams. Is responsible for the proposal documents and ensures best practices are adhered to. Maintains version control of all proposal documents through use of software tools and frequent, consistent, clear communication with proposal teams. Assures document is in compliance with RFP as well as with internal style/template guidelines. Serves as desktop publisher throughout the proposal development cycle. Also supports copyediting and quality assurance for proposal documents. Leads or coordinates all proposal-related electronic and in-person meetings to include notifications, participant tracking, equipment, taking notes, updating assignments, and distributing meeting notes. Coordinates and tracks proposal team interaction and participation on applicable proposal sections to include proposal graphics. Supports creation of proposal sections (past performance, resumes, standard reports) by gathering information from subject matter experts, potential candidates, and repositories. Completes intitial tailoring of information to meet specific requirements and creates a first draft. Coordinates reviews and ensures compliance with RFP submission/technical requirements. Regularly updates proposal and re-use repositories. Identifies resources needed and assigns individual responsibilities Manages day-to-day operational aspects of a pursuit/assignment and scope Delivers engaging, informative, well-organized proposals, presentations and other relevant content Resolves and/or escalates issues in a timely fashion Understands how to communicate difficult/sensitive information tactfully. Educational Pre-requisites MBA/PGDMA from a premier institute B.E / B.C.A / B.Sc (IT/CS) from a reputed university Experience 5 years or above of experience in proposal management, presales, business development, technical writing, marketing and communications, sales, sales support in an IT organization. Must have at least 3 years of experience specific to proposal management Prefer experience working with proposals to US public sector clients Maintains awareness of latest trends in business and technology Excellent ability to work in a team environment Genuine interest and takes pride in mentoring junior staff Proficiency in computer applications such as Microsoft Word, Excel, Project and PowerPoint Familiarity with SharePoint PMI or other project management, proposal management experience and certifications are a plus Basic Qualifications: This is a full-time salaried position with a group company within NTT DATA. Please note, 1099 or corp-2-corp contractors will NOT be considered. This position is only available to those interested in direct staff employment opportunities. We offer a full comprehensive benefits package that starts from your first day of employment. About NTT DATA NTT DATA is your Innovation Partner anywhere around the world. With business operations in more than 35 countries, we put emphasis on long-term commitment and combine global reach and local intimacy to provide premier professional services from consulting, system development, business process and IT outsourcing to cloud-based solutions. Visit www.nttdata.com/americas to learn how our consultants, projects, managed services, and outsourcing engagements deliver value for a range of businesses and government agencies. Options: Apply for this job onlineApply Share Refer this job to a friendRefer Share on your newsfeed Loading... (function() { var ac = document.createElement('script'); ac.type = 'text/javascript'; ac.src = ('https:' == document.location.protocol ? 'https://' : 'http://') + 'pixel.appcast.io/pixels/icims-1314.js?ent=0&t=' + new Date().getTime(); var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })(); Go back to the welcome page Application FAQs Software Powered by iCIMS www.icims.com"
Sr. Java Developer,
Sr. Java Developer,
Hadoop Sr.Developer,
Senior Windows Security Analyst (PSO),
PI Consultant,"PI Consultant All times are in Eastern Daylight Time. Resource Request ID 2016-166520 Country - State/Province - City IN-KA-Bangalore Posted Date 6/1/2016 Category Information Technology - SAP More information about this job: Overview: At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our companyï¿_s growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. A group company within NTT DATA currently seeks a PI Consultant to join our team in Bangalore. Position Functions or Responsibilities: Candidate should have 3-5 years of experience in SAP PI 7.1/7.3/7.4 and in with 2 to 3 End to End Implementations. Must have worked with a team size of at-least 5 nos. and have mentored the team. Should be responsible for understanding and coordinating with functional consultant before developing any interface. Should develop the SLD, ESR, and ID objects by following the standard naming conventions under design guidelines Should have exposure to good Troubleshooting knowledge in Mapping and Adapters connectivity issues Should have hands-on experience in JDBC, FILE, IDOC, MAIL, HTTP, SOAP, RFC adapters and ABAP Proxies Should have the experience in ALE/EDI/IDOCs/Function Modules Area Should have experience on Graphical Mapping with UDF knowledge Should have possess good unit Testing and UAT exposure. Should have the excellent communication skills. Options: Apply for this job onlineApply Share Refer this job to a friendRefer Share on your newsfeed (function() { var ac = document.createElement('script'); ac.type = 'text/javascript'; ac.src = ('https:' == document.location.protocol ? 'https://' : 'http://') + 'pixel.appcast.io/pixels/icims-1314.js?ent=0&t=' + new Date().getTime(); var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })(); Go back to the welcome page Application FAQs Software Powered by iCIMS www.icims.com"
SAP Basis Consultant,
SAP Basis Consultant,
SAP Basis Consultant,
SAP FICO Consultant,"SAP FICO Consultant All times are in Eastern Daylight Time. Resource Request ID 2016-169841 Country - State/Province - City IN-KA-Bangalore Posted Date 6/1/2016 Category Information Technology - SAP More information about this job: Overview: At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our companyâ€™s growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. A group company within NTT DATA currently seeks a â€œSAP FICO Consultantâ€ù to join our team in â€œBangaloreâ€ù. Position Functions or Responsibilities: Â· 5+ yrs of Hands-On experience in customizing SAP modules (GL, AP, AR, AA, Cash Management & Treasury) Â· Experience working in a medium to large SAP landscape comprising multiple systems Â· Proven experience on working in SAP implementation and support projects Â· Should be able to independently design new solutions Â· Exposure to integration with other SAP modules Â· Experience in co-ordinating with development team Â· Basic exposure to ALE , IDOCâ€™s Â· Excellent analytical and problem solving skills Â· Project / team management experience Â· Very strong oral & written communication Skills Nice-to-Have: Â· SAP Certification Â· At-least 2-3 implementations of ECC5 or ECC 6 Job Level Specific Duties â€¢ Defines overall application functional / business requirements with end users. Recommends solution modifications, configurations, and processes. â€¢ Implements, designs and / or upgrades applications. â€¢ Creates test plans for projects. â€¢ Analyzes model test discrepancies to find trends and works with programmers to resolve. â€¢ Establishes cost and time estimates for development and implementation of projects. â€¢ Produces business process flow charts. â€¢ Creates communication plans (correspondence, presentations, and other materials) for knowledge transfer to leadership. â€¢ Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operating time, and form of desired results. â€¢ Acts a team leader for projects with moderate budgets or of a short to intermediate duration. â€¢ Mentors less experienced team members. Typical Years of Experience â€¢ Typically requires 5-7 years relevant experience. Minimum Education and Certifications â€¢ Undergraduate degree or equivalent combination of education and work experience. Skills â€¢ Strong knowledge of system development methodology, project management and system architecture. Strong analytical / problem solving skills. â€¢ Ability to identify and evaluate IT and business challenges from a broad perspective. â€¢ Exceptional influencing and communication skills. Exceptional ability to translate between non-technical business users and technical IT resources. Excellent client service attitude and leadership capabilities. â€¢ Exceptional organizational and time management skills. Basic Qualifications: This is a full-time salaried position with a group company within NTT DATA. Please note, 1099 or corp-2-corp contractors will NOT be considered. This position is only available to those interested in direct staff employment opportunities. We offer a full comprehensive benefits package that starts from your first day of employment. About NTT DATA NTT DATA is your Innovation Partner anywhere around the world. With business operations in more than 35 countries, we put emphasis on long-term commitment and combine global reach and local intimacy to provide premier professional services from consulting, system development, business process and IT outsourcing to cloud-based solutions. Visit www.nttdata.com/americas to learn how our consultants, projects, managed services, and outsourcing engagements deliver value for a range of businesses and government agencies. The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result. Options: Apply for this job onlineApply Share Refer this job to a friendRefer Share on your newsfeed (function() { var ac = document.createElement('script'); ac.type = 'text/javascript'; ac.src = ('https:' == document.location.protocol ? 'https://' : 'http://') + 'pixel.appcast.io/pixels/icims-1314.js?ent=0&t=' + new Date().getTime(); var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })(); Go back to the welcome page Application FAQs Software Powered by iCIMS www.icims.com"
L2 Linux admin,
Level 2 Middleware Administrator,
SAP ABAP Consultant,
SAP ABAP CRM Technical Consultant,
SAP FICO Consultant,"SAP FICO Consultant All times are in Eastern Daylight Time. Resource Request ID 2016-170074 Country - State/Province - City IN-KA-Bangalore Posted Date 6/1/2016 Category Information Technology - SAP More information about this job: Overview: At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our companyâ€™s growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. A group company within NTT DATA currently seeks a â€œSAP FICO Consultantâ€ù to join our team in â€œBangaloreâ€ù. Position Functions or Responsibilities: Â· 3-5 yrs of Hands-On experience in customizing SAP modules (GL, AP, AR, AA, Cash Management & Treasury) Â· Experience working in a medium to large SAP landscape comprising multiple systems Â· Proven experience on working in SAP implementation and support projects Â· Should be able to independently design new solutions Â· Exposure to integration with other SAP modules Â· Experience in co-ordinating with development team Â· Basic exposure to ALE , IDOCâ€™s Â· Excellent analytical and problem solving skills Â· Project / team management experience Â· Very strong oral & written communication Skills Nice-to-Have: Â· SAP Certification Â· At-least 2-3 implementations of ECC5 or ECC 6 Job Level Specific Duties â€¢ Defines overall application functional / business requirements with end users. Recommends solution modifications, configurations, and processes. â€¢ Implements, designs and / or upgrades applications. â€¢ Creates test plans for projects. â€¢ Analyzes model test discrepancies to find trends and works with programmers to resolve. â€¢ Establishes cost and time estimates for development and implementation of projects. â€¢ Produces business process flow charts. â€¢ Creates communication plans (correspondence, presentations, and other materials) for knowledge transfer to leadership. â€¢ Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operating time, and form of desired results. â€¢ Acts a team leader for projects with moderate budgets or of a short to intermediate duration. â€¢ Mentors less experienced team members. Typical Years of Experience â€¢ Typically requires 3-5 years relevant experience. Minimum Education and Certifications â€¢ Undergraduate degree or equivalent combination of education and work experience. Skills â€¢ Strong knowledge of system development methodology, project management and system architecture. Strong analytical / problem solving skills. â€¢ Ability to identify and evaluate IT and business challenges from a broad perspective. â€¢ Exceptional influencing and communication skills. Exceptional ability to translate between non-technical business users and technical IT resources. Excellent client service attitude and leadership capabilities. â€¢ Exceptional organizational and time management skills. Basic Qualifications: This is a full-time salaried position with a group company within NTT DATA. Please note, 1099 or corp-2-corp contractors will NOT be considered. This position is only available to those interested in direct staff employment opportunities. We offer a full comprehensive benefits package that starts from your first day of employment. About NTT DATA NTT DATA is your Innovation Partner anywhere around the world. With business operations in more than 35 countries, we put emphasis on long-term commitment and combine global reach and local intimacy to provide premier professional services from consulting, system development, business process and IT outsourcing to cloud-based solutions. Visit www.nttdata.com/americas to learn how our consultants, projects, managed services, and outsourcing engagements deliver value for a range of businesses and government agencies. The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result. Options: Apply for this job onlineApply Share Refer this job to a friendRefer Share on your newsfeed (function() { var ac = document.createElement('script'); ac.type = 'text/javascript'; ac.src = ('https:' == document.location.protocol ? 'https://' : 'http://') + 'pixel.appcast.io/pixels/icims-1314.js?ent=0&t=' + new Date().getTime(); var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })(); Go back to the welcome page Application FAQs Software Powered by iCIMS www.icims.com"
SAP MM Consultant,
SAP MM Consultant,
SAP SRM Consultant,
Network Operations Center (NOC) - INCIDENT LEAD,
SAP ABAP Consultant,"SAP ABAP Consultant All times are in Eastern Daylight Time. Resource Request ID 2016-170232 Country - State/Province - City IN-KA-Bangalore Posted Date 6/1/2016 Category Information Technology - SAP More information about this job: Overview: At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our companyâ€™s growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. A group company within NTT DATA currently seeks a â€œSAP ABAP Consultantâ€ù to join our team in â€œBangaloreâ€ù. Position Functions or Responsibilities: 3-5 Yrs of Experience in SAP ABAP development Hands on experience on Reports, Smartforms, BAPI, Interfaces Experience in complex computer systems specification and development, including Programming Languages Hands on experience in 1-2 SAP development projects Has experience in working in 1-2 Support / Maintenance Projects Excellent Communications Skills Good to have Knowledge in WebDynpro Will assist in the full systems life cycle and be responsible for design, coding, testing, implementation, maintenance, and support for SAP systems (eWM, SCM, CRM, ECC) including integration with non-SAP applications. Will be expected to collaborate with Business analysts and Functional team members to ensure that business requirements are met through technically excellent solutions. Will be working on SAP implementations and supporting implemented SAP systems Experience in handling a team or a project Job Level Specific Duties â€¢ Defines overall application functional / business requirements with end users. Recommends solution modifications, configurations, and processes. â€¢ Implements, designs and / or upgrades applications. â€¢ Creates test plans for projects. â€¢ Analyzes model test discrepancies to find trends and works with programmers to resolve. â€¢ Establishes cost and time estimates for development and implementation of projects. â€¢ Produces business process flow charts. â€¢ Creates communication plans (correspondence, presentations, and other materials) for knowledge transfer to leadership. â€¢ Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operating time, and form of desired results. â€¢ Acts a team leader for projects with moderate budgets or of a short to intermediate duration. â€¢ Mentors less experienced team members. Typical Years of Experience â€¢ Typically requires 3-5 years relevant experience. Minimum Education and Certifications â€¢ Undergraduate degree or equivalent combination of education and work experience. Skills â€¢ Strong knowledge of system development methodology, project management and system architecture. Strong analytical / problem solving skills. â€¢ Ability to identify and evaluate IT and business challenges from a broad perspective. â€¢ Exceptional influencing and communication skills. Exceptional ability to translate between non-technical business users and technical IT resources. Excellent client service attitude and leadership capabilities. â€¢ Exceptional organizational and time management skills. Basic Qualifications: This is a full-time salaried position with a group company within NTT DATA. Please note, 1099 or corp-2-corp contractors will NOT be considered. This position is only available to those interested in direct staff employment opportunities. We offer a full comprehensive benefits package that starts from your first day of employment. About NTT DATA NTT DATA is your Innovation Partner anywhere around the world. With business operations in more than 35 countries, we put emphasis on long-term commitment and combine global reach and local intimacy to provide premier professional services from consulting, system development, business process and IT outsourcing to cloud-based solutions. Visit www.nttdata.com/americas to learn how our consultants, projects, managed services, and outsourcing engagements deliver value for a range of businesses and government agencies. The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result. Options: Apply for this job onlineApply Share Refer this job to a friendRefer Share on your newsfeed (function() { var ac = document.createElement('script'); ac.type = 'text/javascript'; ac.src = ('https:' == document.location.protocol ? 'https://' : 'http://') + 'pixel.appcast.io/pixels/icims-1314.js?ent=0&t=' + new Date().getTime(); var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })(); Go back to the welcome page Application FAQs Software Powered by iCIMS www.icims.com"
SAP MM with SD Consultant,
SAP SD Consultant,
SAP MM Consultant,
SAP MM Consultant,
SAP MM Consultant,"SAP MM Consultant All times are in Eastern Daylight Time. Resource Request ID 2016-170712 Country - State/Province - City IN-KA-Bangalore Posted Date 6/1/2016 Category Information Technology - SAP More information about this job: Overview: At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our companyâ€™s growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. A group company within NTT DATA currently seeks a â€œSAP MM Consultantâ€ù to join our team in â€œBangaloreâ€ù. Position Functions or Responsibilities: 3-5 years of experience in SAP MM Hands-On experience in customizing SAP modules (Procurement, IM & LIV) Experience working in a medium to large SAP landscape comprising multiple systems Proven experience on working in SAP implementation and support projects Should be able to independently design new solutions Exposure to integration with other SAP modules Experience in co-ordinating with development team Basic exposure to ALE , IDOCâ€™s Excellent analytical and problem solving skills Project / team management experience Very strong oral & written communication Skills Nice-to-Have: Â· SAP Certification Â· At-least 3 to 4 implementations of ECC5 or ECC Job Level Specific Duties â€¢ Analyzes business and user needs, documents requirements, and revises existing system logic difficulties. â€¢ Implements systems applications and tests end-user processes. â€¢ Creates / delivers correspondence, presentations, and other materials for end user training. â€¢ Responds to client inquiries involving application questions. â€¢ Develops customized queries and reports utilizing complex table matrices. â€¢ Interacts with clients, internal and external, acting as a key liaison between business and technology areas. â€¢ Documents business rules / functional requirements to support system enhancements. Typical Years of Experience â€¢ Typically requires 3-5 years relevant experience. Minimum Education and Certifications â€¢ Undergraduate degree or equivalent combination of education and work experience. Skills â€¢ Solid knowledge of system development methodology, project management and system architecture. Solid analytical / problem solving skills. â€¢ Ability to evaluate IT and business challenges from a broad perspective. â€¢ Strong influencing and excellent communication skills. Ability to translate between non-technical business users and technical IT resources. Strong client service attitude. â€¢ Strong organizational and time management skills. Basic Qualifications: This is a full-time salaried position with a group company within NTT DATA. Please note, 1099 or corp-2-corp contractors will NOT be considered. This position is only available to those interested in direct staff employment opportunities. We offer a full comprehensive benefits package that starts from your first day of employment. About NTT DATA NTT DATA is your Innovation Partner anywhere around the world. With business operations in more than 35 countries, we put emphasis on long-term commitment and combine global reach and local intimacy to provide premier professional services from consulting, system development, business process and IT outsourcing to cloud-based solutions. Visit www.nttdata.com/americas to learn how our consultants, projects, managed services, and outsourcing engagements deliver value for a range of businesses and government agencies. The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result. Options: Apply for this job onlineApply Share Refer this job to a friendRefer Share on your newsfeed (function() { var ac = document.createElement('script'); ac.type = 'text/javascript'; ac.src = ('https:' == document.location.protocol ? 'https://' : 'http://') + 'pixel.appcast.io/pixels/icims-1314.js?ent=0&t=' + new Date().getTime(); var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ac, s); })(); Go back to the welcome page Application FAQs Software Powered by iCIMS www.icims.com"
SAP MM Consultant,
CMS Operations Support Analyst,
CMS Operations Support Analyst,
