"jobs_title","jobs_requirement"
"Customer Operations Manager","About us
Tieto Managed Services is the largest Nordic IT outsourcing and cloud service provider, delivering Applications, Business Application Platforms, Infrastructure and End user services with high availability, security, usability and efficiency for both private and public sector customers. Through industry insight, technology vision and innovative thinking, Tieto proactively strives to inspire and engage its customers in finding new ways of accelerating their business.
With us you will be responsible for
We are looking for Customer Operations Managers for Customer Service Centre unit which is a unit of approximately 450 people and responsible for the delivery of Managed Services with a strong focus on automation. As a Customer Operations Manager you will be acting as the operational key interface for one or several customer and be member of the customer team. You will lead and manage a team of Service Desk Specialists, as well as the business management of the team. As a Customer Operations Manager, you will report to the person heading the Service Desk Onshore/Offshore.
Your key tasks are planned to include (details of the role will be further defined during our pilots):
• Participates to customer communication and meetings
• Communicates to and with the customer on operational matters
• Participates to operational governance
• Is responsible for delivery data accuracy on operations
• Ensures proper resources for delivering the IPS services
• Is the interface and escalation point for end-to-end customer operations for Incident, Change and Problem Management
• Ensures proper assignment of tickets
• Responsible for Internal process governance
We expect you to have
A proactive way of working combined with a high level of enthusiasm and flexibility. You thrive on working in a customer facing role and delivering superior customer value is your top priority. You have leadership, communications and problem solving skills. You are keen on developing yourself and a quick learner. You have good understanding of ITIL.
In addition, we expect you to have:
• Proven experience from a customer care type of environment and the processes, challenges as well as the opportunities that come with it.
• Good level of knowledge of service and technical management.
• Business understanding
• Leadership management skills, with at least 3 years of experience in people management and /or service management. You have the capacity to challenge and inspire people and coach a team.
• Positive “can-do, customer first” attitude
As a person you are
You are a responsible and open-minded team player with excellent communications skills. You are proactive and customer-oriented in your work and always willing to learn more and grow. While able to work independently, you’re also highly competent in co-operation and enjoy working with others. You are process oriented and have the confidence to take on team and service delivery responsibility. You are comfortable with ambiguity and you persevere even when times get tough. You take full ownership for your work and continuous improvement is a big priority for you.
We offer
A key role in customer team and strong authorization to improve the delivery of the service to our customers, the Customer interface for all the operational service delivery matters. If you know what needs to be fixed in Shared Services, but feel it is not happening, this is your chance to get this job done."
"Incident Manager","About us
Tieto Managed Services is the largest Nordic IT outsourcing and cloud service provider, delivering Applications, Business Application Platforms, Infrastructure and End user services with high availability, security, usability and efficiency for both private and public sector customers. Through industry insight, technology vision and innovative thinking, Tieto proactively strives to inspire and engage its customers in finding new ways of accelerating their business.
With us you will be responsible for
We are looking for Incident Managers for our Customer Service Centre unit which is a unit of approximately 450 people and responsible for the delivery of standardized tasks and services with a strong focus on automation. As an Incident manager for a Customer Service Centre Unit you will be responsible for end-to-end accurate handling and effective resolution of all incidents and service requests for a named customer (or group of customers). You ensure that all Incidents are handled according to the Incident Management process and customer SLA by:
• Cooperate with SD & CD to improve their accuracy
• Analyse events and provide input to improve Monitoring & Event Management
• Provide feedback to process owner on process improvements
• Support Major Incident resolution
• Continuously monitor and follow-up execution via standard set of KPI’s
This includes communication to relevant parties according to the incident management process, supporting service level management with process statistics, supervision and allocation of resources. Incident manager has an escalation and decision making role for conflicts about incidents and service requests.
We expect you to have
You have good level of knowledge of service and technical management, Fluent English and Knowledge of Tieto organization and internal processes.
In addition you have a proactive way of working combined with a high level of enthusiasm and flexibility. You thrive on working in a customer facing role and delivering customer value is your top priority. You have leadership, communications and problem solving skills. You are keen on developing yourself and a quick learner.
As a person you are
You are a responsible and open-minded team player with excellent communications skills. You are proactive and customer-oriented in your work and always willing to learn more and grow. While able to work independently, you’re also highly competent in co-operation and enjoy working with others. You are process oriented and have the confidence to take on team and service delivery responsibility. You are comfortable with ambiguity and you persevere even when times get tough. You take full ownership for your work and continuous improvement is a big priority for you.
We offer
• Work in and with multinational teams in different countries in a customer facing role
• Possibilities to on-the-job learning
• Enhance leadership and coordination skills"
"Oracle Service Bus (OSB) expert","About us
Tieto is the largest Nordic IT services company providing full life-cycle services for both private and public sectors. The company has global presence through its product development business and the delivery centers.
Tieto is committed to develop enterprises and society through IT by realizing new opportunities in customers’ business transformation. At Tieto, we believe in professional development and results.
Founded 1968, headquartered in Helsinki, Finland and with approximately 15 000 experts, the company operates in over 20 countries with net sales at approximately EUR 1.8 billion. Tieto’s shares are listed on NASDAQ OMX in Helsinki and Stockholm.
With us you will be responsible for
We are looking for an Oracle Service Bus (OSB) expert, who will be responsible for the design and approval review of OSB based integrations. We need a person in delivery team that is working in close co-operation with our customer in system integration area. The delivery team will be mainly located in Helsinki area.
Your key tasks will include
• Gathering & analysing of customer requirements.
• Cross collaboration with multiple stakeholders to design the integration solution.
• Viewing and approving the integration solutions created by the development team.
We expect you to have
• Over 5 years’ experience in IT, with strong expertise in OSB.
• Strong experience on SOA, Java and WebServices.
• Excellent written and verbal communication skills in Finnish and English; Swedish can be also seen as an advantage.
As a person you are
You are an engaged and open-minded team player with excellent communication skills. We value these personality traits because we have an open organizational culture and encourage asking questions and finding new ways of doing things.
You are proactive and service-minded in your work and delivering superior customer value is a top priority for you. In addition, you are self-motivated and have the confidence to take on full client responsibility. This allows you to hit the ground running and reach your highest potential with us.
You value accountability highly in yourself and in others. This is important as we work as a team, often in challenging projects where each and everyone's effort is equally important.
Also, your ability to influence and collaborate makes you a natural change agent and thought leader. You lead by example and enjoy challenging and inspiring people. This allows you to take advantage of the freedom and opportunities you’ll be offered.
You enjoy driving change and have been described as an innovative leader. This is important as we work at the forefront of new and emerging technology, developing cutting edge solutions and helping our clients transform their businesses.
We offer
• Independent and challenging work
• Dynamic and multicultural work environment
• Latest knowledge, methods and tools, and training to support those
• A growing organisation with good team spirit"
"DB2 DBA","About us
Tieto is a Nordic leader in Financial Services industry specific IT solutions with over 400 customers worldwide – ranging from large and mid-sized organizations in banking, insurance, capital markets, life, non-life and pension industry segments – that are relying on our over 40-year domain experience.
Our services and solutions help our customers to transform business through IT. We provide full IT life-cycle services like consulting, system integration, application management and development, outsourcing, hosting and industry specific packaged solutions.
With us you will be responsible for
• Proactively monitor server and database process health to ensure availability and performance.
• Security management and user provisioning.
• Support DB2/MS SQL DB Admin Tasks.
• Create and maintain database standards.
• Support product development and test teams through the SDLC process.
• Provide support for reviewing and approving schema changes.
• Produce technical documentation.
We expect you to have
• 3-5 years of hands-on experience in managing DB2 and MS-SQL databases.
• Experience to Install, configure environments running on Unix, Linux and Windows.
• Strong experience in Database Administration.
• Experience in troubleshooting and resolving database integrity issues, performance issues, deadlocking issues, log issues, connectivity issues, security issues etc.
• Experience in Performance Tuning, Query Optimization, using Performance Monitor, SQL Profiler and other related monitoring and troubleshooting tools.
• Ability to identify and troubleshoot SQL Server related CPU, memory, I/O, disk space and other resource contention.
• Experience in planning and executing DB2/MS SQL version upgrades.
• Deep understanding of SQL statement tuning.
• Strong knowledge of backups, restores, recovery models, database shrink operations for MS SQL/DB2 environments.
• Experience with open source DB tools and Data Transformation Tools.
• SQL Development – ability to write and troubleshoot SQL Code and design (stored procedures, functions, tables, views, triggers, indexes, constraints).
• SQL Development- experience in creating database architecture with associated schema as part of a software design process.
• Strong knowledge of how indexes, index management, integrity checks, configuration, patching.
• Familiarity with windows server, security delegation, storage components.
As a person you are
Must be well-organized, responsible, work effectively in a project management framework, and with the ability to create a project plan and manage to execute on it.
• Knowledge and experience with DB2 Zos is a plus.
• Strong Unix, Linux and Windows skills
• Good communication skills
We offer
Best work environment
Challenging work
Professional growth"
"Senior SW Architect","About us
We in Consulting and System Integration are a strong and highly experienced global team. Our 4,000 professionals work with customers across a wide range of industries. Our aim is to be the preferred digitalization partner for our customers, enabling them to solve their most critical business challenges, improve performance and gain competitive edge.
Application Development and Management (ADM) Service Practice within Consulting and Systems Integration develops, supports and maintains applications in a controlled and cost effective way throughout the application life cycle. Today we are approximately 1700 employees in four countries: Finland, Sweden, Czech Republic and India.
With us you will be responsible for
We are searching for talented Senior SW architect for our growing business. Your task with us is mostly SW architectural related, but the role might include also other tasks, like implementation, based on your background and wishes. You are responsible, as a part of the delivery team, to create something extraordinary for our customers and their end users.
We expect you to have
You have several years of experience in role of SW architect. You have senior level knowledge of J2EE technology, Oracle databases and you are using JIRA and Kanban in your daily work. Despite the searched role is SW architect, we expect you to have experience of application servers, scalability of servers and cluster environments. You are excellent team player, who can easily communicate with the project group, but also with the customer. The consultative mindset is a huge advantage in your role. You should be fluent in Finnish and English (both written and spoken) and have Finnish citizenship.
As a person you are
You are open minded and technologically oriented IT professional. You communication skills are on superb level and you have proactive and positive attitude towards work and life in overall, and you are able to create strong team spirit within the project team.
We offer
We offer you an interesting opportunity to work in projects that provides challenge and technical sophistication. You will have a possibility to develop into a world class expert and plenty of opportunities to influence the success of our business and our customers' business. We offer you here at the Tieto the chance to make a difference; your work will be meaningful to thousands of people. You also will get motivated, talented and long background owning team to support you in your daily tasks."
"Software Engineer","About us
Are you looking for a career with a company that both challenges and cares? Welcome to work at Tieto Latvia!
At Tieto, we have a good reason to wake up and come to work each day: we are committed to developing enterprises and society through information technology. It's a huge task. Luckly, we have talent. Lots of it.
Tieto Latvia (Reg. No. 40003193130) invites to join our Cards unit. It was established in 1992 in Riga to provide processing of payment cards for local banks. To support business grow in 1996 the unit was acknowledged by Tieto corporation. For now Card Suite product family is used by more than 80 direct customers (banks and processing centres) in more than 30 countries worldwide.
With us you will be responsible for
• Tieto payment card system and solution development
• Technical solutions analysis
• Requirements and solutions adjustment
We expect you to have
• Knowledge of SQL, Linux, C++, Python
• Understanding of object oriented programming
• Good communication skills
• Willingness to learn, develop and share knowledge
• Willingness and ability to express the opinion
• Ability to plan work
• English language skills
• Higher education in IT (may be also a student with possibility to work full time)
We would prefer you to have:
• Experience with SQL, Linux, C++, Python
• Experience of software testing
• Experience of system analysis
• Experience with version control system GIT
• Russian and/or Latvian language skills
As a person you are
• Ability to work as a team member
We offer
• Challenging work and working experience on international level in leading IT company
• Competent colleagues
• Professional and personal development opportunities
• Challenging job responsibilities
• Competitive remuneration and benefits package (health insurance, sports etc.)"
"Programmatūras inženieris","About us
Tieto ir lielākais IT pakalpojumu piegādātājs Ziemeļvalstīs un viens no vadošajiem informācijas sabiedrības veidotājiem. Tieto specializējas konsultāciju, sistēmu izstrādes un integrācijas pakalpojumu sniegšanas, sistēmu uzturēšanas un programmatūras produktu izstrādes jomās. Tieto pakalpojumu pamatā ir savas darbības nozaru specifikas un jaunāko informācijas tehnoloģiju pārzināšana.
Tieto Latvia (Reģ. Nr. 40003193130) aicina pievienoties savai komandai!
With us you will be responsible for
Mēs uzticēsim:
· Maksājumu karšu sistēmu un risinājumu izstrādi
· Analizēt dažādus tehniskos risinājumus un izvēlēties piemērotāko
· Saskaņot prasības un risinājumus
We expect you to have
Mēs novērtēsim
· Zināšanas par SQL, Linux, C++, Python
· Izpratni par objektorientēto programmēšanu
· Labas saskarsmes prasmes un spēju strādāt komandā
· Vēlmi mācīties, attīstīties un dalīties ar zināšanām
· Spēju un vēlmi paust savu viedokli
· Angļu valodas zināšanas
· Augstāko izglītību IT (var būt students)
Kā priekšrocību novērtēsim:
· Darba pieredzi C++, Python, SQL
· Darba pieredzi programmatūras testēšanā
· Darba pieredzi sistēmu analīzē
· Darba pieredzi ar versiju pārvaldības sistēmu GIT
· Krievu valodas zināšanas
As a person you are
· Spēju patstāvīgi plānot darbu
We offer
· Iespēju veidot karjeru vadošā IT uzņēmumā Baltijā
· Profesionālus un draudzīgus kolēģus
· Lieliskas izaugsmes un mācību iespējas
· Izaicinošus darba pienākumus
· Konkurētspējīgu atalgojumu un citus labumus (veselības apdrošināšana, sports u.c.)"
"Software Developer/Analyst","About us
Tieto is the leading IT service company in Northern Europe providing IT and product engineering services. Our highly specialized IT solutions and services complemented by a strong technology platform provide our local and global customers tangible business benefits.
Tieto Latvia (Reg. No. 40003193130) invites to join our Cards unit. It was established in 1992 in Riga to provide processing of payment cards for local banks. To support business grow in 1996 the unit was acknowledged by Tieto corporation. For now Card Suite product family is used by more than 80 direct customers (banks and processing centres) in more than 30 countries worldwide.
With us you will be responsible for
one of world leading payment software (Tieto Card Suite) analysis and development
We expect you to have
- C/C++ and Bash programming language skills
- At least basic SQL knowledge
- At least basic Unix/Linux operating system knowledge
- Willingness to obtain new skills and business domain knowledge
- We appreciate your Tuxedo or Python knowledge
As a person you are
- Analytical thinking
- Ability to work as a team member and independently as well
We offer
- Challenging work and working experience on international level in leading international IT company
- Professional and personal development opportunities
- Modern office environment as well as dynamic and friendly work atmosphere
- Excellent and competent colleagues
- Competitive remuneration and benefits package (health insurance, sports etc.)"
"Test Engineer","About us
Are you looking for a career with a company that both challenges and cares? Welcome to work at Tieto Latvia!
At Tieto, we have a good reason to wake up and come to work each day: we are committed to developing enterprises and society through information technology. It's a huge task. Luckly, we have talent. Lots of it.
Build your career in the leading IT services company in the Baltics. Tieto Latvia (Reg. No. 40003193130) invites to join our Cards unit. It was established in 1992 in Riga to provide processing of payment cards for local banks. To support business grow in 1996 the unit was acknowledged by Tieto corporation. For now Card Suite product family is used by more than 80 direct customers (banks and processing centres) in more than 30 countries worldwide.
With us you will be responsible for
- Test scenario and Test cases preparation
- Establishment of test examples, test data preparation, execution, evaluation and documentation of results
- Working with development teams investigating and correcting software defects
We expect you to have
- At least 3 years’ experience of testing complex systems
- Bachelor or higher degree in IT or related science
- Technical skills to deploy, manage and analyse the system under test (Linux, Oracle)
- Excellent analytical skills
- Excellent attention to details
- Good Latvian, Russian, English language knowledge
As an advantage would be considered
- ISTQB certificate
- Experience in payment card systems
As a person you are
- Passion for gaining new knowledge
We offer
- Interesting and dynamic job in modern working environment
- Professional trainings and certification
- Excellent professional development and growth possibilities
- Opportunity to realize your creative ideas
- Motivating salary and benefits package (health insurance, sports etc.)"
"Lead Developer, ServiceNow","About us
Do you want to influence for the daily life of Nordic societies by developing content management for users and admins who are struggling to navigate in the jungle of information overflow. We are looking for new colleagues to join our Service Management team and to improve the industry best practices into new digital era. We keep the wheels running on Tieto Managed Services, which is the leading service provider in Nordics. Altogether at Tieto we have 13,000 professionals working on Open Source culture.
In IT Service Management team we utilize industry standard models, agile development methods, well known tools, and reference architectures. More important than certificates from single methods is independent thinking and pragmatic approach to apply industry best practices on daily work.
We are looking for Lead Developer for ServiceNow. In this role you are expected to be able to coordinate multiple ServiceNow bases, build internal Tieto ServiceNow environment towards simplicity, build Continuous Integration and Test Automation efforts.
With us you will be responsible for
As Lead Developer, ServiceNow you will be accountable for building largest nordic ServiceNow instance with high complexity. On top of this you will be responsible for building similar systems to keep multiple customer instances easy to manage. Test automation and Continuous integration will be key in making sure our solutions have high business agility. We are seeking a person who is passionate for building great things with ServiceNow to support Tieto’s Core Business. The Lead Developer will champion Agile development principles over a platform, will work very actively with external developer teams over multiple partners to ensure high quality and will have in central role in building the development factory. Having hands in the mud when implementations with ServiceNow are required is something you really enjoy.
Your key tasks will include
• Establishing Agile Development practices, Continuous Integration and Release Management around ServiceNow systems
• Establishing and continuously improving development practices, build quality into development practices, not as finding out problems afterwards
• Leading internal and external developers by example and coaching
• Communicate and showcase best practice deliverables
• Leading development and developing with partners around ServiceNow ITSM and ITOM
Your first task is to take active role in building test automation and continuous integration for ITSM system that is being renewed.
We expect you to have
• Strong experience with modern UI technologies such as Angular.js and Bootstrap
• Portfolio full of experience around ServiceNow in large organizations, preferable in experience with Managed Service Provider environments implementations.
• Writing code when needed is done left hand behind your back, however you always prefer to build things how they are supposed to be built with ServiceNow.
• Understanding of ServiceNow ecosystem, 3rd party tooling, ServiceNow store. Since development around ServiceNow is not always doing something ourselves.
• Experience and understanding in Test Automation and Continuous Integration methods
• You have great technical competences, but you understand that big part of making successful things is interacting with customers and have short feedback loops
• Capability to design omnichannel customer experiences
• Official ServiceNow trainings
As a person you are
• You lead by example and make things happen
• You have grit, perseverance and you know looking busy does not equal progress
• You are eager to drive things forward and solve the practical issues
• You value accountability highly in yourself and in others
• You have natural interest to cooperate with multinational teams on virtual environment and external providers
We offer
• Best ServiceNow and ITSM team in Europe
• Appreciation and professional colleagues focused in Finland and Czech
• Possibility to work with latest technology and continuous learning opportunities
• Place where to lead the digitalization of the society
• Experience about IT service development and management
• Suitable responsibility areas and work life balance
• Organizational culture with possibility to develop your own initiatives
• Support to develop your professional competencies
• Competitive salary and other benefits"
"Senior Solution Architect, ServiceNow","About us
Do you want to influence for the daily life of Nordic societies by enabling next generation digitalization by enabling process automation powered by ServiceNow technology. We are looking for new colleagues to join our Service Management team and to improve the industry best practices into new digital era. We keep the wheels running on Tieto Managed Services, which is the leading service provider in Nordics. Altogether at Tieto we have 13,000 professionals working on Open Source culture.
In IT Service Management team we utilize industry standard models, agile development methods, well known tools, and reference architectures. More important than certificates from single methods is independent thinking and pragmatic approach to apply industry best practices on daily work.
We are looking for Solution Architect for ServiceNow. In this role you are expect to know ServiceNow inside out, being the community activist, know everything about ecosystem, write papers to Knowledge for world breaking cool things you have done with ServiceNow. You will be the person making choices how we implement things around ServiceNow.
With us you will be responsible for
As Senior Solution Architect for ServiceNow you will be accountable for turning business requirements into concept design, solution design and technical design and overall architecture with ServiceNow and ServiceNow ecosystem. You are familiar or experienced with IT4IT. Both ServiceNow ITSM and ITOM solutions are familiar for you. You are key person when deciding how we implement ServiceNow, when we choose something from ecosystem and when we build capability on top of ServiceNow. You are the person who people go to when they don’t know something about ServiceNow. You are active driving the ServiceNow community, are familiar with architecture modeling, reference models and frameworks. Describing things with ArchiMate and Sparx will be done as part of planning future architecture. You don’t get afraid to do customer concept by building something in personal developer instance. You are extrovert and have lot of interactions in organization with customers, partners, and stakeholders.
Your key tasks will include
• Turn business requirements into concept, solution and technical design around ServiceNow and immediate ecosystem
• Drive sustainable and simplified architecture
• Work with customers by concepting co-creation PoC with ServiceNow with your right hand tied behind your back
• Work as bridge between customer needs and internal and external developers
• Communicate and showcase best practice deliverables
Your first task is to start working developing customer requirements into concepts and coordinating towards developers. Another important task will be building agile development methods around ServiceNow.
We expect you to have
• Experience in developing ServiceNow and ability to develop if required, or experience from other platform that enable process automation like Salesforce.com
• Portfolio full of experience around ServiceNow in large organizations, preferable in experience with Managed Service Provider environments implementations.
• Very good understanding of ServiceNow ecosystem, 3rd party tooling, ServiceNow store.
• Ability to design how E2E service chains work from portal to servicemanagement to IT Operations Management suite, down to domain specific automation and back.
• Experience in IT4IT, ITIL, ISO2000, TOGAF, ArchiMate and other frameworks and reference architectures
• You understand how long term successful architecture is planned over time with transitions towards desired architecture.
As a person you are
• You lead by example and believe in consumerization of IT services
• You have grit, perseverance and you know looking busy does not equal progress
• You are eager to drive things forward and solve the practical issues
• You are visionary
• You value accountability highly in yourself and in others
• You have natural interest to cooperate with multinational teams on virtual environment
We offer
• Best ServiceNow and ITSM team in Europe
• Appreciation and professional colleagues
• Possibility to work with latest technology and continuous learning opportunities
• Place where to lead the digitalization of the society and manage the knowledge in large scale
• Experience about IT service development and management
• Suitable responsibility areas and work life balance
• Organizational culture with possibility to develop your own initiatives
• Support to develop your professional competencies
• Competitive salary and other benefits"
"IAM technical owner","About us
Tieto Managed Services is the largest Nordic IT outsourcing and cloud service provider, delivering Applications, Business Application Platforms, Infrastructure and End user services with high availability, security, usability and efficiency for both private and public sector customers. Through industry insight, technology vision and innovative thinking, Tieto proactively strives to inspire and engage its customers in finding new ways of accelerating their business.
With us you will be responsible for
You will be working in Security Services Unit responsible for Tieto Security managed security services offering (MSSP), part of Shared Services, which is delivering various infrastructure and outsourcing services.
You will be working in the operational part of our business unit being responsible of our Dell One Identify Manager (D1IM) technical governance and standard roles required for internal and external users.
Following areas will be you main responsibilities:
-to steer the development to simpler model (less duties and scopes)
-develop service onboarding/offboarding process to more automated way
-integrating with the overall delivery process more seamlessly
-daily cooperation with development, deployment and production team
We expect you to have
You are the ideal candidate for this position if you have a strong personal drive combined with a service-driven mind-set and knowing what needs to do in order to improve governance quality which is important for customers.
Experience in IdM deployments (preferably with D1IM) and IdM problematics in general.
Great understanding on Role Based Access Control (RBAC)
Strong analytical skills
High sense of responsibility
You are able to adapt to new situations and can recognize which requirements are important for our business, our customer and their stakeholders.
You are well organised and consistent in driving your views forward together with a team of experts, especially outstanding communication, documentation and presentation skills in English.
As a person you are
You are innovative and self-driven in your work. You do take setbacks as challenges and enjoy working around them. In addition, you are assertive speaker in front of audience and able to make presentations for various target groups making people to understand why things need to be made certain way.
We offer
We offer you the chance to make a difference with the fastest growing business in field of IT.
With us you will have the opportunity to directly influence your career development. If you have a good idea, people will listen to you. We believe that trust fosters freedom and creativity. Our culture is built on transparency and active sharing – a truly open environment."
"Web logic administrator (SIC)","About us
Tieto is a Nordic leader in Financial Services industry specific IT solutions with over 400 customers worldwide – ranging from large and mid-sized organizations in banking, insurance, capital markets, life, non-life and pension industry segments – that are relying on our over 40-year domain experience.
Our services and solutions help our customers to transform business through IT. We provide full IT life-cycle services like consulting, system integration, application management and development, outsourcing, hosting and industry specific packaged solutions including core banking, payments, e-banking, cards, capital markets and wealth. Our digital multichannel customer services like front-end and mobility provide a solid platform for growth efficiently in the competitive financial services industry.
With us you will be responsible for
• Deployment Process setup using Jenkin/Bamboo
• Creating jobs in deployment tool.
• Troubleshooting deployment tool
• Configuration and monitoring of Weblogic Resources like JDBC providers, JMS Providers
• Weblogic servers cluster management, Awareness of Weblogic security policies.
• Perform version migrations, and stage migrations.
• Continuous contacts with development teams and stakeholders
• Deployment planning for releases to various environments
• Experience in OSB configurations will be good to have
We expect you to have
• 4 -6 years of experience in configuration management
• Expertise in deployment tool
• Good knowledge in version handling tool, specifically GIT
• Knowledge of maven, release configurations, packaging and version control
• Experience in OSB configurations
• Understanding of build and release processes and deployments on various environments
• Experience in app server like weblogic
• Experience in creating and maintaining release/deployment plan across various test environments
As a person you are
• Clear communicator (written and verbal)
• Able to work in multi-cultural set up
• Having sense of ownership
• Willing to work in a highly complex environment
• Able to work in a team
• Having strong desire to learn and adapt new skills, tools and technologies
• Having positive attitude
• Able to take ownership of your work
We offer
Excellent work environment and exposure to different technologies"
"Senior .NET Software Developer","About us
Tieto is the largest IT services company in the Nordics providing full lifecycle IT services. We also provide global product development services for companies in the communications and embedded technologies arena. Through industry insight, technology vision, and innovative thinking, Tieto proactively strives to inspire and engage our customers in finding new ways of accelerating their business.
Building on a strong Nordic heritage, Tieto combines global capabilities with local presence. Headquartered in Helsinki, Finland, Tieto has over 13 000 experts in more than 20 countries. Turnover is approximately €1.5 billion. Tieto’s shares are listed on NASDAQ in Helsinki and Stockholm. www.tieto.com
With us you will be responsible for
development of large and complex systems, helping biggest enterprise companies improve their business and services.
We expect you to have
More than 5 years software development experience in .NET;
WebServices;
C#, ASP.NET, MVC, XML, Java Script, Jquery, JSON;
MS SQL Server, T-SQL, Linq, EF;
MS Visual Studio 2012&2013, TFS;
Unit testing;
Experience from large software development projects and Agile in practice;
Knowledge of software design patterns, Enterprise architecture;
Good spoken & written Lithuanian & English.
As a person you are
with upside-down-is-the-new-right-side-up expertise.
We offer
High level of responsibility from day one;
Motivating, fun and creative working environment;
Good career development possibilities in an international company;
Additional benefit package."
"Business Analyst (5~8 years)","About us
Tieto is a Nordic leader in Financial Services industry specific IT solutions with over 400 customers worldwide – ranging from large and mid-sized organizations in banking, insurance, capital markets, life, non-life and pension industry segments – that are relying on our over 40-year domain experience.
Our services and solutions help our customers to transform business through IT. We provide full IT life-cycle services like consulting, system integration, application management and development, outsourcing, hosting and industry specific packaged solutions including core banking, payments, e-banking, cards, capital markets and wealth. Our digital multichannel customer services like front-end and mobility provide a solid platform for growth efficiently in the competitive financial services industry.
With us you will be responsible for
Maintain product backlog, requirement elicitation with close collaboration with customers
Breakdown product backlog items into Epics, User Stories as per standards and INVEST principles, story prioritization
Clearly express connection between business goal and smaller backlog items.
Facilitate scrum events like estimation exercise, story walk-through etc.
Acceptance of new stories (features, enhancement requests etc.)
Approve deliveries from scrum/kanban team
Responsible for establishing and maintaining a regime for managing and ensuring product quality and team performance (includes scrum/kanban team structure)
Have an active role in supporting Sales and customer engagements to drive hunting and farming sales activities, e.g. by performing demo’s, making sure indications are done
We expect you to have
• Agile, Scrum, Kanban methodologies
• Added advantage to have Finance, Debt Good business accumen, strong analytical and logical thinking
• Should be able to identify business value and synthesize business strategy as measurable product goal
• Customer and business advocate and decison maker for product decisions
• Should be able to work effectively with an evolving product.
• Able to work collaboratively with different roles to fulfill product goal. Be inclusive and empathetic to the difficulties faced by members of scrum/kanban teams
• Empowers team and encourages everyone to try new ideas and innovate
• Very good communication skills. Fluent in English, both spoken and written.
• Knowledge of banking/debt collections domain. (beneficial)
• Collection domain knowledge will be added advantage
As a person you are
• Good in attitude, self-driven
• Good communication and collaboration with all stakeholders
• Team player, result oriented mindset
We offer
Challenging job, Open source work culture
Compensation best as per company standards.
Career Growth"
"2-4 yrs test Automation","About us
Tieto is a Nordic leader in Financial Services industry specific IT solutions with over 400 customers worldwide – ranging from large and mid-sized organizations in banking, insurance, capital markets, life, non-life and pension industry segments – that are relying on our over 40-year domain experience.
Our services and solutions help our customers to transform business through IT. We provide full IT life-cycle services like consulting, system integration, application management and development, outsourcing, hosting and industry specific packaged solutions.
With us you will be responsible for
Knowledge required:
• Relevant test automation experience 2-4 years
• ISTQB Foundation certified
• Knowledge on JIRA and Quality Center/ALM (9.2 and 11.5) is good to have,
• Automation experience with any tool
• Must have a good knowledge of the Agile ways of working. Experience on at least 1 project using AGILE and SCRUM
• Banking & finance domain knowledge (good to have)
We expect you to have
Write test design specifications and test cases (following ISTQB standard)
• Identify and document the needed test data
writing scripts
• Execute test cases
• Log defects during the test execution phase (following ISTQB standard)
• Investigate potential defects and discuss them with developers
o Isolate root cause of defects and be able to drive the resolution of important defects
• Report test results to the test manager (following ISTQB standard)
o Create QA status reports as required.
• Give input to test plans for the project
• Give time estimates for test tasks
• Participate in business requirements review sessions with the peers and business users
• Participate in reviews, inspections, and walkthroughs of test product lifecycle framework related documentation.
• Ensure traceability matrix to reflect test coverage
• Prioritize test requirements and organize test cases accordingly
• Create test coverage matrices to maximize testing efficiency
o Use optimization techniques to minimize the number of test cases and time effort while maximizing test coverage in accordance with the product risk assessment
• Act as subject matter expert in the functionality assigned for the project
As a person you are
• Assertive
• Flexible
• Willing to learn
• Proactive
• Good facilitator and driver
Excellent in communication
We offer
• Permanent working contract
• Challenging job
• Multinational company environment, English use on daily basis
• Trainings, technical courses, certifications and English lessons
• Career path and personal growth"
