title,requirement
Security Release and Deployment Lead,"Job description Make Bank of Americaâ€™s network fast, reliable and agile for millions of our customers. The Network Integration team combines network engineering and systems development to build and operate one of the worldâ€™s largest enterprise networks. We need creative engineers and technologists to help us build and manage the first lines of defense for the bank as well as advance the processes and monitoring capabilities that enable us to respond to events. Our ideal candidate should have a vision on how to compose traditional and non-traditional approaches to solve problems and achieve our goals. In addition to our transformational mission, the Network Integration team routinely works on functions related to: capacity management, technology lifecycle, deployment, regression testing and configuration management. We collaborate with our Engineering teams to control the release of new services and partner with our NOC teams to solve issues impacting the bankâ€™s users and services. Key Responsibilities Manage end-to-end lifecycle and delivery of security infrastructure Create designs based on industry best practices, engineering standards and security principles Ensure security controls are implemented and operating effectively as part of solutions delivery Articulate and defend security positions Manage and report status of identified risks Lifecycle management â€“ code upgrades, vulnerability patching and EOL replacement programs Engineer service request fulfillment processes Create detailed implementation plans and runbooks for downstream execution teams Provide technical leadership as well as direction for level 3 escalations and event management Manage a wide variety of technology infrastructure and business aligned projects Collaborate with engineering and operations teams from service design through operations transition process for new services Perform design validation and QA testing of new services to ensure successful production deployment Manage the capacity and availability of the security infrastructure Manage System of Record (SOR) for all network assets Manage and optimize infrastructure costs (e.g. spend reporting, develop cost savings, etc.) Manage network configuration management systems for all network assets Liaise with Information Security partners to enforce compliance with all bank standards Member of network change advisory board to review and approve all production deployments Review of all capacity metrics to ensure availability of all services May have direct accountability for leading a team Core Technologies in Scope Perimeter Security (Checkpoint firewalls, Juniper Firewalls, IDS/IPS systems such as Tipping Point, Arbor, ISS, Imperva), Proxy and Malware-mitigation (BlueCoat, Radware, FireEye), Threat detection and data leakage protection (Network DLP/Vontu/Symantec, Guardium. Imperva, StealthAudit) Traffic Management/Load Balancing (F5 Big IP, GTM, LTM, 3DNS) IDS/IPS, e.g. Tipping Point, Imperva, IBM, Arbor PeakFlow, Web Application Firewalls, like Citrix. Solid Understanding of Security Concepts Exploit, backdoors, C&C Static, dynamic inspection, sandboxing Emulation techniques for sandboxing DOS/DDOS, web containment Forensics, cryptography, PKI, CASB Operational security including access controls, data privacy, monitoring and logging Enterprise Description: Key contributor in creation, development and management of systems engineering activities. Interfaces with business areas to ensure all initiatives support business strategies and goals. Supervises, guides and provides technical support and training to the engineering staff and assists the Tech Mgr in the review and evaluation of the work of the staff, planning, organizing and controlling the activities of the section and in the development of the overall project plans and timetables. Responsible for staffing, performance management and compensation decision making. Typically 7-10 years of systems engineering experience. Qualifications Subject matter expertise proxy, load balancer, DNS, DHCP, firewall, IDS, IPS, SSL off loader, malware Expertise in planning, designing, and implementing enterprise-level network security technologies Expert understanding of network protocols Hands on security troubleshooting, network-based forensics, and proficient with packet analysis tools like Wireshark, Opnet, etc Experience with root cause analysis, risk mitigation, security assessments, analysis of security threats, trends and architecture preferred Programming/scripting experience (Perl, Python or Golang) Knowledgeable on network management and monitoring tools (HP NNMi, Syslog, Splunk, Entuity, Tivoli ITM, HPNA, Cisco CMCS, Netscout) Excellent written and verbal communication. Ability to present at an executive level Experience managing large, globally dispersed teams of engineers 7-10+ years network engineering and/or technology management experience B.S. degree in Information Technology or Computer Science (Masterâ€™s degree preferred) Proven ability to manage short and long term engagements with multiple project tracks and teams Ability to interact with clients at all level, from the C-Level to IT individual contributor Firm understanding of IT Service Management processes, ITIL Certification preferred Posting Date: 06/13/2016 Location: US-TX-Richardson Travel: Yes, 5 % of the Time Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Network Security Engineer,"Job description Make Bank of Americaâ€™s network fast, reliable and agile for millions of our customers. The Network Integration team combines network engineering and systems development to build and operate one of the worldâ€™s largest enterprise networks. We need creative engineers and technologists to help us build and manage the first lines of defense for the bank as well as advance the processes and monitoring capabilities that enable us to respond to events. Our ideal candidate should have a vision on how to compose traditional and non-traditional approaches to solve problems and achieve our goals. In addition to our transformational mission, the Network Integration team routinely works on functions related to: capacity management, technology lifecycle, deployment, regression testing and configuration management. We collaborate with our Engineering teams to control the release of new services and partner with our NOC teams to solve issues impacting the bankâ€™s users and services. Key Responsibilities Create designs based on industry best practices, engineering standards and security principles Ensure security controls are implemented and operating effectively as part of solutions delivery Articulate and defend security positions Lifecycle management â€“ code upgrades, vulnerability patching and EOL replacement programs Engineer service request fulfillment processes Create detailed implementation plans and runbooks for downstream execution teams Collaborate with engineering and operations teams from service design through operations transition process for new services Perform design validation and QA testing of new services to ensure successful production deployment Manage the capacity and availability of the security infrastructure Manage System of Record (SOR) for all network assets Liaise with Information Security partners to enforce compliance with all bank standards Review of all capacity metrics to ensure availability of all services Core Technologies in Scope Perimeter Security (Checkpoint firewalls, Juniper Firewalls, IDS/IPS systems such as Tipping Point, Arbor, ISS, Imperva), Proxy and Malware-mitigation (BlueCoat, Radware, FireEye), Threat detection and data leakage protection (Network DLP/Vontu/Symantec, Guardium. Imperva, StealthAudit) IDS/IPS, e.g. Tipping Point, Imperva, IBM, Arbor PeakFlow, Web Application Firewalls, like Citrix. Solid Understanding of Security Concepts Exploit, backdoors, C&C Static, dynamic inspection, sandboxing Emulation techniques for sandboxing DOS/DDOS, web containment Forensics, cryptography, PKI, CASB Operational security including access controls, data privacy, monitoring and logging Enterprise Description: Leads and/or participates in the design, development, and implementation of complex system engineering activities involving cross-functional technical support, systems programming and data center capabilities. Responsible for components of highly complex engineering and/or analytical tasks and activities. Establishes input/output processes and working parameters for hardware/software compatibility, coordination of subsystems design, and integration of total system. Viewed as a technology subject matter expert; able to provide and communicate complex technology solutions across differing audiences including technical, managerial, business executives, and/or vendors. Will have responsibility for multiple, complex projects; will direct activities of teams related to special initiatives or operations and may have direct reports. Leads the resolution process for complex problems where analysis of situations or data requires an in-depth evaluation of various factors. Exercises judgment within broadly defined practices and policies in selecting methods, techniques, and evaluation criterion for obtaining results. Information Technology degree and/or technology certifications preferred or substantial equivalent experience. Typically 7-10 years of IT experience. Qualifications Subject matter expertise proxy, load balancer, DNS, DHCP, firewall, IDS, IPS, SSL off loader, malware Expertise in planning, designing, and implementing enterprise-level network security technologies. Expert understanding of network protocols. Hands on security troubleshooting, network-based forensics, and proficient with packet analysis tools like Wireshark, Opnet, etc Experience with root cause analysis, risk mitigation, security assessments, analysis of security threats, trends and architecture preferred. Programming/scripting experience (Perl, Python or Golang) Knowledgeable on network management and monitoring tools (HP NNMi, Syslog, Splunk, Entuity, Tivoli ITM, HPNA, Cisco CMCS, Netscout) Excellent written and verbal communication. Ability to present at an executive level. Experience managing large, globally dispersed teams of engineers 7-10+ years network engineering and/or technology management experience B.S. degree in Information Technology or Computer Science (Masterâ€™s degree preferred) Proven ability to manage short and long term engagements with multiple project tracks and teams Ability to interact with clients at all level, from the C-Level to IT individual contributor Firm understanding of IT Service Management processes, ITIL Certification preferred Posting Date: 06/13/2016 Location: US-NY-New York Travel: Yes, 5 % of the Time Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Technology applications Engineer Lead Consultant,"Job description Provide leadership and deep technical expertise in all aspects of solution design and application development for specific business environments. Focus on setting technical direction on groups of applications and similar technologies as well as taking responsibility for technically robust solutions encompassing all business, architecture, and technology constraints. May be responsible for coordinating teams to accomplish development in a matrixed organization. Typically requires 5-7 years of experience Qualifications Responsibilities: Design, Develop & Prototype iOS native customer applications for phones and tablets for internal and external use Participate in full app life-cycle: concept, design, build, deploy, test and release to app store. Work with product teams on new product ideas, designs, prototypes and estimates. Keep up-to-date on current and upcoming features in relevant products and platforms Drive a best practices approach to the continuous improvement of our products, processes, and tools. Write and maintain documentation for all features in development Required Skills: Demonstrated interest in technology, technology-related issues and analytical analysis High performance and standards as demonstrated by academic or previous job experience Effective collaborator with both non-technical and technical team members Motivated self-starter with a high attention to detail XCode 7.2, Objective C, iOS9, JSON, restful apis, Jenkins, Quality Center and Perforce Ability to thrive in a fast-paced, team-based environment Strong written and verbal communication skills B.S. or greater Computer Science, related field, or commensurate practical experience Over 5+ years of hands-on experience developing applications in any mobile platforms Strong mobile UI design and implementation experience, including prototyping A rock solid understanding of object-oriented design patterns Experience with multithreading, memory management and caching mechanisms specific to mobile devices Bank of America will consider for employment qualified applicants with criminal histories consistent with San Francisco ordinance 17-14 and federal law applicable to Bank of America. Posting Date: 06/13/2016 Location: US-CA-San Francisco Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Risk Technology Consultant,"Job description Is an architect, engineer, designer, subject matter expert developer, or business expert/analyst supporting technology solutions for Risk Management. Has deep knowledge of business functions and is experienced in their profession. Is an experienced thought leader in technology, business, or operations and supports senior technology or business leaders in determining the current direction in their area of expertise. Utilizes knowledge of technological alternatives, business requirements, and business environments to support or maintain technology solutions. Provides management and guidance to support achieving business objectives. May have budgetary responsibility but does not have staff mgmt responsibility. Has specific experience or skill sets to perform role. Typically requires 4-7 years of applicable experience. Qualifications Required Skills Domain knowledge of the Enterprise Independent Testing area Strong business analysis skills High Level design & use case analysis SQL Query & data analysis of complex interrelated data entities Excellent communication skills written & oral, ability to build consensus with varied stakeholders Education required Bachelorâ€™s Degree (Computer Science, Information Systems Minimal Experience Required 5+ years Posting Date: 06/13/2016 Location: US-NC-Charlotte Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Applications Developoment Program Team Lead - .Net Tech Lead,"Job description Responsible for team level contributions to overall application development efforts within portfolio application(s); These application program solutions may involve diverse development platforms, software, hardware, technologies and tools. Provides technical direction and oversight on creation of applications from E2E (end to end) perspective. Ensuring systems design, business requirements, and architecture of solution is well understood by involved parties and responsible for overall delivery of software products. Manages applications/ development projects, or complex initiatives of an area of the development function. Will not have direct reports but may lead projects and direct activities of a team related to special initiatives or operations Typically requires 7-10 years of applicable experience. Qualifications Description â€“ Technology Delivery Lead for Global Corporate Services. Responsible for leading development teams of 10 or more developers on multiple initiative projects, while adhering to enterprise change, architecture, and team coding standards. Will need to fully understand requirements for each project, participate in review meetings, lead the creation of design documentation, lead the team during the build phase, perform code reviews, evaluate team talent and assign tasks accordingly, perform unit testing, and provide weekly status reports at portfolio review meetings. Required Skills Responsible for leading development teams of 10 or more developers on multiple initiative projects while adhering to enterprise change, architecture, and team coding standards. Will need to fully understand requirements for each project, participate in review meetings, lead the creation of design documentation, lead the team during the build phase, perform code reviews, evaluate team talent and assign tasks accordingly, perform unit testing, and provide weekly status reports at portfolio review meetings MVC, ASP.NET, C#, HTML5, JQuery, JavaScript, LINQ, Bootstrap, XML, XSL, SOAP, JSON, APIs, Web Services, Telerik Kendo UI, TSQL, TFS, Entity Framework, AJAX, Leadership (team lead), Agile, Waterfall. Minimal Experience Required 10+ Years Posting Date: 06/13/2016 Location: US-NC-Charlotte Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Applications Program Consultant - Sr Java Develper,"Job description Develops, enhances, debugs, supports, maintains and tests software applications that support business units or supporting functions. These application program solutions may involve diverse development platforms, software, hardware, technologies and tools. Participates in the design, development and implementation of complex applications, often using new technologies. May provide technical direction and system architecture for individual initiatives. Serves as a fully seasoned/proficient technical resource. Will not have direct reports but may lead projects and direct activities of a team related to special initiatives or operations. May have responsibility for a project and project budget. May collaborate with external programmers to coordinate delivery of software application. Routine accountability is for technical knowledge and capabilities. Works under minimal supervision, with general guidance from more seasoned consultants. Typically requires 5-7 years of experience. Qualifications Required Skills: 5-7 years of application programming experience Must have excellent software design and documentation skills Must be able to handle multiple tasks and adapt to a constantly changing environment Must have excellent organization skills Ability to debug applications Experience with the development models and software development lifecycle (SDLC) model Able to communicate effectively across varied areas including technology, business units and senior leadership Ability to work on multiple projects concurrently Desired Skills: Six Sigma experience Senior Java Developer for the Enterprise Address Repository. Key developer on system working on multiple initiative projects which span multiple years, while adhering to enterprise change, architecture, and team coding standards. Will need to fully understand requirements for each phase of project, participate in review meetings, creation of design documentation, mentor team during the build phase, participate in code reviews, evaluate team talent and assign tasks accordingly, perform unit testing, and provide weekly status reports at portfolio review meetings. Required Skills Key developer on system working on multiple initiative projects which span multiple years Knowledge of enterprise change, architecture, and team coding standards Will need to fully understand requirements for each phase of project Participate in review meetings Creation of design documentation Mentor team during the build phase Participate in code reviews Evaluate team talent and assign tasks accordingly Perform unit testing Provide weekly status reports at portfolio review meetings Core Java, J2EE, HTML5, PL/SQL Toad, XML, SOAP, JSON, Web Services APIs, JSP, JAR, WAR, EAR SubVersion, Leadership (team lead) Agile & Waterfall experience Minimal Education Bachelor degree Minimal Experience Required 5 + Years experience in similar role 8+ yrs Java experience 8+ yrs .Net experience Posting Date: 06/13/2016 Location: US-NC-Charlotte Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Systems/Software Quality Assurance Team Manager - Test Manager,"Job description Manages a Quality Assurance (QA) team within T&O. Manages associates and is responsible for hiring, termination, and performance management. Manages systems and/or software QA associates to ensure standard quality practices/processes are followed and/or manages associates responsible for the design and execution of test plans and procedures for acceptance testing of new or modified applications and/or systems in an environment of diverse development platforms, computing environments, software, hardware technology and tools, etc. These responsibilities extend to development, maintenance, and enhancement of QA standards and procedures within a line of business or technology function. The QA Manager provides management oversight, scheduling, and training coordination for QA activities performed by the QA Team in support of systems and software projects. Has significant interaction with business areas, engineers, software developers, architects, vendors and operations in determining whether systems and system com ponents, including hardware, networks, system software, tools, and applications are appropriate and/or ready for implementation. Provides support framework for development teams and business areas in the area of quality control and the development of new or revised applications. Responsible for staffing, performance management and compensation decision-making. May be responsible for the establishment of automated test plans and scripts. Typically requires 5-7 years of applicable experience. Qualifications Required Skills 7 â€“ 10 years of software testing experience 6 + years of test automation experience with industry leading test automation tools (QTP/TOSCA/Selenium/other) Knowledge of test engineers both at onshore as well as offshore Object oriented programming experience Demonstrated experience leading design and development of multiple test automation frameworks Experience automating end-to-end (aka â€œhands-freeâ€ù) integration and functional testing processes Clear understanding of software development life cycles and testing processes Experience with of project management tools such as ALM, JIRA, and Rally Ability to drive solutions to challenging enterprise-wide problems Experience working with globally distributed teams Excels in a dynamic environment with minimal supervision Proven track record as trainer/coach/mentor to junior resources Experience in application development Experience with multiple development and deployment platforms/technologies: Java, .Net, C++, Web, Mobile, and Mainframe Familiarity with modern development approaches like Agile/SCRUM/Lean Financial Industry experience Minimal Education Bachelors degree in Computer Science or applicable work Minimal Experience 7 â€“ 10 years of software testing experience 6 + years of test automation experience (QTP/TOSCA/Selenium/other) Posting Date: 06/13/2016 Location: US-NJ-Pennington Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Sr. Java Developer with Hadoop Experience,"Job description Develops, enhances, debugs, supports, maintains and tests software applications that support business units or supporting functions. These application program solutions may involve diverse development platforms, software, hardware, technologies and tools. Participates in the design, development and implementation of complex applications, often using new technologies. May provide technical direction and system architecture for individual initiatives. Serves as a fully seasoned/proficient technical resource. Will not have direct reports but may lead projects and direct activities of a team related to special initiatives or operations. May have responsibility for a project and project budget. May collaborate with external programmers to coordinate delivery of software application. Routine accountability is for technical knowledge and capabilities. Works under minimal supervision, with general guidance from more seasoned consultants. Typically requires 5-7 years of experience. Qualifications Responsibilities: Build Hadoop and Java solutions as part of the Fraud Technology application development team. Act as a technical lead and mentor more junior resources. Use Fraud Technologies experience to drive project work and design solutions. Must be comfortable working in an Agile environment. Required Skills: Java Developer with Hadoop Skills Solid understanding on OOP languages and must have working experience in core java development. Knowledge of Hadoop and the Hadoop ecosystem required - Proven experience within CLOUDERA Hadoop ecosystems (MR1, HDFS, YARN, Hive, HBase, Sqoop, Pig, Hue, etc.) is preferred. Knowledge of any one of the scripting languages, such as Shell Scripting or PERL etc., is essential for this position. Experience with relational and non-relational databases required with Pig, Hive a plus Excellent problem solving skills, willingness to take ownership and risks, and enthusiasm in the face of technical challenges Strong communication, technology awareness and capability to interact work with senior technology leaders is a must Good knowledge on Agile Methodology and the Scrum process. Must have a Bachelor/Masters degree in Computer Science or Software Engineering with at least 8+ years experience in Software Development Posting Date: 06/13/2016 Location: US-DE-Newark, US-NC-Charlotte Travel: Yes, 5 % of the Time Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Programmer Professional MKTS- Chicago - IL,"Job description Responsible for developing, enhancing, modifying and/or maintaining applications in the Global Markets environment. Software developers design, code, test, debug and document programs as well as support activities for the corporate systems architecture. Employees work closely with business partners in defining requirements for system applications. Employees are expected to have in-depth capital markets product knowledge, and manage a high level of risk. Employees typically have in-depth knowledge of development tools and languages. Is clearly recognized as a content expert by peers. Individual contributor role. Typically requires 5-7 years of applicable experience. This job code is only to be used for associates supporting Global Markets. The candidate will participate in most phases of the software development life cycle including story writing and estimation, design, development, test planning, test automation, and deployment. Role will be business facing and require strong communication skills as well as the ability to act as BA/QA/Developer working closely with the multiple line of businesses. As a successful candidate must: Be able to demonstrate proficiency with excel and python and a reasonable subset of the following: C sharp, C++, SQL, UNIX, and Perl/Python. Have a proven ability to solve problems with technology, be comfortable with working across multiple systems and potentially using multiple programming languages and technologies, be organized and remain productive even when you have multiple deliverables. Qualifications Required Skills: Experience in Elastic stack â€“ Elasticsearch, Logstash, and Kibana Experience with PHP, Python, Perl and Java with MySQL and PostgreSQL databases Familiar with Apache and Nginx configurations and Linux systems Pipeline developer Posting Date: 06/13/2016 Location: US-IL-Chicago Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift Weekly Schedule: Monday - Friday: 8am - 5pm"
Specialist-Info Security Engr - Charlotte - NC,"Job description Key individual contributor, with accountability for researching, designing, engineering, implementing, and supporting information security & directory technology systems (software & hardware). Utilizes in-depth technical knowledge and business requirements to design & implement secure solutions to meet customer / client needs while protecting the Bank's assets. Develops and implements security standards, procedures, and guidelines for multiple platforms and diverse environment (e.g. client server, distributed, mainframe, etc.). Exercises judgment within broadly defined practices and policies in selecting methods, techniques, and evaluation criterion for obtaining results. Work leadership may be provided by assigning work and resolving problems. Typically 5-7 years of IT experience. Position will be a member of the Cyber Forensics team. As a Cyber Forensics Investigator, you will be responsible for conducting investigations dealing directly or indirectly with information security, human resources, legal, regulatory, etc. both internal and external to Bank of America. Qualifications Required Skills Bachelor's degree in Computer Science and/or a Bachelor's degree in Criminal Justice or related field. 5 or more years experience in Computer Forensics. EnCase Certified Examiner. Strong written and communication skills. Work with technical and non-technical teams. Work in a fast paced environment. Ability to work independently on initiatives with little oversight. Voracious learner of new technology. Strong analytical skills/problem solving/conceptual thinking. Desired Skills: Scripting (Python, Perl, etc.) a plus. Information Security Knowledge (risk, vulnerabilities, threats, etc.). Proficient with forensic tools (EnCase, FTK, X-Ways, etc.). Posting Date: 06/13/2016 Location: US-NC-Charlotte Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift Weekly Schedule: Monday - Friday: 9am - 5pm"
Corporate Treasury Metadata Manager,"Job description Manages a function or unit within the technology environment. Manages multiple functions or areas within the technology environment. Manages associates and is responsible for staffing, coaching, performance management and provides input to compensation decision-making. Responsible for a function that develops, maintains and supports multiple systems or applications including their ongoing service delivery and/or operation. Responsible for own resources within multiple technology projects or within a small number of larger or more complex ones. Responsible for instructing, directing, and checking the quality and timeliness of other systems professionals. IT degree preferred or substantially equivalent experience. Typically requires a minimum of 5-7 years of applicable experience. Qualifications Required Skills Bachelor's Degree 5+ years of proven experience in Metadata or Data Management Demonstrated strong skills and knowledge of metadata concepts, architecture, and tools Advanced Excel, SQL, Modeling, Data Manipulation skills and understanding of database architecture Ability to analyze complex data issues and determine appropriate solutions Strong verbal and written communication skills, taking complex information and communicating succinctly across various levels of the organization Attention to detail and consistently meets or beats deadlines Comfortable functioning in a highly-dynamic, ever-changing environment with ability to manage multiple responsibilities simultaneously Posting Date: 06/10/2016 Location: US-NC-Charlotte Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Python Developer,"Job description Responsible for developing, enhancing, modifying and/or maintaining applications in the Global Markets environment. Software developers design, code, test, debug and document programs as well as support activities for the corporate systems architecture. Employees work closely with business partners in defining requirements for system applications. Employees are expected to have in-depth capital markets product knowledge, and manage a high level of risk. Employees typically have in-depth knowledge of development tools and languages. Is clearly recognized as a content expert by peers. Individual contributor role. Typically requires 5-7 years of applicable experience. This job code is only to be used for associates supporting Global Markets. Qualifications Minimum 8-10 years of total hands-on programming experience. At least 4-5 years of extensive hands-on experience in Python. Experience in Quartz like platform would be a big plus. Good knowledge or development experience with other programming languages like Scala, Java, C# would be a definite plus. Investment Banking experience is desirable. Experience in database system like Sybase, Oracle, MS-SQL, My-Sql (atleast one). Test-driven development, exposure to messaging technologies (IBM-MQ, AMPS, Tibco) is a plus but not required. Posting Date: 06/10/2016 Location: US-NY-New York Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Senior Data / Business Analyst,"Job description Data Business Analyst BAML is seeking an experienced Business Analyst to join the Global Markets Technology Data Management team. Responsibilities Apply domain knowledge in determining end to end design requirements for large projects involving line of business, operations and software developers. Work closely with business partners to define strategies for technical solutions, determine requirements, and develop functional designs based on the analysis of line of business needs, objectives and existing systems infrastructure. Drive and participate in design, development and implementation of large and complex enterprise wide applications. Work closely with developers and testers to ensure requirements and functional designs are translated accurately into working solutions and that test plans and scripts serve customer needs. Manage projects including responsibility for a project and project budget. Work under minimal supervision on enterprise wide projects requiring creative solutions. Skills and Experiences Knowledge of Global Markets businesses, products, and business processes, including trade lifecycle. Knowledge of major Global Markets regulatory regimes e.g. MiFID1/2, Volcker, OATS, Dodd-Frank, etc. Strong written and verbal communication skills; ability to communicate technical and quantitative information to non-specialist audiences in a clear, precise, and actionable manner General Description: Applies technical knowledge in determining end to end design requirements for large projects involving line of business, software/hardware developers and vendors. Work closely with business partners to define strategies for technical solutions, determine requirements, and develop functional designs based on the analysis of line of business needs, objectives and existing systems infrastructure. Drives and participates in design, development and implementation of large and complex enterprise wide applications, often using new technologies. Work closely with developers and testers to ensure requirements and functional designs are translated accurately into working technical designs and that test plans and scripts serve customer needs. May manage projects including responsibility for a project and project budget. Works under minimal supervision on enterprise wide projects requiring creative solutions. IT degree preferred or substantially equivalent experience. Typically requires a minimum of 5-7 years of applicable experience. This job code is only to be used for Employees supporting Global Markets. Qualifications Requirements â€¢ Bachelors degree in a relevant technical / business field â€¢ At least 4 years experience in financial services, with knowledge of capital markets products and business processes. Posting Date: 06/10/2016 Location: US-NY-New York Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift Weekly Schedule: M-F 8:30am - 5:30pm"
Oracle Developer,"Job description Following established written procedures, guidelines and techniques, develops, enhances, modifies and/or maintains applications that support business units or support functions in the Global Markets environment. Software developers design, code, test, debug and document programs. Awareness of business or function for which application is designed. Individual contributor role; fully competent to work under general direction on complex projects usually on specific assigned problems, and seeks guidance and direction from more senior associates or manager, as needed. Typically requires 3-5 years of applicable experience. This job code is only to be used for employees supporting Global Markets. Qualifications - Be able to determines database structural requirements by analyzing client operations, applications and business process. - Extensive experience with development of the database stored procedures, packages, ETL, views and functions on Oracle DB. - Must have working experience with wide-range of data technologies - relational, columnar, object DB and HDFS. - Can Identify inefficiencies in current databases, optimize queries and investigate solutions. - Must have expert skills in building on-demand data processing system. - Can handle fast-paced development schedules and be productive in an agile process - Python experience is a plus. - Have an advanced degree in a mathematical, computer science or engineering field - Have graduated from a top university, - Can be self-directed with mentoring from a senior associate - Be a â€˜hands onâ€™ coder - Understand optimizing code processes and functions - Be able to work with a team of like-minded high-caliber developers. - Understand the concept and benefits of firm-wide open source repositories - Must possess solid communication skills. Posting Date: 06/10/2016 Location: US-NY-New York Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
"Analyst - QA Tester (Online Banking Technology)- Charlotte, NC","Job description Line of Business Job Description: Candidate will be part of a Lean-Agile team and will conduct end-to-end testing on applications and technology, to ensure that business, technical, functional requirements are being met throughout the SDLC. Executes test scripts based upon test strategy/plans in an effort to identify defects prior to production. Tests may be manual, automated or both. May also include Production Certification which requires manual/automated scripts be executed to certify production health and/or identify post-production defects. Enterprise Job Description: Assists team in conducting end-to-end testing on applications and technology, to ensure that business, technical, functional requirements are being met throughout the SDLC. Prepares and executes test scripts based upon test strategy/plans in an effort to identify defects prior to production. Tests may be manual, automated or both. May also include Production Certification which requires manual/automated scripts be executed to certify production health and/or identify post-production defects. Test analyst is responsible for defining the test strategy and approach. Qualifications Required Skills* - Min 3 to 5 years of experience - Agile work experience (including demonstrated experience with some sort of Agile workflow tool) - Experience writing test scripts and test plans - Demonstrated experience in test script execution and tracking - Defect entry and tracking experience - Testing progress reporting - Front end system and back end system experience - Manual tester - Experience testing in multiple browsers, mobile devices - Experience with Saucelabs and Perfecto - Ability to work quickly within tight cycle times - Financial services experience a plus Posting Date: 06/10/2016 Location: US-NC-Charlotte Travel: Yes, 10 % of the Time Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
Team Mgr - Apps Prog,"Job description Enterprise Role Overview: Manages a function or unit within the technology environment. Manages application programmers and makes all decisions on personnel actions including staffing, performance management and compensation decision-making. Supports systems through maintenance, modification, problem resolution to support ongoing delivery of services and/or operations. Formulates/designs systems scope and objectives for the applications/development of a major project or multiple lesser projects. Responsible for instructing, directing, and checking the quality and timeliness of other systems professionals. Works on most difficult or complex systems. May provide expertise in determining the strategic technical direction and system architecture for initiatives. Provides training and technical assistance to more junior associates. Typically requires 5-7 years of applicable experience. Job Description: This individual will be a manager of the ECF Shared Services Platform Development COE. He/she will be responsible for managing team and helping the team on their daily deliverables. This would include understanding and contributing to overall planning, monitoring and progress against the plans. Resolving issues and problems in the software development lifecycle. He/she will be responsible for working with other teams to deliver the artifacts and code; creating design specs, testing, must be proactive to identify design issues, experience working with clients to review requirements and discuss potential issues. You should be comfortable with working in a Global Delivery Model. Responsibilities: Designing and building integrations supporting standard data warehousing objects (type-2 dimensions aggregations, star schema, etc.) Writing complex queries, stored procedures, functions, packages and triggers. Work with advanced concepts such as materialized views and partitioned tables, etc. Performance tuning of end-to-end integration processes within Informatica sequencers or in the source/target database endpoints as needed. Collaborate with the ETL team on solutions. Ability to communicate effectively orally and in writing, to design, develop, test, debug and maintain application programs. Must be able to work independently, while guiding and assisting other development team members as needed. Strong problem solving, analytical and interpersonal skills. Communicate and coordinate with various project stakeholders and project teams offshore. Qualifications Required Skills: 10+ years of experience - large global companies, preferred. 5+ years of ETL Informatica development experience using Informatica 9.x and Oracle 10g/11g using industry best practices. Oracle development experience, with hands-on experience in DDL/DML. Strong SQL skills in Oracle 10g/11g - Sub-queries, utilize inner/outer joins, SQL case statements and analytic Experience in Informatica partition concepts Experience working through an entire Software Development Lifecycle. Hands-on experience in performance tuning Knowledge of Unix shell scripting - AIX or Linux Knowledge of reusable components - mapplets, source/targets and advanced transformations Desired Skills: Strong implementation/project management experience Excellent understanding of data warehousing concept Experience in any of scheduling tools - Tivoli, Autosys, Ctrl-M Posting Date: 06/10/2016 Location: US-TX-Plano Travel: No Full / Part-time: Fulltime Hours Per Week: 40.00 Shift: 1st Shift"
