"jobs_title","jobs_requirement"
"Leadership Program Coordinator","Description
National
Program Governance for Consumer Ops Leadership Programs administered through
the O&T Leadership Development Group (U2O Leadership Development. C13/C14
Rotational Program, FWIT N Texas)
Provide
strategic thought leadership, program planning and execution in aligning
leadership development with internal talent pipelines
Drive
reporting metrics and engage Executive Leadership in the advancement of program
goals and objectives
Provide
overall strategy for Recruiting, Development, Rotations, and Financial Impact
Engage
with leadership, alumni and participants across sites to enhance program and
develop future leaders
Oversee
rotational assignments and facilitate talent calibrations with Line Director
(LD) Rotation Managers
Ensure
consistent program delivery and talent development across NAM
Aggressively
market high potential human capital and facilitate placement within our
organization. Serve dual role as both Project and Program Manager in charge of
developing, executing, and branding a best-in-class talent development model.
Responsible
for the re-design and relaunch of the Global O&T U2O Leadership Development
Directly
manage all program F2F development conference and event marketing efforts from
pre-event planning to post-event evaluation
Oversee
participant training and development throughout duration of program
Strategically
drive relationship building and partner engagement while overseeing volunteer
recruitment, training and school outreach for Women in IT North Texas
Visits middle schools, high schools, and
colleges, speaks to groups and individual students, and meets with school
counselors and administrators to promote outreach activities.
Manages and coordinates community workshops,
and recruitment efforts; arranges visits and tours for prospective students.
Serves independently as the point person for
internal coordination of university student recruitment and development.
Coordinates and implements various
recruitment programs and marketing strategies for programs and special events
relating to targeted juniors.
Prepares reports and proposals, and responds
to inquiries from senior leadership.
Participates
in the development of operating goals and objectives for the unit; recommends,
implements, and administers methods and procedures to enhance program.
Creates,
packages, monitors and distributes resource materials for student recruitment
and retention programs; manages mentorship programs; analyzes trends in
recruitment and retention programs; develops strategies for program evaluation.
Building
Learning & Leadership Development Strategy and Programs that support/link
to the achievement of our Growth Strategy.
Executing
a needs assessment of key capability strengths and gaps, core competency
development, building programs to link with those core competencies that build
leader capability and ensuring all programs link to business strategy with a
clear ROI and impact.
Working
with senior executives to develop the overall strategy, and to involve them in
the development and delivery of the curriculum.
Identification
of key training partners (vendors, consulting firms, universities, etc.) to
assist with curriculum design and delivery.
Management
of all aspects of the training partner relationship, including RFP’s, vendor
selection, vendor management, program design, program evaluation.
Working
with the company’s top leaders to build a culture of high performance,
development and accountability for talent development.
Creates communications
programs that effectively describe and promote the organization and its
products including graphics, brochures, company or product fact sheets, logos,
or other promotional products.
Researches and develops
content for publication of programs.
Prepares presentations and/or speeches geared towards senior leaders and
program participants.
Qualifications
Previous
track record that demonstrates successful relationship development and
management.
Experience
handling multiple projects concurrently and consistently meeting project
deliverables/deadlines.
Strong
management, interpersonal, influence, negotiation, organization and
communications skills.
Ability
to motivate, engage and energize people.
Ability
to lead through change and exercise strategic agility.
Demonstrative
understanding of technical areas, context and content.
Ability
to partner, delegate and deliver results
Ability to gather data, compile information,
and prepare reports.
Ability to make administrative/procedural
decisions and judgments.
Organizing and coordinating skills.
Ability to use independent judgment and to
manage and impart confidential information.
Ability to develop and deliver presentations.
Ability to work effectively with diverse
populations.
Ability to communicate effectively, both
orally and in writing.
Skill in examining and re-engineering
operations and procedures, formulating policy, and developing and implementing
new strategies and procedures.
Ability to plan and evaluate programs.
Program planning and implementation skills.
Knowledge of student recruitment and
retention issues.
Ability to develop, plan, and implement
short- and long-range goals.
Skill in the configuration and use of
computerized database programs.
Ability to provide leadership and guidance to
administrative support staff and/or students.
Work
closely with senior management team across the enterprise to identify and
anticipate learning needs of the front-line and senior level leaders.
Partner
with other leaders in Leaning & Leadership Development team to ensure
integration with other core talent programs, curriculum and concepts.
Lead,
design and implement leader rotational programs for continuous growth and
succession planning.
Advise
leadership team on development planning for high-potential employees.
Coach
the business on how to recruit, develop, grow and retain current and future
leaders.
Conduct
needs assessments within the subsidiaries to evaluate current skills against
business objectives, and develops programs to close gaps.
Assist
in selecting, building and maintaining relationships with, and overseeing
outside developmental resources for the organization.
Enable
change management efforts and organizational planning at the company level to
position our company's sustainable future growth.
Manage,
monitor and ensure performance to budget.
Develop
measures, benchmarks, or scorecards to monitor the effectiveness of leadership
development efforts; apply these measures to drive progress in talent
management and retention.
Designs
and incorporates effective communication and feedback methods for leadership
development curriculums.
Consistently
assess and measure training and development programs to ensure they are
relevant to the needs of the changing business
Primary Location: United States,Texas,Irving
Education: High School Diploma/GED
Job Function: Technology
Travel Time: Yes, 25 % of the Time
Job ID: 16038092"
"Apps Support Manager (ICG Technology)","Description
Citibank, N.A. seeks a Apps Support Manager (ICG Technology) for its New York, New York location.
Duties: Provide technical application support to the equities electronic execution business; resolve production issues and implement new systems and functionality. Solve technical problems with equities electronic trading systems, including Financial Information eXchange (FIX) client connectivity, algorithmic trading, Direct Market Access (DMA), and dark pool crossing engine. Use Linux to support equities electronic execution systems. Maintain application data stored in Sybase database and use SQL to program scripts to retrieve data. Use Perl and Linux shell scripting to automate repetitive tasks and build tools to monitor system health, improve stability and efficiency in the production environment. Support user system queries, solve coding inefficiencies, and recommend and enhance Citi’s global automated application monitoring systems while communicating with business and technology areas on issues or outages.
Qualifications
Requirements: Must have a Bachelor’s degree in Computer Science, Engineering (any discipline), Finance or a related field and 5 years of progressive post-baccalaureate experience as an equities application support engineer or a closely related role. Experience must include: Equities electronic execution; Financial Information eXchange (FIX) protocol; Automated application monitoring skills; ITRS; Perl and Linux shell scripting; Linux operating system; SQL; Sybase database. Qualified applicants submit resumes referencing job code EJ/ASMICG/BQ to Citigroup Recruiting Department, 3800 Citigroup Center Drive, Tampa, Florida 33610. Citigroup is an EOE Employer. This position is eligible for incentives pursuant to Citigroup’s Employee Referral Program. Direct applicants only.
Primary Location: United States,New York,New York
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16038088"
"IT Project Sr. Supervisor","Description
IT Project Sr. Supervisor
Qualifications
IT Project Sr. Supervisor
Primary Location: El Salvador
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 25 % of the Time
Job ID: 16025797"
"Application Development Group Manager","Description
Job Purpose:
As a leader of our Dublin Electronic Banking Channels Technology team, execute on our vision to provide a consistent Omni-channel client experience and common product feature set, achieved through innovative reusable frameworks and automation solutions. As a leader, you will be highly motivated, have proven leadership abilities and experience working with senior client stakeholders and enterprise solutions within the financial services industry.
You continuously improve relationships across the company and actively seek out innovative ideas and fresh thinking in order to develop them into strategic technical solutions that are commercially relevant to the business. You are an energetic and resourceful team player who can comfortably collaborate with product and technology groups, support functions, executive sponsors, partners etc.
Key Responsibilities: In this role, you will be handling the following (but not limited to) responsibilities:
•Stimulate innovation internally through collaboration in key Electronic Banking Channels initiatives.
•Monitor the team's overall progress, as well as proactively responding to any risks or issues, which may arise.
•Become a focal point of contact for all stakeholders throughout the lifecycle and work with internal and external partners to design, validate and deliver solutions with a commercial benefit for Citi.
•Manage multiple concurrent initiatives and projects of varying sizes and complexity, of cross-functional teams.
•Create new and maintain existing partner and vendor relationships.
•Effective upward and downward communication to key stakeholders.
•Manage project budgets, resource plans and deliver to plan.
Development Value: This role provides significant opportunities:
•You will gain significant experience of the technologies and businesses involved across Citi applications, giving you exposure to new and existing methodologies and systems as well as the opportunity to work with multiple teams around the globe.
•As the leader of Electronic Banking Channels in Ireland, and on the management team of the Global Electronic Banking Channels, you will have to opportunity to work with a team of highly motivated, flexible, smart and innovative leaders, managers and individuals.
•Exposure to newly released and upcoming technologies and the ability to positively contribute to the strategies of the business.
•By working within the senior leadership team of the Global Electronic Banking Channels group, you will be highly visible across Citi, and will have access to a get number of Citi’s executive management team.
Qualifications
Knowledge / Experience
•Experience in managing Managers, Architects, Development Leads, and Software Engineers across multiple locations.
•Experience in the financial industry experience ideally in payments, receivables, trade, and liquidity.
•Proven track record in innovation and delivering enterprise level solutions from initiation to production deployment.
•Experience of delivering complex programs involving multiple stakeholders across different geographical locations with a significant amount of uncertainty.
•Experience of applied research, experimental development and early design activities to validate/invalidate ideas would be beneficial.
Skills
•Creative problem solver comfortable with working in rapidly evolving landscape and uncertainty.
•Technologically strong and business savvy.
•Ability to collaborate effectively across diverse groups from senior stakeholders and clients to junior team members, including senior stakeholder management, project/program management, strategic thinking, tactical and operational solution provision, senior internal/external client interaction, risk management, and presentation and reporting skills.
Qualifications
•Extensive years of experience in a similar role.
•A bachelor’s degree or post-graduate qualifications.
•Experience working with innovative and emerging technology.
•Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.
Competencies
•Work effectively in cross-organizational situations and be enthusiastic about delivering quality solutions while working with world-class teams, processes and tools.
•Highly effective written and oral communication skills.
•Excellent organizational, program and project management skills.
•Demonstrate excellent technical knowledge and equally enthusiastic about business acumen.
•Promote teamwork and maintain effective communication within and across groups.
•Promote and drive continuous process improvement especially in code quality, testability and reliability
Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.
Valuing Diversity: Demonstrates an appreciation of a diverse workforce. Appreciates differences in style or perspective and uses differences to add value to decisions or actions and organisational success.
Citi is an Equal Opportunities Employer
Primary Location: Ireland,Leinster,Dublin
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16037627"
"Senior Java\ J2EE Developer","Description
Work on Investor Services global exception management initiatives as part of EGP program
Job Description:
8-10 years of hands on work experience in large scale projects in the Financial Industry.
Experience with high performance & high volume distributed enterprise systems in multi threading and data base performance tuning (hibernate).
Strong database development capabilities.
Knowledge of design methodologies; design of complex multi dimensional schema.
Display sound analytical, problem solving, presentation and inter-personal skills to handle various critical situations.
Ability to carry out adaptive changes necessitated by changes in Business Requirements and Technology.
Post Trade Processing Experience; Familiarity with Transactional costs of various securities, Trade Capture and Exception Handling.
Qualifications
Primary Skills: - Strong Core Java skills, Hibernate, Multi Threading, Transaction Management, Strong SQL/Data base.
Scala and Python is a plus, ASP.NET is a plus
Web Technologies - Ajax, SmartGwt, extJS, Angular UI, Kendo, Bootstrap.
Application Servers: - Weblogic 10.*, Websphere Application Development: - PL/SQL and Store Procedures with various data sources like Oracle, Sybase/Db2.
Exposure to Big Data technologies like Hadoop, Mongo DB, Cloudera, Platfora, etc is a plus
Caching Technologies (ehCache, Coherence), Unix Shell Scripting,
Experience with Grid computing technology is a plus
Qualifications :
Bachelor’s Degree in Engineering, Computer Science or Information Systems.
Master’s Degree in Engineering is a plus.
We thank all candidates for their interest, however, only those candidates under consideration will be contacted. Citibank Canada is an equal opportunity employer. Accordingly, we will make reasonable accommodations to respond to the needs of people with disabilities. Individuals who view themselves as Aboriginals, members of visible minorities, and disabled are encouraged to apply in confidence.
Primary Location: Canada,Ontario,Mississauga
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16015818"
"Apps Dev Sr. Programmer Analyst GWFO MIS","Description
About Citi
Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients.
Citi’s Mission and Value Proposition explains what we do and Citi Leadership Standards explain how we do it. Our mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. We strive to earn and maintain our clients’ and the public’s trust by constantly adhering to the highest ethical standards and making a positive impact on the communities we serve. Our Leadership Standards is a common set of skills and expected behaviors that illustrate how our employees should work every day to be successful and strengthens our ability to execute against our strategic priorities.
Diversity is a key business imperative and a source of strength at Citi. We serve clients from every walk of life, every background and every origin. Our goal is to have our workforce reflect this same diversity at all levels. Citi has made it a priority to foster a culture where the best people want to work, where individuals are promoted based on merit, where we value and demand respect for others and where opportunities to develop to are widely available to all.
This job description indicates the general nature and level of work expected from a Senior Programmer Analyst. It is not a comprehensive enumeration of all responsibilities and/or qualifications required.
Develop, optimize, and maintain moderate-to-complex data and web-based reporting solutions including creating tables, views, stored procedures, triggers, error handling, data presentation, summarization dashboards, drill-down reports, and other related components.
Work directly with stakeholders to understand reporting requirements and execute the solution by leveraging the tools and standards adopted within the organization.
Responsible for working with extremely large data sources from multiple platforms such as mainframe, SQL Server, Oracle, and Teradata.
Follow industry and departmental standards for code documentation and testing. Support group efforts for user documentation, guides, peer code reviews, user acceptance testing, and technical assistance.
Partner with Solution Architect to create overall project design and assist with sizing and dividing work into development iterations.
Establish and maintain mentoring relationships with junior-level developers.
Provide assistance, as needed, for on-call issues, incidents, and support.
Other duties as required and assigned by leadership.
Qualifications
BA/BS degree with 2+ years of relevant experience in a reporting, development, or analytical capacity OR 4+ years of equivalent, relevant experience.
Intermediate- to advanced-level technical skills in the following areas:
ASP.NET (C#) web development.
Developing and optimizing reporting solutions using Microsoft SQL Server Reporting Services (SSRS) to author, manage, and deliver dynamic, interactive, drill-down web-based reports.
Web development technologies such as IIS, CSS, JavaScript, JQuery, HTML5, MVC, web services, and Bootstrap.
Advanced T-SQL and SSIS abilities in SQL Server 2012+. Experience with SSAS is considered a plus.
Comparable development experience with other data warehouse environments (e.g. Oracle) will be considered.
Demonstrated understanding of various software development lifecycles (e.g. Waterfall, Agile, etc.) and industry best practices.
Proven track record of successfully working in a team-based development environment with the ability to establish and maintain strategic relationships with peers, project managers, and other constituents and adjust priorities and scopes of work as needed.
Excellent verbal and written communication skills with the ability to interact professionally colleagues, managers, and other key stakeholders.
Demonstrated problem solving and analytical skills with the ability to effectively conduct root cause analysis.
Commitment to continuing education, professional development, and awareness of emerging development technologies.
Primary Location: United States,Florida,Jacksonville
Other Location: United States; United States,South Dakota,Sioux Falls; United States,Texas,San Antonio; United States,Texas,Irving; United States,Tennessee,Gray
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 10 % of the Time
Job ID: 16018070"
"Developer","Description
Job Title: Senior Developer
Work Location: Pune, India
Office: Citi Technology Center
Grade/Level: C11
Reporting to: Rai, Dipon
Address: SEZ-EON IT Park, Kharadi, Pune, M.H. 411014
Job Description
Job Purpose:
The Application Senior Developer role will be responsible for Development Support, Manage Projects, and liaise with our partners in technology, product and operations. Manage problem resolution and track defects delivery from the product vendor.
Key Responsibilities
The successful candidate will be responsible for:
Provide Project Management
Study and understand business functions, requirements and operational objectives
Gather and analyze user requirements, review BRDs, functional/technical specs and recommend system solutions and controls
Evaluate output requirements and formats
Interface with other technology and business partners in the organization across all regions to ensure projects and programs are communicated effectively
Prepare and communicate Weekly/Monthly project milestone and risk status to stakeholders
Person Specification
Knowledge/Experience:
The ideal candidate will have a total of 6+ years of experience in software development.
Working experience of GPP (Global Pay Plus) is MUST
Experienced in business/systems analysis (preferably payment application) will be highly advantageous
Experience in Project Management is essential preferably in Financial Institutions
Strong knowledge in Transaction banking in the payment space like Domestic (RTGS, GIRO, ACH etc.)/International funds transfer, SWIFT/ISO20022 messaging, Asia country regulations, Currency Foreign Exchange, AML Monitoring, Sanction Screening etc.
Experienced in stakeholder management and perform professional communication under pressure at all times
Team-oriented, results-driven with good interpersonal skills
Knowledge on Citibank internal processes and applications like ServiceNow, ITRS, PTS-W etc. is an added advantage
Ability to multitask between multiple projects
Self-motivated and goal oriented individual. Demonstrated record of initiative, adaptability and decision making
Must have the ability to work individually and as part of a technical team
Excellent verbal and written communication skills is a must
Qualifications
Bachelor’s degree (in science, computers, information technology or engineering)
Candidate should be willing to work in flexible timing to collaborate with team across regions
Primary Location: India,Maharashtra,Pune
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16025524"
"Developer","Description
Position Title: Sr. Developer
Office: Citi Technology Center
Grade/Level: C11
Reporting to: Rai, Dipon
Work Location: Pune, India
Address: SEZ-EON IT Park, Kharadi, Pune, M.H. 411014
Job Description:
The Application Sr. Developer role will be responsible for Development Support, Manage Projects, and Liaise with our partners in technology, product and operations
Manage problem resolution and track defects delivery from the product vendor
Key Responsibilities:
The successful candidate will be responsible for:
Provide Project Management
Study and understand business functions, requirements and operational objectives
Gather and analyze user requirements, review BRDs, functional/technical specs and recommend system solutions and controls
Evaluate output requirements and formats
Interface with other technology and business partners in the organization across all regions to ensure projects and programs are communicated effectively
Prepare and communicate Weekly/Monthly project milestone and risk status to stakeholders
Person Specification:
Knowledge/Experience:
The ideal candidate will have a total of 6+ years of experience in software development
Working experience of GPP (Global Pay Plus) is MUST
Experienced in business/systems analysis (preferably payment application) will be highly advantageous
Experience in Project Management is essential preferably in Financial Institutions
Strong knowledge in Transaction banking in the payment space like Domestic (RTGS, GIRO, ACH etc.)/International funds transfer, SWIFT/ISO20022 messaging, Asia country regulations, Currency Foreign Exchange, AML Monitoring, Sanction Screening etc.
Experienced in stakeholder management and perform professional communication under pressure at all times
Team-oriented, results-driven with good interpersonal skills
Knowledge on Citibank internal processes and applications like ServiceNow, ITRS, PTS-W etc. is an added advantage
Ability to multitask between multiple projects
Self-motivated and goal oriented individual
Demonstrated record of initiative, adaptability and decision making
Must have the ability to work individually and as part of a technical team
Excellent verbal and written communication skills is a must
Qualifications
Bachelor’s degree (in Science, Computers, Information Technology or Engineering)
Candidate should be willing to work in flexible timing to collaborate with team across regions
Primary Location: India,Maharashtra,Pune
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16025523"
"ROHQ CTI End User Voice and Contact Center – Call Detailed Reporting Specialist (ASPAC)","Description
Troubleshoot problems and manage escalations, provide solution for process issues
Responsible for quality and timely processing of system maintenance activities handled by the team
Ensure that all system maintenance tasks are in line with the relevant Citigroup standards
Ability to organizing, prioritizing, and scheduling work assignments
Interface with internal and external technical expert support teams to resolve systematic problems
Responsible for continual process improvements and adaptation to new business process/procedures
Ensure high-levels of Customer Service and Satisfaction in a challenging Shared Services environment
Conducting deep incident diagnosis and determining the most effective and standard method of restoring service
Attempting request fulfillment and involving other resolver teams as appropriate
Working according the service level objective to ensure issues and requests are resolved in a timely fashion and properly documented
Contribute to documentation as required
Providing operational support to the Infrastructure related to the voice products, within the guidelines, as specified by the Info Sec procedures & Standard Build configurations
Qualifications
Bachelor's degree
Primary Location: Philippines,Central Luzon,Makati
Other Location: Asia Pacific, Europe, Middle East, and Africa; Canada
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16021877"
"Applications Development Intermed Programmer Anlyst","Description
The Dalian Finance Desk Technology team is part of the Global Finance Desk department within the Institutional Clients Group (ICG).
The suite of Finance Desk applications provides position management, trade capture, electronic trading and reporting. This is supported by a mixed technology environment consisting of client-server applications, developed in Java and C#, with services running on Linux servers against Oracle data servers and front-ends running on Windows.
Participate in key business initiatives from the development side, focusing on the Trade Processing functionality.
Coordinate global testing and schedule application rollouts
Provide business as usual (BAU) coverage for the London Finance Desk, including generating ad-hoc reports and covering general support queries.
Work closely with onshore development teams
Core Java development
C# .NET GUI development
Strong knowledge of Spring framework, ORM technologies
Strong Unix or Linux
Relational Databases and Strong SQL (Sybase or Oracle)
Middleware – EMS, RendezVous
Qualifications
Experience with working in large teams.
Flexible and adaptive, team player
Excellent analytical and communication, interpersonal skills.
Ability to work well under pressure, prioritize work and well organized.
Comfortable in presenting suggestions for change and or improving work flow
Understanding of financial concepts.
Desirable
Experience with building n-tier systems
Caching technologies: eg. Gemfire or Tangosol
Knowledge of Fixed Income products (e.g. repo, swap, bonds, futures)
Involved in all stages of development lifecycle within a technology organization(Minimum 3-5 years)
Primary Location: China,Liaoning,Dalian
Other Location: Asia Pacific
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16032086"
"Senior Java","Description
Rates Technology team is looking for strong java/server side developer in Shanghai be part of a highly business delivery focused Sales Technology team. A successful candidate will have detailed understanding of software design/best practice along with a strong technical ability, good communication skills, an interest in learning and applying new technologies, ability to work closely other technical groups and an interest in learning business concepts that are key to the success of their application.
Java/JavaEE application development (3+ years)
Knowledge of JMS and RESTful web service
Object oriented programming experience
Solid Architectural understanding of enterprise applications
Relational database experience
Additional Information / Preferences
Knowledge/Experience in caching technology
Experience of Unix / Shell Scripting
Knowledge/ Experience in No-Sql technologies
Knowledge of any Interest Rates or Futures financial products (e.g. Treasuries/Swaps).
Experience working in complex global environment (preferable)
Qualifications
Object Oriented programming experience
Agile development
Software life cycle
Development best practice/Continuous integration
Desirable:
Broker/Customer Markets, Market making
3+ years of work experience in Investment Banking Front Office space
Knowledge of Front office Sales/Trading workflows
Understanding of terms/concepts like Earned Value, Inquiry, RFQ/RFS, Delta/Gamma, PAA, Hedge, etc.
Experience writing concise business specifications
Prior knowledge of Financial Products (preferably Fixed Income products) and associated market/trading conventions (preferable
Primary Location: China,Shanghai,Shanghai
Other Location: Asia Pacific
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16030618"
"Senior User Interface Developer","Description
Requirements gathering with help from BA’s
Design and development of front office platform for Sales focusing on intuitive and responsive UX/UI
Liaison with the global business analyst, UX team, support and development teams
Testing and UA coordination
Troubleshoot performance and scalability issues
Third line support of the platform during trading hours
Ability to translate understanding of Fixed Income Rates/Futures financial products to the full development lifecycle
Technical Skills Required:
C# (3+ years, version 3 & 4)
WPF (2+ years version 3.5/4.0)
Object oriented programming experience
Solid Architectural understanding of enterprise applications
Relational database experience
Additional Information / Preferences
Knowledge/Experience in HTML 5, CSS3 JavaScript libraries and frameworks, D3.js
Knowledge of Unix / Shell Scripting
Knowledge of one or more of the following: node.js/ gulp/ grunt/ ant
Knowledge of any Interest Rates or Futures financial products (e.g. Treasuries/Swaps).
Experience working in complex global environment (preferable)
Qualifications
Knowledge/Experience:
Object Oriented programming experience
Agile development
Software life cycle
Development best practice/Continuous integration
Desirable:
Broker/Customer Markets, Market making
3+ years of work experience in Investment Banking Front Office space
Knowledge of Front office Sales/Trading workflows
Understanding of terms/concepts like Earned Value, Inquiry, RFQ/RFS, Delta/Gamma, PAA, Hedge, etc.
Experience writing concise business specifications
Prior knowledge of Financial Products (preferably Fixed Income products) and associated market/trading conventions (preferable)
Primary Location: China,Shanghai,Shanghai
Other Location: Asia Pacific
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16030675"
"Applications Development Seniorr Programmer Anlyst","Description
Key Responsibilities:
Lead a team of developers and drive sound SDLC and engineering practices measurable against defined metric
Requirements gathering and prioritization with help from BA’s
Design and development of the front office platform for Sales
Liaison with the global business analyst, support and development teams
Testing and UA coordination
Troubleshoot performance and scalability issues
Third line support of the platform during trading hours
Ability to translate understanding of Fixed Income Rates/Futures financial products to the full development lifecycle
Technical Skills Required:
C# (3+ years, version 3 & 4)
WPF (2+ years version 3.5/4.0)
Java/JavaEE application development (3+ years)
Knowledge of JMS and RESTful web service
Solid understanding of enterprise applications
Relational database experience
Additional Information / Preferences
Knowledge/Experience in HTML 5, CSS3 JavaScript libraries and frameworks, D3.js
Knowledge of Unix / Shell Scripting
Knowledge of following: node.js / gulp / grunt / ant
Knowledge/Experience in caching technology
Experience of Unix / Shell Scripting
Knowledge/ Experience in No-Sql technologies
Knowledge of any Interest Rates or Futures financial products (e.g. Treasuries/Swaps).
Qualifications
Knowledge/Experience:
Object Oriented programming experience
Agile development as a Scrum Master
Experience liaising with Business, Offshore management and running the development team
Development best practice/Continuous integration
Desirable:
Broker/Customer Markets, Market making
3+ years of work experience in Investment Banking Front Office space
Knowledge of Front office Sales/Trading workflows
Understanding of terms/concepts like Earned Value, Inquiry, RFQ/RFS, Delta/Gamma, PAA, Hedge, etc.
Prior knowledge of Financial Products (preferably Fixed Income products) and associated market/trading conventions (preferable)
Primary Location: China,Shanghai,Shanghai
Other Location: Asia Pacific
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16030682"
"Applicationss Development Programmer Analyst","Description
Job Qualifications
Decent oral/written communication skills and ability to facilitate discussions
Quickly grasp/master new requirements and related knowledge
Ability to learn/understand technical implications of system design
Good team player in solid/matrix reporting organizations
Willingness to ask questions, challenge the process and seek out answers
Strong analytical/problem solving skills
Job Skills
Expert in .Net technology development; 5+ years of experience.
2+ years of experience developing WPF applications.
Senior level C# programming experience with .net 4 or higher.
Good understanding of .Net design patterns in a must. Should be proficient in PRISM, MVVM, Inversion of Control/Dependency Injection, and LINQ.
Solid Multi-threading knowledge, understanding of dispatcher and UI threading model.
Qualifications
Job Qualifications
Decent oral/written communication skills and ability to facilitate discussions
Quickly grasp/master new requirements and related knowledge
Ability to learn/understand technical implications of system design
Good team player in solid/matrix reporting organizations
Willingness to ask questions, challenge the process and seek out answers
Strong analytical/problem solving skills
Job Skills
Expert in .Net technology development; 5+ years of experience.
2+ years of experience developing WPF applications.
Senior level C# programming experience with .net 4 or higher.
Good understanding of .Net design patterns in a must. Should be proficient in PRISM, MVVM, Inversion of Control/Dependency Injection, and LINQ.
Solid Multi-threading knowledge, understanding of dispatcher and UI threading model.
Work with Global team (NY and Shanghai) and open to attend evening calls as needed
International travel may be required
Successful reference and background check
Primary Location: China,Shanghai,Shanghai
Other Location: Asia Pacific
Education: Bachelor's Degree
Job Function: Technology
Travel Time: No
Job ID: 16031682"
"Applications Developer Intermediate Programer Analyst","Description
Applications Developer Intermediate Programer Analyst
Job Purpose:
Senior Net Developer with strong analytical and technical ability with 5-8 years experience in developing web applications in .Net
Able to work independently as well as guide/mentor other developers, good communication skills, has experience of working on complex and medium to large projects
Job Background/Context:
The position is based in Pune, India and is required to develop .Net web applications and will perform functional and non-functional testing, bug fixes and enhancements in the project and will work with the global stake holders (business and technology) across multiple locations
Candidate will work independently and is highly self motivated
Applies skills and knowledge of the tools to develop creative solutions to meet client and business needs
Key Responsibilities:
Responsible for design, programming, deployment, testing and maintenance of one or more applications using ASP.Net/C#/SQL technologies
Perform functional and non-functional testing of the applications and deliver stable applications
Responsible for applications systems analysis and programming activities
Acts as advisor or coach to new or lower level analysts
Directly impacts the business by ensuring the quality of work provided by self and others; impacts own team and closely related work teams.
Requirement understanding, technical design
Work proactively and independently to address project requirements, and articulate issues/challenges with enough lead time to address project delivery risks
Providing expertise in technical analysis and solving technical issues during project delivery
Involvement in Software Development Life-cycle
Test case reviews and ensure code developed meets the requirements
Code reviews, test case reviews and ensure code developed meets the requirements
Component Design/Coding/Unit Testing/Debugging
Qualifications
Qualifications:
Bachelor’s degree MCA/B.Tech/M.E./M.Tech (in computers, information technology or engineering)
Ability to work as part of global team and independently
Interpersonal skills to interact with team members and clients
Excellent verbal and written communications skills
Candidate should be willing to work extended hours in order to interact with onshore team or as per project demand
5-8 Years of project experience
5 years of intensive experience in the analysis, design, development and support of large complex applications
Exposure to Functional and non-functional testing of applications
Experience in secure application development with databases
Desired Skills:
ASP.Net, C#, Web Services, WCF, WPF HTML/DHTML, HTML5, CSS, JavaScript, AJAX, JQuery, JSON, XML/XSLT, JQuery, Bootstrap, MVC
Strong OOP and .NET design Fundamentals
MS SQL Server 2008/2012 (including SSIS, SSRS)
Team Foundation Server/ALM
Performance optimization, Secure coding practice and ethical hack
Primary Location: India,Maharashtra,Pune
Other Location: Asia Pacific; Canada
Education: Bachelor's Degree
Job Function: Technology
Travel Time: Yes, 10 % of the Time
Job ID: 16034529"
